key,cycle,candidate,office,document_id,doc_name,date_submitted,pages,path,filing_class,doc_kind,c_state,c_rows,c_count_basis,c_layout,e_state,e_rows,e_count_basis,e_layout,ruled,subtotals,handwriting,redaction,stated_contrib,stated_expend,stated_source,contradiction,pages_with_detail,notes
Bradshaw-Arlyn__40C7F8B8,2024,"Bradshaw, Arlyn",County Council,40C7F8B8-04FD-4483-9F63-1B1C4F21F00D,"January 31, 2025",01/31/25,2,raw/easyvote/Bradshaw-Arlyn__40C7F8B8.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,,,,,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,Two-page filing - cover plus Summary Page only; NO Schedule A or Schedule B page exists in the document; year-end report dated 01/31/25; every Summary figure is $0.00 (balance $22.61 carried in and out) so the absent schedules are consistent - no contradiction; cover is the 2020 form vintage
Brown-Deondra__982273AF,2024,"Brown, Deondra",County Council,982273AF-F898-4921-8517-AB669A16F867,Primary Report,06/17/24,4,raw/easyvote/Brown-Deondra__982273AF.pdf,has-attachment-detail,standard-report,has-detail,4,counted,county-form,has-detail,9,counted,county-form,1,1,0,address-only,$490.00,"$11,503.45",read from Summary Page 2026-08-20 (no prior cache),0,3-4,doc_name says Primary Report but the cover has FINAL / DISSOLUTION REPORT checked - flagged not relabelled; cover is the older 2020 form used for a 2024 filing; batch CSV carried no vision totals so both stated figures are read fresh here; both schedule subtotals reconcile exactly
Carey-Michael__0EAE24A1,2024,"Carey, Michael",County Council,0EAE24A1-347F-4A6C-968D-A956766F645D,2024-04-05  MC4CC Amended,06/24/24,7,raw/easyvote/Carey-Michael__0EAE24A1.pdf,has-attachment-detail,standard-report,has-detail,21,counted,county-form,has-detail,29,counted,county-form,1,1,0,address-block-incl-city-state-zip,"$6,173.47","$4,937.72",read from Summary Page 2026-08-20 (no prior cache),0,3-7,Typed on-form 2024-vintage form; Sched A p3 15 + p4 6; Sched B p5 14 + p6 14 + p7 1; BOTH sides reconcile exactly to the Summary (5499.30+674.17 and 1058.03+3579.69+300.00); amendment box checked Yes dated 06/24/2024 consistent with the doc_name 'MC4CC Amended'
Carey-Michael__01F8BD37,2024,"Carey, Michael",County Council,01F8BD37-77C2-40EA-AD1A-FB8F5E32754D,2024-06-18  MC4CC  Amended,06/24/24,13,raw/easyvote/Carey-Michael__01F8BD37.pdf,has-attachment-detail,standard-report,has-detail,53,counted,county-form,has-detail,89,counted,county-form,1,1,0,address-only,"$34,330.13","$33,752.68",read from Summary Page 2026-08-20 (no prior cache),0,3-13,amendment dated 06/24/2024; p3-6 Sched A; p7-13 Sched B (7 expenditure pages - the expenditure side is far larger than the contribution side); the schedules' printed TOTAL lines carry the Column B AGGREGATE ($40503.60 / $38690.40) not the Column A period figure - do not reconcile the page subtotals against Summary line 1/2 on this filing; one Schedule A row is a $30000.00 loan to self
Conder-Phil__12F26E7B,2024,"Conder, Phil",Treasurer,12F26E7B-FCBE-4943-B575-6EB5B042EFD5,Convention 2024,04/03/24,4,raw/easyvote/Conder-Phil__12F26E7B.pdf,has-attachment-detail,standard-report,has-detail,6,counted,county-form,has-detail,13,counted,county-form,1,1,0,address-only-incl-city-state-zip,"$2,817.22","$2,816.64",read from Summary Page 2026-08-20 (no prior cache),0,3-4,cover is the 2020 form version; April 5 interim signed 04/03/24; one Schedule A line is a prior-campaign-account transfer rather than a donor gift; page subtotals match the stated totals exactly
Erickson-Tiffany__9A3F39D7,2024,"Erickson, Tiffany",County Council,9A3F39D7-B8DF-4836-B749-2A555EECF337,Midterm Vacancy,06/12/25,7,raw/easyvote/Erickson-Tiffany__9A3F39D7.pdf,has-attachment-detail,standard-report,has-detail,12,counted,county-form,has-detail,5,counted,county-form,1,1,0,address-only,"$3,450","$3,347.94",read from Summary Page 2026-08-20 (no prior cache),0,3-4,"Midterm Vacancy box checked on the cover; the document ALSO carries a complete ""Other Campaign Accounts"" section - p5 Summary Page Other Campaign Accounts plus p6 Itemized Contributions and p7 Itemized Expenditures from Other Campaign Accounts - and all three are entirely BLANK (no figures at all); both main schedules reconcile exactly; note the itemized dates are May-June 2025 although the batch assigns this filing to the 2024 cycle"
FIFE-JEPPERSON-CHARLOTTE__AE07FEF8,2024,"FIFE-JEPPERSON, CHARLOTTE",County Council,AE07FEF8-1499-4294-8513-137DA7178757,General Accounting Form,07/14/24,5,raw/easyvote/FIFE-JEPPERSON-CHARLOTTE__AE07FEF8.pdf,has-attachment-detail,standard-report,has-detail,25,counted,county-form,has-detail,10,counted,county-form,1,1,0,address-only; the Complete Mailing Address column is fully blacked so donor city/state/zip do NOT survive,"$1,441.80","$1,043.16",read from Summary Page 2026-08-20 (no prior cache),0,3-5,MISLABEL - the batch CSV lists office as County Council but the cover page states Salt Lake School Board District 2; flagged not re-labelled; form header reads 2020 Financial Disclosure Report; Schedule A page subtotals $1095.00 + $848.00 = $1943.00 against a stated line-1 of $1441.80 and Schedule B subtotal is $1717.22 against a stated line-2 of $1043.16 - both filer-arithmetic deltas; Schedule A rows split 15 on p3 and 10 on p4
FIFE-JEPPERSON-CHARLOTTE__D20522DA,2024,"FIFE-JEPPERSON, CHARLOTTE",County Council,D20522DA-EBB9-4BE3-BF54-279F1B7FD38F,interim Disclosure Deadline - period ending Sept. 10,09/15/24,8,raw/easyvote/FIFE-JEPPERSON-CHARLOTTE__D20522DA.pdf,has-attachment-detail,standard-report,has-detail,62,counted,county-form,has-detail,14,counted,county-form,1,1,0,address-only (Complete Mailing Address column; the bar clips the left edge of Occupation/Employer),"$10,213.00","$2,270.72",read from Summary Page 2026-08-20 (no prior cache),0,3-8,"MISLABEL: the batch lists office 'County Council' but the cover's Office Sought reads 'Salt Lake School Board' District 2 - flagged not relabelled; September-15 interim; Sch A p3-p7 subtotals 1095+1148+910+6450+150 = 9753.00 which is exactly what the Sch A TOTAL line prints but is $460.00 LESS than the Summary line 1 stated 10,213.00 - filer discrepancy retained verbatim; Sch B p8 14 rows sum to 2270.72 = stated; cover header reads '2020 Financial Disclosure Report' though dated 09/15/24"
Frost-Joel__A5E038CD,2024,"Frost, Joel",Assessor,A5E038CD-3538-4BC8-A1D8-09F721692431,"June 18, 2024",06/18/24,14,raw/easyvote/Frost-Joel__A5E038CD.pdf,has-attachment-detail,standard-report,has-detail,149,counted,county-form,has-detail,21,counted,county-form,1,1,0,address-only,"$36,497.97","$24,043.47",read from Summary Page 2026-08-20 (no prior cache),0,3-14,p3-12 Schedule A (nine full 15-row pages + 14) p13-14 Schedule B (14 + 7); the two Schedule B subtotals sum EXACTLY to the stated $24;043.47 and the ten Schedule A subtotals sum exactly to the printed $35;247.97 - which is $1;250.00 LESS than Summary line 1 Column A $36;497.97 (an in-kind web-development row of that exact amount sits on p6); one Schedule B row is dated 05/29/2027 - a filer typo for 2024 recorded as printed; form masthead reads 2020 vintage
Frost-Joel__F52E1564,2024,"Frost, Joel",Assessor,F52E1564-187B-4C09-B8E7-349279D04FA4,Sept16th,09/16/24,21,raw/easyvote/Frost-Joel__F52E1564.pdf,has-attachment-detail,standard-report,has-detail,228,counted,county-form,has-detail,32,counted,county-form,1,1,0,address-only,"$48,342.97","$51,363.36",read from Summary Page 2026-08-20 (no prior cache),0,3-21,sixteen Schedule A pages p3-p18 carrying 15 rows each except p18 which carries 3; three Schedule B pages p19-p21; Schedule A printed TOTAL is 47092.97 while Summary line 1 states 48342.97 - the 1250.00 gap matches the single In-Kind row; Schedule B subtotals 16332.55 and 13819.69 and 21211.12 reconcile exactly to 51363.36; cover is the older 2020 form used for a 2024 filing; the black bar occasionally clips the left edge of Occupation/Employer
Gettel-Dustin__CF6C43C7,2024,"Gettel, Dustin",County Council,CF6C43C7-CC00-4D73-B250-B185A5121246,Dustin Gettel Campaign Finance Report EOY 2023,01/31/24,11,raw/easyvote/Gettel-Dustin__CF6C43C7.pdf,has-attachment-detail,standard-report,has-detail,81,counted,attach-name-org-title-address-amount-date,has-detail,37,counted,attach-date-recipient-purpose-amount,mixed,1,0,address-only on contributions (single Address column fully blacked; no separate city/state/zip columns exist so none survive); none on expenditures,"$10,346.77","$2,641.90",read from Summary Page 2026-08-20 (no prior cache),0,"4-6,8",the county Schedule A (p3) and Schedule B (p7) grids are BLANK STUBS reading '(see attached)'; real detail is on the filer's own pages - p4-6 contributions (31+33+17) and p8 expenditures (37); ruled is MIXED - the contributions export is unruled text under a shaded header band while the expenditures export is fully gridlined; neither attachment prints a subtotal - the reconciliation gate is the TOTAL line on the county stub pages; an 'Other Campaign Accounts' section is present on p9-11 and is entirely BLANK
Gettel-Dustin__E61DBCB5,2024,"Gettel, Dustin",County Council,E61DBCB5-94DC-4803-9A3A-A0CDEC85EE34,team@dustinforcountycouncil.com,04/05/24,15,raw/easyvote/Gettel-Dustin__E61DBCB5.pdf,has-attachment-detail,standard-report,has-detail,218,counted,attach-landscape-date-name-address-organization-title-amount,has-detail,43,counted,attach-date-recipient-purpose-amount,mixed,0,0,address-only,23046.09,24510.62,read from Summary Page 2026-08-20 (no prior cache),0,8-15,county Schedule A (p3) and Schedule B (p4) are BLANK STUBS printing '(see attached)'; p5-p7 are a blank 'Other Campaign Accounts' summary plus its two blank itemized pages; real detail is filer attachments - p8-14 contributions (33/34/34/34/34/34/15 rows) and p15 expenditures; the two attachments use DIFFERENT layouts and different ruling - contributions are an UNRULED 6-column export with a shaded header and no subtotal (ruled=0) while p15 expenditures are a RULED 4-column table also with no subtotal (ruled=1); ruled recorded as 'mixed' because the single column cannot describe both; NO reconciliation gate exists on either attachment; the Address column is fully blacked so no city/state/zip survives; attachment amounts print without $ and several carry '(In Kind)'; Summary figures are typed without $ signs
Gettel-Dustin__B724D0B8,2024,"Gettel, Dustin",County Council,B724D0B8-1070-4A60-A080-BF5CE6163FCC,6.18.24 Filing (Gettel),06/19/24,13,raw/easyvote/Gettel-Dustin__B724D0B8.pdf,has-attachment-detail,standard-report,has-detail,65,counted,attach-date-name-address-organization-title-amount,has-detail,47,counted,attach-date-recipient-purpose-amount,0,0,0,address-only,6809.11,7410.34,read from Summary Page 2026-08-20 (no prior cache),0,"8-9,12-13",Seven-days-before-primary report on the 2024 form; cover and Summary are handwritten; Schedule A (p3) and Schedule B (p4) are BLANK STUBS reading 'See Attached Schedule'; an OTHER CAMPAIGN ACCOUNTS section is present but entirely blank (p5 Summary Page - Other Campaign Accounts; p6 Itemized Contributions from Other Campaign Accounts; p7 Itemized Expenditures from Other Campaign Accounts); p10 and p11 are COMPLETELY BLANK PAGES; contributions attachment p8 (32 rows) + p9 (33 rows); expenditures attachment p12 (43 rows) + p13 (4 rows); the attachments are unruled and print NO subtotal or total line anywhere so there is no reconciliation gate on either side; many expenditure rows are in-kind reimbursements to the candidate.
Gill-Sim__481E3DF0,2024,"Gill, Sim",District Attorney,481E3DF0-B0C4-4618-B919-A6300F152869,"financial disclosure_January 31, 2024_signed",01/31/24,7,raw/easyvote/Gill-Sim__481E3DF0.pdf,has-attachment-detail,standard-report,has-detail,46,counted,attach-date-first-last-address-city-state-zip-occupation-employer-amount,has-detail,47,counted,attach-date-recipient-purpose-amount,1,1,0,address-city-state-zip on the contribution attachment; none on the expenditure attachment,"$3,037.00","$25,814.69",read from Summary Page 2026-08-20 (no prior cache),0,"4-5,7",ATTACHMENT filing - county SchedA (p3) and SchedB (p6) are blank stubs reading SEE ATTACHED; real lines are on filer spreadsheet exports p4-5 (contributions 39+7 rows ending in a Total line = $3037.00) and p7 (expenditures 47 rows ending in a Total line = $25814.69); both reconcile exactly; the black bar covers Address AND City AND State AND Zip so no geography survives; one expenditure row is dated 3/22/24 inside a period-ending-12/31/23 report (filer typo)
Gill-Sim__41C4280C,2024,"Gill, Sim",District Attorney,41C4280C-74FD-4E14-B76C-69866E2D034D,"financial disclosure_January 31, 2025_signed",01/31/25,6,raw/easyvote/Gill-Sim__41C4280C.pdf,has-attachment-detail,standard-report,has-detail,13,counted,attach-date-first-last-address-city-state-zip-occupation-employer-amount,has-detail,37,counted,attach-date-recipient-purpose-amount,1,1,0,address-and-city; bar spans Address+City+State+Zip; expenditure attachment unredacted,$ 137.00,"$ 6,893.71",read from Summary Page 2026-08-20 (no prior cache),0,"4,6",same filer pattern as E502D025: p3/p5 are SEE ATTACHED stubs and p4/p6 carry the itemized sheets; both attachments print grand totals matching the Summary Page
Glenn-Nicholas__2027817B,2024,"Glenn, Nicholas",County Council,2027817B-4DC2-4F7E-ACB7-991F4A9A8AE0,Midterm Vacancy,06/12/25,7,raw/easyvote/Glenn-Nicholas__2027817B.pdf,has-attachment-detail,standard-report,has-detail,5,counted,county-form,has-detail,5,counted,county-form,1,1,0,address-only,864.93,864.93,read from Summary Page 2026-08-20 (no prior cache),0,3-4,Midterm Vacancy report on the newer form; report date 6/10/2025 though filed in the 2024 cycle; contributions and expenditures are equal and mirror each other (in-kind logo design and campaign snacks appear on both sides); both schedule subtotals tie EXACTLY to the stated totals; an 'Other Campaign Accounts' section is present on p5-7 and is entirely BLANK
Granato-Ann__83E3F4AA,2024,"Granato, Ann",County Council,83E3F4AA-B587-4EE4-902F-4923B60FA02A,Ann Granato- Year-End Report,01/23/24,4,raw/easyvote/Granato-Ann__83E3F4AA.pdf,has-attachment-detail,standard-report,empty-schedule,0,,,has-detail,3,counted,county-form,1,1,1,none,,,read from Summary Page 2026-08-20 (no prior cache),0,4,Handwritten; Schedule A p3 is entirely blank with '-0-' written in both the page SUBTOTAL and the TOTAL CONTRIBUTIONS RECEIVED cells - a real zero; Summary Column A is BLANK on BOTH line 1 and line 2 - the filer wrote the figures in the Column B (Aggregate) cells instead ('-0-' and '$800') and lines 4/6 read '-0-' and '$800.00' - verified at 150dpi; recorded stated_* as blank per the brief; no contradiction since the contribution figure is zero in every cell where it appears; ODDITY - Schedule B's 'Date of Expenditure' column holds 1253/1254/1255 which are check numbers not dates
Granato-Ann__88E73D3F,2024,"Granato, Ann",County Council,88E73D3F-DB38-4D1A-96F3-1C06563B0D11,Final/ Dissolution Report,06/19/24,7,raw/easyvote/Granato-Ann__88E73D3F.pdf,has-attachment-detail,standard-report,empty-schedule,0,,,has-detail,2,counted,county-form,1,1,0,none,0,225.73,read from Summary Page 2026-08-20 (no prior cache),0,4,FINAL/DISSOLUTION report on the 2024 form; Schedule A page EXISTS at p4 and is completely blank - a real zero matching the stated 0; Schedule B (p5 in doc order shown as the 4th page) carries 2 typed rows totalling 225.73; a Summary Page for Other Campaign Accounts is present with the SAME 225.73 balance figures carried in its Balance Summary while its lines 1 and 2 are blank and its two itemized pages are blank; no redaction on any itemized row (Schedule B has no address column); batch CSV carried no prior vision value for the 2024 cycle
Harrison-Suzanne__C258427A,2024,"Harrison, Suzanne",County Council,C258427A-CF8D-428E-B640-21E2EB9B07C7,"January 31, 2024",01/23/24,9,raw/easyvote/Harrison-Suzanne__C258427A.pdf,has-attachment-detail,standard-report,has-detail,23,counted,attach-date-name-address-occupation-amount,has-detail,31,counted,attach-date-recipient-purpose-amount,1,0,0,address-block-incl-city-state-zip,"3,645.00","2,541.35",read from Summary Page 2026-08-20 (no prior cache),0,"4,6",ATTACHMENT filing - county Sched A p3 and Sched B p5 are blank stubs reading 'See Attached'; the attachments (p4 '2023 Donations' 23 rows; p6 '2023 Expenditures' 31 rows) reproduce the county's own column set exactly and are self-titled 'Schedule A/B ... Page 1 of 1'; NEITHER attachment prints a subtotal or total line so there is NO reconciliation gate on either side; blank Other-Campaign-Accounts section at p7-9; the black bar covers the single 'Complete Mailing Address' column so city/state/zip do not survive but Occupation/Employer does
Harrison-Suzanne__8C8AF173,2024,"Harrison, Suzanne",County Council,8C8AF173-B5E0-4B28-8B5B-B8FC2930DF46,-financial-disclosure-form Suzanne Harrison,01/31/25,6,raw/easyvote/Harrison-Suzanne__8C8AF173.pdf,has-attachment-detail,standard-report,has-detail,23,counted,attach-date-name-address-occupation-amount,has-detail,26,counted,attach-date-recipient-purpose-amount,1,0,0,address-only (Mailing Address column fully blacked; no separate city/state/zip column so donor city/state do NOT survive),"1,795.00","7,409.60",read from Summary Page 2026-08-20 (no prior cache),0,"4,6",Year-end report signed 1/30/2025; county Sch A (p3) and Sch B (p5) are BLANK STUBS reading 'See Attached'; the real lines are the filer's own one-page exports p4 ('Schedule A - Donations') and p6 ('Schedule B - Expenditures'); NEITHER attachment prints a subtotal line but my counted rows sum to 1795.00 and 7409.60 - exactly the two stated totals; Office Sought box reads 'In office'
