motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file
892,223,2,4,Commissioner McElreath moved to table File #3S25 / SUB-000519-2025 to give staff adequate time to work out the remaining conditions including working on options for a 42’ right of way as a public street,Procedural/Administrative,4-3 Pass,Pass,pc_final_action,,table,keyword,high,176,case_no,high,17,6,1,minutes/2025/2025-07-07/2025-07-08_planning-commission.md
893,223,2,5,Commissioner Mufioz moved to adjourn. Chair Russell,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,3,12,0,minutes/2025/2025-07-07/2025-07-08_planning-commission.md
894,224,2,1,"Commissioner McElreath moved to approve the minutes of the July 8, 2025 Planning Commission meeting as presented",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,17,6,1,minutes/2025/2025-07-21/2025-07-22_planning-commission.md
895,224,2,2,"Commissioner McElreath moved to deny the request for an exemption to §13.21.100 (D) (50-foot right-of-way) based on the recommendations in the staff report, particularly that of the city engineer to not exempt the public street from being a stub street. Before the motion was seconded, a discussion ensued regarding stub streets and in what ways the motion would affect the remaining motions to be made. Commissioner Wright",Land-Use/Zoning,"Denied (Final Action, unanimous)",Pass,pc_final_action,Negative,deny,keyword,high,177,singleton,high,17,9,1,minutes/2025/2025-07-21/2025-07-22_planning-commission.md
896,224,2,3,Commissioner Wright moved to approve the request for an exemption to §13.21.110 based on discussion at the public meetings and findings outlined in this staff report,Land-Use/Zoning,4-2 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,178,singleton,high,9,11,1,minutes/2025/2025-07-21/2025-07-22_planning-commission.md
897,224,2,4,"Commissioner Wright moved to approve the request for an exemption to §13.21.110 (50-foot right of way), based on discussion at the public meetings and findings outlined in this staff report",Land-Use/Zoning,6-0 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,179,singleton,high,9,6,1,minutes/2025/2025-07-21/2025-07-22_planning-commission.md
898,224,2,5,Commissioner Wright moved to defer review and approval of the type of curb and gutter to be installed for File #3S25 SUB-000519-2025 to the city engineer,Land-Use/Zoning,6-0 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,176,case_no,high,9,11,1,minutes/2025/2025-07-21/2025-07-22_planning-commission.md
899,224,2,6,"Commissioner Quigley moved to approve File #3S25-SUB-000519- 2025, a preliminary subdivision amendment to create four residential lots at 1280 West Marinwood in Taylorsville, Utah, based on the findings and decisions for the associated exemption requests, and subject to the conditions listed in this staff report",Land-Use/Zoning,6-0 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,176,case_no,high,11,12,1,minutes/2025/2025-07-21/2025-07-22_planning-commission.md
900,224,2,7,"Commissioner Quigley moved to approve File #1S125 — SI-RA-000537- 2025, a request for a reasonable accommodation for a residential facility for persons with a disability at 3547 W Biathlon Circle to increase the number of unrelated adults allowed to occupy a residence from four (4) to eight (8) people, with the condition that the applicant submit a final drawing including the basement",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,180,singleton,high,11,6,1,minutes/2025/2025-07-21/2025-07-22_planning-commission.md
901,224,2,8,Commissioner Quigley moved to table File #13C25-CUP-000532-2025 to a future meeting when applicant can be present to answer questions from the Planning Commission,Procedural/Administrative,3-3 Fail,Fail,pc_final_action,,table,keyword,high,181,case_no,high,11,,1,minutes/2025/2025-07-21/2025-07-22_planning-commission.md
902,224,2,9,"Commissioner McElreath moved to approve File #13C25-CUP-000532- 2025, a request for a non-administrative conditional use permit to operate a used car dealership at 4479 South Redwood Road, subject to the findings and conditions in the staff report",Land-Use/Zoning,4-2 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,181,case_no,high,17,6,1,minutes/2025/2025-07-21/2025-07-22_planning-commission.md
903,224,2,10,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,17,0,minutes/2025/2025-07-21/2025-07-22_planning-commission.md
904,225,2,1,Commissioner Wright moved to adjourn. Commissioner McElreath,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,17,0,minutes/2025/2025-08-25/2025-08-26_planning-commission.md
905,226,2,1,"Commissioner Wright moved to approve the minutes of July 22, 2025 as presented",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,3,0,minutes/2025/2025-10-27/2025-10-28_planning-commission.md
906,226,2,2,"Commissioner Wright moved to approve the minutes of the August 26, 2025 meeting",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,12,0,minutes/2025/2025-10-27/2025-10-28_planning-commission.md
907,226,2,3,"Commissioner Quigley moved to send a positive recommendation to the | City Council for File #5Z25-DCA-000549-2025 to amend the Taylorsville Municipal Code related to on-premises signs, as specified in Exhibit A of | the staff report based on the findings outlined in the report with the addition that any signage located in an interior parking lot impacted by traffic must follow the same standards as the line of sight, clear-vision triangle, subject to review by the city engineer",Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,182,case_no,high,11,,0,minutes/2025/2025-10-27/2025-10-28_planning-commission.md
908,226,2,4,"Commissioner Munoz moved to continue file numbers 1GP25, 6Z25, and 7Z25 to the November 18, 2025 Planning Commission meeting for the following specific reasons: for staff and the developer to return to the Planning Commission addressing the traffic study, to address the concerns regarding drainage in the SSD, and potential increased green space",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,continue,keyword,high,183,case_no,high,3,11,0,minutes/2025/2025-10-27/2025-10-28_planning-commission.md
909,226,2,5,Commissioner Quigley moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,3,0,minutes/2025/2025-10-27/2025-10-28_planning-commission.md
910,227,2,1,"Commissioner McElreath moved to forward a positive recommendation to the Taylorsville City Council for File #1GP25-GPLAN-000551-2025, for 13.248 Acres of Property at 4271 South, 4225 South, and 4273 South 2700 West from Employment Center and Employment Mix to Residential High Intensity",Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,183,case_no,high,17,9,0,minutes/2025/2025-11-17/2025-11-18_planning-commission.md
911,227,2,2,"Chair Russell moved to forward a favorable recommendation to the Taylorsville City Council for File #6Z25-DCA-000552-2025 based on the information, findings, and conditions outlined in the staff report",Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,184,case_no,high,12,9,0,minutes/2025/2025-11-17/2025-11-18_planning-commission.md
912,227,2,3,"Commissioner Wright moved to forward a positive recommendation to the Taylorsville City Council for File #7Z25-DCA-000553-2025 based on the information, findings, and conditions outlined in the staff report including addressing the sign development with Beltway West as well as relocation of entry feature to a more amenable location that will be less problematic",Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,185,case_no,high,9,17,0,minutes/2025/2025-11-17/2025-11-18_planning-commission.md
913,227,2,4,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,,0,minutes/2025/2025-11-17/2025-11-18_planning-commission.md
914,228,2,1,Commissioner Quigley moved to approve the consent agenda,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,9,0,minutes/2025/2025-12-15/2025-12-16_planning-commission.md
915,228,2,2,"Commissioner Mufioz moved to forward a positive recommendation to the city council for File No. 8225-DCA-000569-2025, a zoning map amendment for the property located at 5418 South 1900 West in Taylorsville, Utah from Limited Commercial (LC) to Regional Commercial, subject to the information and findings in the staff report",Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,186,singleton,high,3,14,0,minutes/2025/2025-12-15/2025-12-16_planning-commission.md
916,228,2,3,"Commissioner Quigley moved to send a positive recommendation to the City. Council for File No. 9Z25-DCA-000570-2025 to amend Section ~ 413.08.020(E) of the Taylorsville Municipal Code Amending Bar Establishment Use in RC Zone from Prohibited to NC requiring a Nonadministrative Conditional Use Approval Within 250 Feet of a Residential Zone based on the Findings Outlined in the Staff Report. Before the motion was seconded, Commissioner Wright wished those present to understand that an approval of this application would not be a blank check to open the neighborhood to more bars. There was a proce",Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,187,case_no,high,11,14,0,minutes/2025/2025-12-15/2025-12-16_planning-commission.md
917,228,2,4,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,3,0,minutes/2025/2025-12-15/2025-12-16_planning-commission.md
918,229,2,1,"Commissioner Wright moved to approve the minutes of December 16, 2025",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,17,1,minutes/2026/2026-01-12/2026-01-13_planning-commission.md
919,229,2,2,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,14,0,minutes/2026/2026-01-12/2026-01-13_planning-commission.md
920,230,2,1,Commissioner Wright moved to approve a 90-day extension for the applicant’s reasonable accommodation approval,Procedural/Administrative,4-1 Pass,Pass,pc_final_action,,approve,keyword,high,,,,9,17,1,minutes/2026/2026-01-26/2026-01-27_planning-commission.md
921,230,2,2,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,14,0,minutes/2026/2026-01-26/2026-01-27_planning-commission.md
922,231,2,1,"Commissioner Wilkey moved to approve the minutes of January 13, 2026 as presented and January 27, 2026 as amended",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,6,9,0,minutes/2026/2026-02-09/2026-02-10_planning-commission.md
923,231,2,2,Commissioner Mufioz moved to open the public hearing,Public Hearing Action,"Approved (Final Action, unanimous)",Pass,pc_final_action,,procedural,keyword,medium,,,,3,6,0,minutes/2026/2026-02-09/2026-02-10_planning-commission.md
924,231,2,3,Commissioner Wilkey moved to close the public hearing,Public Hearing Action,"Approved (Final Action, unanimous)",Pass,pc_final_action,,procedural,keyword,medium,,,,6,3,0,minutes/2026/2026-02-09/2026-02-10_planning-commission.md
925,231,2,4,Commissioner Wright moved to forward a positive recommendation to the City Council on File No. 1Z26-DCA-000577-2026 to amend Title 13 Land Development Code of the Taylorsville Municipal Code as specified in Exhibit A of the staff report based on the findings outlined in the staff report,Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,188,case_no,high,9,14,0,minutes/2026/2026-02-09/2026-02-10_planning-commission.md
926,231,2,5,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,17,0,minutes/2026/2026-02-09/2026-02-10_planning-commission.md
927,232,2,1,"Commissioner Wright moved to table the minutes of February 10, 2026 until the next meeting",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,table,keyword,high,,,,9,3,0,minutes/2026/2026-02-23/2026-02-24_planning-commission.md
928,232,2,2,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,14,0,minutes/2026/2026-02-23/2026-02-24_planning-commission.md
929,233,2,1,"Commissioner McElreath moved to approve the minutes of February 10, 2026 as presented",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,17,3,0,minutes/2026/2026-03-09/2026-03-10_planning-commission.md
930,233,2,2,"Commissioner Wright moved to continue File #5C26-CUP-000859-2026, public hearing and consideration of a nonadministrative conditional use permit for extended hours of operation and to operate a bar establishment at 5418 South 1900 West to March 24, 2026",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,continue,keyword,high,189,case_no,high,9,3,0,minutes/2026/2026-03-09/2026-03-10_planning-commission.md
931,233,2,3,Commissioner McElreath moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,17,,0,minutes/2026/2026-03-09/2026-03-10_planning-commission.md
932,234,2,1,"Commissioner Wright moved to approve the minutes from both February 24 and March 10, 2026 as presented",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,14,0,minutes/2026/2026-03-23/2026-03-24_planning-commission.md
933,234,2,2,"Commissioner Mufioz moved approve File #5C26-CUP-000589-2026 for a nonadministrative conditional use permit for extended hours of operation and to operate a bar establishment at 5418 South 1900 West based on the information, findings, and conditions presented in the staff report, but changing condition # 5 to read: Monday through Friday, open at 11 AM, last call at 1 AM, closed by 2 AM; Saturday through Sunday, open at 10 AM, last call at 1 AM, closed by 2 AM. Commissioner McElreath",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,189,case_no,high,3,17,0,minutes/2026/2026-03-23/2026-03-24_planning-commission.md
