date,year,title,body,body_slug,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2025-10-16,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,Recommend that the report be forwarded to the County Council with the addition of discussion and comments that were made,,Pass,Bridget Hayes,Bill Wilde,Marion Wheaton,Nay,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-16,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve the Minutes for August 7, 2025",,Pass,Bill Wilde,David Darcey,Alex Peterson,Abstain,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-16,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,6,"approve the Minutes for August 21, 2025, and the Minutes for September 4, 2025",,Pass,Bill Wilde,David Darcey,Wheaton,Abstain,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-28,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the minutes dated September 9, 2025",,Pass,Tim Jeffrey,Eric Sagerman,Tyann Mooney,Abstain,land_use/minutes/2025/2025-10-28_snyderville_basin_pc.md
2025-11-25,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,continue to a date uncertain,,Pass,Makena Hawley,Tim Jeffrey,Tyann Mooney,Aye,land_use/minutes/2025/2025-11-25_snyderville_basin_pc.md
2025-11-25,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,continue to a date uncertain,,Pass,Makena Hawley,Tim Jeffrey,Makena Hawley,Aye,land_use/minutes/2025/2025-11-25_snyderville_basin_pc.md
2025-11-25,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,continue to a date uncertain,,Pass,Makena Hawley,Tim Jeffrey,Spencer Young,Aye,land_use/minutes/2025/2025-11-25_snyderville_basin_pc.md
2025-11-25,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,continue to a date uncertain,,Pass,Makena Hawley,Tim Jeffrey,Tim Jeffrey,Aye,land_use/minutes/2025/2025-11-25_snyderville_basin_pc.md
2025-11-25,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,continue to a date uncertain,,Pass,Makena Hawley,Tim Jeffrey,Heather Peteroy,Aye,land_use/minutes/2025/2025-11-25_snyderville_basin_pc.md
2025-11-25,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,continue to a date uncertain,,Pass,Makena Hawley,Tim Jeffrey,Matthew Nagie,Nay,land_use/minutes/2025/2025-11-25_snyderville_basin_pc.md
2025-12-09,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the applicant's request to combine Timberline parcels 1-54 and 1-55 according to the findings of fact, conclusions of law, and conditions of approval found in the staff report (6:23 P.M.)",,Pass,Spencer Young,Tim Jeffrey,Makena Hawley,Aye,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the applicant's request to combine Timberline parcels 1-54 and 1-55 according to the findings of fact, conclusions of law, and conditions of approval found in the staff report (6:23 P.M.)",,Pass,Spencer Young,Tim Jeffrey,Spencer Young,Aye,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the applicant's request to combine Timberline parcels 1-54 and 1-55 according to the findings of fact, conclusions of law, and conditions of approval found in the staff report (6:23 P.M.)",,Pass,Spencer Young,Tim Jeffrey,Tim Jeffrey,Aye,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the applicant's request to combine Timberline parcels 1-54 and 1-55 according to the findings of fact, conclusions of law, and conditions of approval found in the staff report (6:23 P.M.)",,Pass,Spencer Young,Tim Jeffrey,Heather Peteroy,Aye,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the applicant's request to combine Timberline parcels 1-54 and 1-55 according to the findings of fact, conclusions of law, and conditions of approval found in the staff report (6:23 P.M.)",,Pass,Spencer Young,Tim Jeffrey,Tyann Mooney,Nay,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the applicant's request to combine Timberline parcels 1-54 and 1-55 according to the findings of fact, conclusions of law, and conditions of approval found in the staff report (6:23 P.M.)",,Pass,Spencer Young,Tim Jeffrey,Eric Sagerman,Nay,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"continue the vote on the October 14, 2025, minutes to the next meeting (6:56 P.M.)",,Pass,Eric Sagerman,Tyann Mooney,Tim Jeffrey,Abstain,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2026-01-13,2026,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the minutes dated October 14, 2025",,Pass,Makena Hawley,Heather Peteroy,Tim Jeffrey,Abstain,land_use/minutes/2026/2026-01-13_snyderville_basin_pc.md
2026-01-13,2026,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"approve the minutes dated December 9, 2025",,Pass,Tim Jeffrey,Eric Sagerman,Matthew Nagie,Abstain,land_use/minutes/2026/2026-01-13_snyderville_basin_pc.md
2026-01-15,2026,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve the December 18, 2025, Minutes as presented",,Pass,David Darcey,Seth Bowen,Don Sargent,Abstain,land_use/minutes/2026/2026-01-15_eastern_summit_pc.md
2026-02-10,2026,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the minutes dated November 25, 2025",,Pass,Makena Hawley,Spencer Young,Eric Sagerman,Abstain,land_use/minutes/2026/2026-02-10_snyderville_basin_pc.md
2026-02-10,2026,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the minutes dated January 27, 2026",,Pass,Spencer Young,Matthew Nagie,Makena Hawley,Abstain,land_use/minutes/2026/2026-02-10_snyderville_basin_pc.md
2026-02-24,2026,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the proposed rezone and master planned development according to the findings of fact, conclusions of law and conditions of approval found in the staff report with the following added conditions: there be traffic mitigation plan for each phase and overall build out to include UOP and DPRE considerations as allowable, three townhomes provided as attainable but Council will determine final integration of affordable housing, and the exterior of the affordable unit buildings will look the same as the exterior of the market rate",,Pass,Eric Sagerman,Spencer Young,Heather Peteroy,Aye,land_use/minutes/2026/2026-02-24_snyderville_basin_pc.md
2026-02-24,2026,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the proposed rezone and master planned development according to the findings of fact, conclusions of law and conditions of approval found in the staff report with the following added conditions: there be traffic mitigation plan for each phase and overall build out to include UOP and DPRE considerations as allowable, three townhomes provided as attainable but Council will determine final integration of affordable housing, and the exterior of the affordable unit buildings will look the same as the exterior of the market rate",,Pass,Eric Sagerman,Spencer Young,Makena Hawley,Aye,land_use/minutes/2026/2026-02-24_snyderville_basin_pc.md
2026-02-24,2026,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the proposed rezone and master planned development according to the findings of fact, conclusions of law and conditions of approval found in the staff report with the following added conditions: there be traffic mitigation plan for each phase and overall build out to include UOP and DPRE considerations as allowable, three townhomes provided as attainable but Council will determine final integration of affordable housing, and the exterior of the affordable unit buildings will look the same as the exterior of the market rate",,Pass,Eric Sagerman,Spencer Young,Eric Sagerman,Aye,land_use/minutes/2026/2026-02-24_snyderville_basin_pc.md
2026-02-24,2026,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the proposed rezone and master planned development according to the findings of fact, conclusions of law and conditions of approval found in the staff report with the following added conditions: there be traffic mitigation plan for each phase and overall build out to include UOP and DPRE considerations as allowable, three townhomes provided as attainable but Council will determine final integration of affordable housing, and the exterior of the affordable unit buildings will look the same as the exterior of the market rate",,Pass,Eric Sagerman,Spencer Young,Spencer Young,Aye,land_use/minutes/2026/2026-02-24_snyderville_basin_pc.md
2026-02-24,2026,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the proposed rezone and master planned development according to the findings of fact, conclusions of law and conditions of approval found in the staff report with the following added conditions: there be traffic mitigation plan for each phase and overall build out to include UOP and DPRE considerations as allowable, three townhomes provided as attainable but Council will determine final integration of affordable housing, and the exterior of the affordable unit buildings will look the same as the exterior of the market rate",,Pass,Eric Sagerman,Spencer Young,Matthew Nagie,Aye,land_use/minutes/2026/2026-02-24_snyderville_basin_pc.md
2026-02-24,2026,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the proposed rezone and master planned development according to the findings of fact, conclusions of law and conditions of approval found in the staff report with the following added conditions: there be traffic mitigation plan for each phase and overall build out to include UOP and DPRE considerations as allowable, three townhomes provided as attainable but Council will determine final integration of affordable housing, and the exterior of the affordable unit buildings will look the same as the exterior of the market rate",,Pass,Eric Sagerman,Spencer Young,Tyann Mooney,Aye,land_use/minutes/2026/2026-02-24_snyderville_basin_pc.md
2026-02-24,2026,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the proposed rezone and master planned development according to the findings of fact, conclusions of law and conditions of approval found in the staff report with the following added conditions: there be traffic mitigation plan for each phase and overall build out to include UOP and DPRE considerations as allowable, three townhomes provided as attainable but Council will determine final integration of affordable housing, and the exterior of the affordable unit buildings will look the same as the exterior of the market rate",,Pass,Eric Sagerman,Spencer Young,Tim Jeffrey,Nay,land_use/minutes/2026/2026-02-24_snyderville_basin_pc.md
2026-03-05,2026,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Minutes as presented for Thursday, February 5, 2026",,Pass,David Darcey,Seth Bowen,Don Sargent,Abstain,land_use/minutes/2026/2026-03-05_eastern_summit_pc.md
2026-04-16,2026,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit to replace 51 existing distribution poles in Eastern Summit County pursuant to the findings of fact, conclusions of law and conditions of approval found in the staff report (6:24 PM)",,Pass,Bridget Hayes,Paul Wells,Don Sargent,Aye,land_use/minutes/2026/2026-04-16_eastern_summit_pc.md
2026-04-16,2026,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit to replace 51 existing distribution poles in Eastern Summit County pursuant to the findings of fact, conclusions of law and conditions of approval found in the staff report (6:24 PM)",,Pass,Bridget Hayes,Paul Wells,Alex Peterson,Aye,land_use/minutes/2026/2026-04-16_eastern_summit_pc.md
2026-04-16,2026,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit to replace 51 existing distribution poles in Eastern Summit County pursuant to the findings of fact, conclusions of law and conditions of approval found in the staff report (6:24 PM)",,Pass,Bridget Hayes,Paul Wells,Bridget Hayes,Aye,land_use/minutes/2026/2026-04-16_eastern_summit_pc.md
2026-04-16,2026,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit to replace 51 existing distribution poles in Eastern Summit County pursuant to the findings of fact, conclusions of law and conditions of approval found in the staff report (6:24 PM)",,Pass,Bridget Hayes,Paul Wells,Paul Wells,Aye,land_use/minutes/2026/2026-04-16_eastern_summit_pc.md
2026-04-16,2026,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit to replace 51 existing distribution poles in Eastern Summit County pursuant to the findings of fact, conclusions of law and conditions of approval found in the staff report (6:24 PM)",,Pass,Bridget Hayes,Paul Wells,David Darcey,Nay,land_use/minutes/2026/2026-04-16_eastern_summit_pc.md
2026-05-07,2026,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve Preliminary Plat of Blue Sky Ranches Amended and Extended Subdivision for a nine (9) lot subdivision, with the following changes to the conditions: on condition number 10, strike out the verbiage discussing construction activities shall occur from December 1st through April 15th to minimize big game disturbance",,Pass,David Darcey,Paul Weller,David Darcey,Aye,land_use/minutes/2026/2026-05-07_eastern_summit_pc.md
2026-05-07,2026,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve Preliminary Plat of Blue Sky Ranches Amended and Extended Subdivision for a nine (9) lot subdivision, with the following changes to the conditions: on condition number 10, strike out the verbiage discussing construction activities shall occur from December 1st through April 15th to minimize big game disturbance",,Pass,David Darcey,Paul Weller,Alex Peterson,Aye,land_use/minutes/2026/2026-05-07_eastern_summit_pc.md
2026-05-07,2026,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve Preliminary Plat of Blue Sky Ranches Amended and Extended Subdivision for a nine (9) lot subdivision, with the following changes to the conditions: on condition number 10, strike out the verbiage discussing construction activities shall occur from December 1st through April 15th to minimize big game disturbance",,Pass,David Darcey,Paul Weller,Paul Weller,Aye,land_use/minutes/2026/2026-05-07_eastern_summit_pc.md
2026-05-07,2026,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve Preliminary Plat of Blue Sky Ranches Amended and Extended Subdivision for a nine (9) lot subdivision, with the following changes to the conditions: on condition number 10, strike out the verbiage discussing construction activities shall occur from December 1st through April 15th to minimize big game disturbance",,Pass,David Darcey,Paul Weller,Bridget Hayes,Nay,land_use/minutes/2026/2026-05-07_eastern_summit_pc.md
