date,body,body_slug,motion_no,motion,result,tally,yes,no,mover,seconder,names_recorded,source
2016-08-23,Snyderville Basin Planning Commission,snyderville_basin_pc,5,(6-0) A motion was made by Commissioner Franklin and seconded by Commissioner Collins to continue past 10:00 p.m,Pass,(6-0),6,0,,Collins,false,land_use/minutes/2016/2016-08-23_snyderville_basin_pc.md
2016-09-13,Snyderville Basin Planning Commission,snyderville_basin_pc,1,forward a positive recommendation to the County Manager with the following (as found in the Staff Report): FINDINGS OF FACT: 1,Pass,(7 - 0),7,0,Harte,Franklin,false,land_use/minutes/2016/2016-09-13_snyderville_basin_pc.md
2016-09-13,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"deny the application, based on the following findings and conclusions: 1",Pass,(6 - 1),6,1,Harte,Collins,true,land_use/minutes/2016/2016-09-13_snyderville_basin_pc.md
2016-09-13,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the Glenwild Phase I, Lot I Plat Amendment based on the following: FINDINGS OF FACT: 1",Pass,(7 – 0),7,0,Harte,Franklin,false,land_use/minutes/2016/2016-09-13_snyderville_basin_pc.md
2016-09-13,Snyderville Basin Planning Commission,snyderville_basin_pc,4,approve the minutes as corrected,Pass,(7 - 0),7,0,Klingenstein,Franklin,false,land_use/minutes/2016/2016-09-13_snyderville_basin_pc.md
2016-09-13,Snyderville Basin Planning Commission,snyderville_basin_pc,5,approve the minutes as written,Pass,(7 - 0),7,0,Collins,Franklin,false,land_use/minutes/2016/2016-09-13_snyderville_basin_pc.md
2016-09-15,Eastern Summit County Planning Commission,eastern_summit_pc,1,this ordinance is brought back to the next meeting with the corrections and changes recommended by the Planning Commission,Pass,(7 - 0),7,0,Ure,Willoughby,false,land_use/minutes/2016/2016-09-15_eastern_summit_pc.md
2016-09-15,Eastern Summit County Planning Commission,eastern_summit_pc,2,move this item to a date uncertain,Pass,(7 - 0),7,0,Ure,Sonntag,false,land_use/minutes/2016/2016-09-15_eastern_summit_pc.md
2016-09-15,Eastern Summit County Planning Commission,eastern_summit_pc,3,approve the minutes as written,Pass,(5 - 0),5,0,Clyde,Willoughby,true,land_use/minutes/2016/2016-09-15_eastern_summit_pc.md
2016-09-15,Eastern Summit County Planning Commission,eastern_summit_pc,4,approve the minutes as written,Pass,(5 - 0),5,0,Clyde,Willoughby,true,land_use/minutes/2016/2016-09-15_eastern_summit_pc.md
2016-09-27,Snyderville Basin Planning Commission,snyderville_basin_pc,1,approve the minutes as corrected,Pass,(7 - 0),7,0,Franklin,DeFord,false,land_use/minutes/2016/2016-09-27_snyderville_basin_pc.md
2016-10-20,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Batt accessory building with the following (as outlined in the Staff Report): FINDINGS OF FACT: Eastern Summit County Planning Commission Regular Meeting October 20, 2016 Page 3 of 15 1",,,,,Ure,Willoughby,false,land_use/minutes/2016/2016-10-20_eastern_summit_pc.md
2016-10-20,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the Lewis Peak View subdivision amendment as outlined in the Staff Report and with the removal of Finding of Fact #6,,,,,Clyde,Ure,false,land_use/minutes/2016/2016-10-20_eastern_summit_pc.md
2016-10-20,Eastern Summit County Planning Commission,eastern_summit_pc,3,approve the minutes as corrected,Pass,(5 - 0),5,0,Willoughby,Henrie,true,land_use/minutes/2016/2016-10-20_eastern_summit_pc.md
2016-10-20,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn,Pass,(6-0),6,0,Clyde,,false,land_use/minutes/2016/2016-10-20_eastern_summit_pc.md
2016-10-25,Snyderville Basin Planning Commission,snyderville_basin_pc,1,approve the plat amendment as outlined in the Staff Report: Findings of Fact: Kim and William Wade are the listed fee title owner of Parcel CSP-7,Pass,(6-0),6,0,Klingenstein,DeFord,false,land_use/minutes/2016/2016-10-25_snyderville_basin_pc.md
2016-10-25,Snyderville Basin Planning Commission,snyderville_basin_pc,2,approve the minutes as corrected,Pass,(5 - 0),5,0,Collins,Lawson,true,land_use/minutes/2016/2016-10-25_snyderville_basin_pc.md
2016-11-03,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the Stewart Ranch amended subdivision with the lot ‐line adjustment and with the following: FINDINGS OF FACT: 1,Pass,(7‐0),7,0,Ure,,false,land_use/minutes/2016/2016-11-03_eastern_summit_pc.md
2016-11-03,Eastern Summit County Planning Commission,eastern_summit_pc,2,forward a positive recommendation to the County Manager with the following: FINDINGS OF FACT: 1,Pass,(6‐0),6,0,Wharton,,false,land_use/minutes/2016/2016-11-03_eastern_summit_pc.md
2016-11-03,Eastern Summit County Planning Commission,eastern_summit_pc,3,"forward a positive recommendation to the County Manager with Conclusions of Law #4 modified as discussed in the earlier application: FINDINGS OF FACT: Eastern Summit County Planning Commission November 3, 2016 Page 10 of 15 1",Pass,(6‐0),6,0,Henrie,,false,land_use/minutes/2016/2016-11-03_eastern_summit_pc.md
2016-11-03,Eastern Summit County Planning Commission,eastern_summit_pc,4,"strike the words, “low impact” from the language",,,,,Ure,,false,land_use/minutes/2016/2016-11-03_eastern_summit_pc.md
2016-11-03,Eastern Summit County Planning Commission,eastern_summit_pc,5,send a positive recommendation to the County Council of the amendments to the Section 11‐2‐4 with the distance requirements as proposed by Staff,Pass,(5‐2),5,2,Sonntag,Ure,true,land_use/minutes/2016/2016-11-03_eastern_summit_pc.md
2016-11-03,Eastern Summit County Planning Commission,eastern_summit_pc,6,adjourn,Pass,(7‐0),7,0,Ure,,false,land_use/minutes/2016/2016-11-03_eastern_summit_pc.md
2017-01-05,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the accessory building according to the Findings of Fact and Conclusions of Law and Conditions of Approval in the Staff Report for the Oldham Garage application,Pass,(6-0),6,0,Henrie,Wharton,false,land_use/minutes/2017/2017-01-05_eastern_summit_pc.md
2017-01-05,Eastern Summit County Planning Commission,eastern_summit_pc,2,forward a positive recommendation to the Community Development Director for the Red Onion Subdivision according to the Findings of Fact and Conclusions of Law found in the Staff Report,Pass,(5-1),5,1,Henrie,Wharton,true,land_use/minutes/2017/2017-01-05_eastern_summit_pc.md
2017-01-05,Eastern Summit County Planning Commission,eastern_summit_pc,3,accept the minutes after changes are made,Pass,,,,Willoughby,Ure,true,land_use/minutes/2017/2017-01-05_eastern_summit_pc.md
2017-01-05,Eastern Summit County Planning Commission,eastern_summit_pc,4,,Pass,,,,,Sonntag,false,land_use/minutes/2017/2017-01-05_eastern_summit_pc.md
2017-01-05,Eastern Summit County Planning Commission,eastern_summit_pc,5,for Commissioner Ure to be the Pro Tem Chair for the February 2nd meeting,,,,,Wharton,Willoughby,true,land_use/minutes/2017/2017-01-05_eastern_summit_pc.md
2017-01-05,Eastern Summit County Planning Commission,eastern_summit_pc,6,adjourn,Pass,(6-0),6,0,Ure,Wharton,false,land_use/minutes/2017/2017-01-05_eastern_summit_pc.md
2017-01-10,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the Summit County Manager for the Discovery Core final plat and associated final site plan according to the Findings of Fact, Conclusions of Law, and Conditions of Approval as outlined in the Staff Report of January 10, 2017 with the modification of Condition #7 as discussed",Pass,(5-1),5,1,Klingenstein,Franklin,true,land_use/minutes/2017/2017-01-10_snyderville_basin_pc.md
2017-01-19,Eastern Summit County Planning Commission,eastern_summit_pc,1,"send a positive recommendation to the Community Development Director for the Two Wilde Acres Minor Subdivision with the amendments to the Findings of Fact number 10, Conclusions of Law number 3 as previously discussed and according to the Conditions of Approval in the Staff Report",Pass,(6-0),6,0,Ure,Wharton,false,land_use/minutes/2017/2017-01-19_eastern_summit_pc.md
2017-01-19,Eastern Summit County Planning Commission,eastern_summit_pc,2,do away with the Family Estate,Pass,(5-1),5,1,Ure,Henrie,true,land_use/minutes/2017/2017-01-19_eastern_summit_pc.md
2017-01-19,Eastern Summit County Planning Commission,eastern_summit_pc,3,the discussion on to the Recreation Commercial (RC) Zone,,,,,,,false,land_use/minutes/2017/2017-01-19_eastern_summit_pc.md
2017-01-19,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn,Pass,(6-0),6,0,Wharton,Willoughby,false,land_use/minutes/2017/2017-01-19_eastern_summit_pc.md
2017-01-24,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the County Manager for the proposed condominium plat pursuant to the findings of fact, conclusions of law, and conditions of approval as outlined in the Staff Report",Pass,(6-0),6,0,Harte,Franklin,false,land_use/minutes/2017/2017-01-24_snyderville_basin_pc.md
2017-01-24,Snyderville Basin Planning Commission,snyderville_basin_pc,2,,Pass,(6-0),6,0,,Franklin,false,land_use/minutes/2017/2017-01-24_snyderville_basin_pc.md
2017-02-02,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the proposal for the East Wanship Water Pipeline according to the Findings of Fact and Conclusions of Law and Conditions of Approval in the Staff Report,Pass,(4-0),4,0,Sonntag,Henrie,false,land_use/minutes/2017/2017-02-02_eastern_summit_pc.md
2017-02-02,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Lower Marion Water Pipeline according to the Findings of Fact, Conclusions of Law and Conditions of Approval so discussed",Pass,(4-0),4,0,Sonntag,Willoughby,false,land_use/minutes/2017/2017-02-02_eastern_summit_pc.md
2017-02-02,Eastern Summit County Planning Commission,eastern_summit_pc,3,accept the minutes after changes are made,,,,,Willoughby,Henrie,false,land_use/minutes/2017/2017-02-02_eastern_summit_pc.md
2017-02-02,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn,Pass,(4-0),4,0,Willoughby,,false,land_use/minutes/2017/2017-02-02_eastern_summit_pc.md
2017-02-14,Snyderville Basin Planning Commission,snyderville_basin_pc,1,send a positive recommendation to the County Manager as outlined in the Staff Report,Pass,(7-0),7,0,Harte,Franklin,false,land_use/minutes/2017/2017-02-14_snyderville_basin_pc.md
2017-02-28,Snyderville Basin Planning Commission,snyderville_basin_pc,1,approve the minutes as written,Pass,(4-0),4,0,Franklin,Harte,true,land_use/minutes/2017/2017-02-28_snyderville_basin_pc.md
2017-03-02,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the proposed amendments for the Cherry View Subdivision according to the Findings of Fact and Conclusions of Law in the Staff Report,Pass,(6-0),6,0,Henrie,Sonntag,false,land_use/minutes/2017/2017-03-02_eastern_summit_pc.md
2017-03-02,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Minutes with changes stated for November 17, 2016",Pass,(5-0),5,0,Willoughby,Henrie,true,land_use/minutes/2017/2017-03-02_eastern_summit_pc.md
2017-03-02,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Minutes with changes stated for December 1, 2016",Pass,(5-0),5,0,Willoughby,Sonntag,true,land_use/minutes/2017/2017-03-02_eastern_summit_pc.md
2017-03-02,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn,Pass,(6-0),6,0,Sonntag,Wharton,false,land_use/minutes/2017/2017-03-02_eastern_summit_pc.md
2017-03-14,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the Community Development Director for the Brooks Residence Low Impact Permit with the Findings of Fact, Conclusions of Law, and Conditions of Approval (as follows) and with the additional findings of fact and the additional three conditions that were discussed at this meeting",Pass,(7-0),7,0,Klingenstein,Franklin,false,land_use/minutes/2017/2017-03-14_snyderville_basin_pc.md
2017-03-14,Snyderville Basin Planning Commission,snyderville_basin_pc,2,forward a positive recommendation to the County Manager with the following: FINDINGS OF FACT 1,Pass,(6-1),6,1,Klingenstein,Franklin,false,land_use/minutes/2017/2017-03-14_snyderville_basin_pc.md
2017-03-14,Snyderville Basin Planning Commission,snyderville_basin_pc,3,approve the minutes as written,Pass,(4-0),4,0,Klingenstein,,true,land_use/minutes/2017/2017-03-14_snyderville_basin_pc.md
2017-03-14,Snyderville Basin Planning Commission,snyderville_basin_pc,4,approve the minutes as written,Pass,(4-0),4,0,Klingenstein,DeFord,true,land_use/minutes/2017/2017-03-14_snyderville_basin_pc.md
2017-03-16,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the request for a Conditional Use Permit and Plat Amendment for the Cluff Ward Water Company according to the Findings of Fact, Conclusions of Law and Conditions of Approval in the Staff Report",Pass,(4-0),4,0,Henrie,Sonntag,false,land_use/minutes/2017/2017-03-16_eastern_summit_pc.md
2017-03-16,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve a two lot Minor Subdivision according to the Findings of Fact, Conclusions of Law and Conditions of Approval in the Staff Report",Pass,(4-0),4,0,Sonntag,Willoughby,false,land_use/minutes/2017/2017-03-16_eastern_summit_pc.md
2017-03-16,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve both sets of minutes for January 5, 2017 and January 19, 2017 as they are written",Pass,(4-0),4,0,Willoughby,Sonntag,false,land_use/minutes/2017/2017-03-16_eastern_summit_pc.md
2017-03-16,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn,Pass,(4-0),4,0,Sonntag,Willoughby,false,land_use/minutes/2017/2017-03-16_eastern_summit_pc.md
2017-03-28,Snyderville Basin Planning Commission,snyderville_basin_pc,1,approve the minutes as written,Pass,(6-0),6,0,Franklin,Klingenstein,false,land_use/minutes/2017/2017-03-28_snyderville_basin_pc.md
2017-04-11,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the County Manager for the Lots at Blackstone Condominium plat pursuant to the following findings of fact, conclusions of law, and conditions of approval: FINDINGS OF FACT 1",Pass,(6-0),6,0,Harte,Franklin,false,land_use/minutes/2017/2017-04-11_snyderville_basin_pc.md
2017-04-11,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"forward a positive recommendation to the County Manger for the proposed final site plan pursuant to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report (and as follows)",Pass,(6-0),6,0,Klingenstein,Cooke,false,land_use/minutes/2017/2017-04-11_snyderville_basin_pc.md
2017-04-11,Snyderville Basin Planning Commission,snyderville_basin_pc,3,approve the minutes as written,Pass,(6-0),6,0,Stevens,Cooke,false,land_use/minutes/2017/2017-04-11_snyderville_basin_pc.md
2017-04-18,Snyderville Basin Planning Commission,snyderville_basin_pc,1,send a positive recommendation to the County Council to adopt the County Resource Management Plan with the following: FINDINGS OF FACT: 1,Pass,,,,Franklin,DeFord,false,land_use/minutes/2017/2017-04-18_snyderville_basin_pc.md
2017-04-20,Eastern Summit County Planning Commission,eastern_summit_pc,1,the buildings closer together so there was no problem with the stream setback,,,,,,,false,land_use/minutes/2017/2017-04-20_eastern_summit_pc.md
2017-04-20,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the request for a Conditional Use Permit for the amended site plan for Vernon Storage according to the Findings of Fact and the Conclusions of Law in the Staff Report with the added Condition of Approval that has previously been mentioned,Pass,(4-0),4,0,Sargent,Sonntag,false,land_use/minutes/2017/2017-04-20_eastern_summit_pc.md
2017-04-20,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the request for a Plat Amendment on Lot 9 of Red Hawk Phase II Subdivision according to the Findings of Fact, Conclusions of Law and Conditions of Approval in the Staff Report",Pass,(4-0),4,0,Sonntag,Willoughby,false,land_use/minutes/2017/2017-04-20_eastern_summit_pc.md
