ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,case_no
25-16,2025-06-24,2025-06-24,AN ORDINANCE AMENDING SUBSECTION 7-2-112(3) OF THE WEST VALLEY CITY MUNICIPAL CODE TO PERMIT A MOBILE FINANCIAL INSTITUTION AS A TEMPORARY USE.,https://www.wvc-ut.gov/Archive.aspx?ADID=3458,2026-07-06,text,pdf-pdftotext,raw/Ord-25-16-ADID3458.pdf,0,,2025-06-24,3,high,
25-17,2025-07-08,2025-07-08,"ACCEPT PUBLIC INPUT REGARDING APPLICATION Z-1-2025, FILED BY ERIC NGUYEN, REQUESTING A ZONE CHANGE FROM A (AGRICULTURE) TO RM (MULTIPLE UNIT DWELLING RESIDENTIAL) FOR PROPERTY LOCATED AT 3001 WEST 4100 SOUTH",west_valley_city_council/meeting_minutes/minutes/2025/2025-07-07/2025-07-08_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2025-07-08,2,within_source,Z-1-2025
25-18,2025-08-12,2025-08-12,AN ORDINANCE AMENDING THE WEST VALLEY CITY GENERAL PLAN TO UPDATE THE FAIRBOURNE STATION VISION.,https://www.wvc-ut.gov/Archive.aspx?ADID=3459,2026-07-06,text,pdf-pdftotext,raw/Ord-25-18-ADID3459.pdf,1,,2025-08-12,2,high,
25-19,2025-08-12,2025-08-12,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 5173 WEST 3500 SOUTH FROM A (AGRICULTURE, MINIMUM LOT SIZE ½ ACRE) TO R-1-7 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 7,000 SQ FT).",https://www.wvc-ut.gov/Archive.aspx?ADID=3460,2026-07-06,text,pdf-pdftotext,raw/Ord-25-19-ADID3460.pdf,1,,2025-08-12,3,high,Z-2-2025
25-20,2025-08-12,2025-08-12,AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 3930 WEST PARKWAY BOULEVARD FROM B/RP (BUSINESS RESEARCH PARK) TO C-2 (GENERAL COMMERCIAL).,https://www.wvc-ut.gov/Archive.aspx?ADID=3461,2026-07-06,text,pdf-pdftotext,raw/Ord-25-20-ADID3461.pdf,1,,2025-08-12,5,high,Z-3-2025
25-21,2025-08-12,2025-08-12,AN ORDINANCE AMENDING SECTION 7-6-301 AND ENACTING SECTION 7-7-117.5 TO ALLOW MEDICAL AND DENTAL OFFICE IN THE MANUFACTURING ZONE ON PROPERTIES THAT ARE PARTIALLY OR ENTIRELY WITHIN 500 FEET OF A RESIDENTIAL USE OR RESIDENTIAL ZONE.,https://www.wvc-ut.gov/Archive.aspx?ADID=3462,2026-07-06,text,pdf-pdftotext,raw/Ord-25-21-ADID3462.pdf,1,,2025-08-12,6,high,
25-22,2025-08-12,2025-08-12,AN ORDINANCE AMENDING TITLE 7 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE REGULATIONS IN ACCORDANCE WITH STATE LAW.,https://www.wvc-ut.gov/Archive.aspx?ADID=3463,2026-07-06,text,pdf-pdftotext,raw/Ord-25-22-ADID3463.pdf,1,,2025-08-12,7,high,
25-23,2025-08-26,2025-08-26,"AN ORDINANCE AMENDING THE WEST VALLEY CITY GENERAL PLAN TO ADOPT STATION AREA PLANS FOR THE ½ MILE AREAS SURROUNDING THE RIVER TRAIL, REDWOOD JUNCTION, AND DECKER LAKE LIGHT RAIL STATIONS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3464,2026-07-06,text,pdf-pdftotext,raw/Ord-25-23-ADID3464.pdf,1,,2025-08-26,2,high,
25-24,2025-08-26,2025-08-26,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 4048 SOUTH 4800 WEST FROM R-1-8 (SINGLE UNIT DWELLING RESIDENTIAL, MIN. LOT SIZE 8,000 SQ. FT.) AND C-1 (NEIGHBORHOOD COMMERCIAL) TO R-1-7 (SINGLE UNIT DWELLING RESIDENTIAL, MIN. LOT SIZE 7,000 SQ FT).",https://www.wvc-ut.gov/Archive.aspx?ADID=3465,2026-07-06,text,pdf-pdftotext,raw/Ord-25-24-ADID3465.pdf,1,,2025-08-26,3,high,Z-4-2025
25-25,2025-08-26,2025-08-26,"ACCEPT PUBLIC INPUT REGARDING APPLICATION Z-5-2025 (APPEAL), FILED BY VALOR PROPERTIES, REQUESTING A ZONE CHANGE FROM LI (LIGHT INDUSTRIAL) TO M (MANUFACTURING) FOR PROPERTY LOCATED AT 2342 SOUTH 5600 WEST",west_valley_city_council/meeting_minutes/minutes/2025/2025-08-25/2025-08-26_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2025-08-26,5,within_source,Z-5-2025
25-26,2025-10-14,2025-10-14,AN ORDINANCE AMENDING TITLES 7 AND 24 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE LANDSCAPING REGULATIONS.,https://www.wvc-ut.gov/Archive.aspx?ADID=3466,2026-07-06,text,pdf-pdftotext,raw/Ord-25-26-ADID3466.pdf,0,,2025-10-14,12,high,
25-27,2025-09-23,2025-09-23,"AN ORDINANCE AMENDING SECTIONS 1-2-202, 1-2-203, 1-2-204, 1-2-205, AND 1-2-206 OF TITLE 1 OF THE WEST VALLEY CITY CODE REGARDING DRAINAGE, PARK, ROAD, FIRE AND POLICE IMPACT FEES.",https://www.wvc-ut.gov/Archive.aspx?ADID=3467,2026-07-06,text,pdf-pdftotext,raw/Ord-25-27-ADID3467.pdf,0,,2025-09-23,3,high,
25-28,2025-10-14,2025-10-14,"AN ORDINANCE AMENDING THE BUDGET OF WEST VALLEY CITY FOR THE FISCAL YEAR BEGINNING JULY 1, 2025 AND ENDING JUNE 30, 2026 TO REFLECT CHANGES IN THE BUDGET AND AUTHORIZE THE DISBURSEMENT OF FUNDS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3468,2026-07-06,text,pdf-pdftotext,raw/Ord-25-28-ADID3468.pdf,0,,2025-10-14,2,high,
25-29,2025-10-14,2025-10-14,AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 7005 WEST GATES AVENUE FROM FROM A (AGRICULTURE) TO M (MANUFACTURING).,https://www.wvc-ut.gov/Archive.aspx?ADID=3469,2026-07-06,text,pdf-pdftotext,raw/Ord-25-29-ADID3469.pdf,1,,2025-10-14,4,high,Z-6-2025
25-30,2025-10-28,2025-10-28,AN ORDINANCE APPROVING THE AMENDMENT OF LOTS 2 AND 3 OF THE WEST VALLEY HOLDING SUBDIVISION AND VACATING A PORTION OF CONSTITUTION BOULEVARD.,https://www.wvc-ut.gov/Archive.aspx?ADID=3470,2026-07-06,text,pdf-pdftotext,raw/Ord-25-30-ADID3470.pdf,1,,2025-10-28,3,high,
25-31,2025-10-28,2025-10-28,AN ORDINANCE APPROVING THE AMENDMENT OF LOTS 33- 44 AND A PORTION OF LOT 45 OF THE LEHMAN SUBDIVISION. SAID AMENDMENT WILL INCLUDE THE VACATION OF A 5-FOOT PUBLIC UTILITY EASEMENT ACROSS THE SOUTHERN PORTION OF SAID LOTS.,https://www.wvc-ut.gov/Archive.aspx?ADID=3471,2026-07-06,text,pdf-pdftotext,raw/Ord-25-31-ADID3471.pdf,1,,2025-10-28,4,high,
25-32,2025-11-18,2025-11-18,AN ORDINANCE AMENDING THE WEST VALLEY CITY GENERAL PLAN TO ADOPT UPDATES TO THE GENERAL PLAN MAP AND THE LAND USE ELEMENT.,https://www.wvc-ut.gov/Archive.aspx?ADID=3472,2026-07-06,text,pdf-pdftotext,raw/Ord-25-32-ADID3472.pdf,1,,2025-11-18,2,high,
25-33,2025-11-18,2025-11-18,AN ORDINANCE AMENDING SECTION 24-2-111A OF THE WEST VALLEY CITY MUNICIPAL CODE TO AMEND REGULATIONS GOVERNING INOPERABLE VEHICLES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3473,2026-07-06,text,pdf-pdftotext,raw/Ord-25-33-ADID3473.pdf,1,,2025-11-18,3,high,
25-34,2025-11-25,2025-11-25,AN ORDINANCE ENACTING CHAPTER 16-16 OF THE WEST VALLEY CITY MUNICIPAL CODE TO ADOPT CERTAIN INTERNATIONAL BUILDING CODES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3474,2026-07-06,text,pdf-pdftotext,raw/Ord-25-34-ADID3474.pdf,0,,2025-11-25,3,high,
25-35,2025-11-25,2025-11-25,AN ORDINANCE ADOPTING A WATER USE AND PRESERVATION ELEMENT AS PART OF THE WEST VALLEY CITY GENERAL PLAN.,https://www.wvc-ut.gov/Archive.aspx?ADID=3475,2026-07-06,text,pdf-pdftotext,raw/Ord-25-35-ADID3475.pdf,1,,2025-11-25,4,high,
25-36,2025-12-09,2025-12-09,"ACCEPT PUBLIC COMMENT REGARDING APPLICATION GPZ-4-2025, FILED BY ELOY SANTANA PEREZ, REQUESTING A GENERAL PLAN CHANGE FROM RURAL RESIDENTIAL (1 TO 2 UNITS/ACRE) TO LIGHT MANUFACTURING AND A ZONE CHANGE FROM A-1 (AGRICULTURE, MINIMUM LOT SIZE 1 ACRE) TO M (MANUFACTURING)",west_valley_city_council/meeting_minutes/minutes/2025/2025-12-08/2025-12-09_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2025-12-09,9,within_source,GPZ-4-2025
25-37,2025-12-09,2025-12-09,"ACCEPT PUBLIC COMMENT REGARDING APPLICATION GPZ-4-2025, FILED BY ELOY SANTANA PEREZ, REQUESTING A GENERAL PLAN CHANGE FROM RURAL RESIDENTIAL (1 TO 2 UNITS/ACRE) TO LIGHT MANUFACTURING AND A ZONE CHANGE FROM A-1 (AGRICULTURE, MINIMUM LOT SIZE 1 ACRE) TO M (MANUFACTURING)",west_valley_city_council/meeting_minutes/minutes/2025/2025-12-08/2025-12-09_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2025-12-09,10,within_source,GPZ-4-2025
25-38,2025-12-09,2025-12-09,AN ORDINANCE AMENDING THE GENERAL PLAN TO SHOW A CHANGE OF LAND USE FROM LARGE LOT RESIDENTIAL (2 TO 3 UNITS/ACRE) TO LOW DENSITY RESIDENTIAL (3 TO 4 UNITS/ACRE) FOR PROPERTY LOCATED AT 3801 SOUTH 6400 WEST ON 2.38 ACRES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3476,2026-07-06,text,pdf-pdftotext,raw/Ord-25-38-ADID3476.pdf,1,,2025-12-09,2,high,GPZ-5-2025
25-39,2025-12-09,2025-12-09,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FROM A-2 (AGRICULTURE, MINIMUM LOT SIZE 2 ACRES) TO R-1-8 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 8,000 SQUARE FEET) AND A (AGRICULTURE MINIMUM LOT SIZE 1/2 ACRE) FOR PROPERTY LOCATED AT 3801 SOUTH 6400 WEST ON 2.38 ACRES.",https://www.wvc-ut.gov/Archive.aspx?ADID=3477,2026-07-06,text,pdf-pdftotext,raw/Ord-25-39-ADID3477.pdf,1,,2025-12-09,3,high,GPZ-5-2025
25-40,2026-01-13,2026-01-13,"AN ORDINANCE AMENDING THE BUDGET OF WEST VALLEY CITY FOR THE FISCAL YEAR BEGINNING JULY 1, 2025 AND ENDING JUNE 30, 2026 TO REFLECT CHANGES IN THE BUDGET AND AUTHORIZE THE DISBURSEMENT OF FUNDS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3658,2026-07-06,text,pdf-pdftotext,raw/Ord-25-40-ADID3658.pdf,0,,2026-01-13,2,high,
26-01,2026-01-27,2026-01-27,AN ORDINANCE ADOPTING AN AMENDMENT TO THE FAIRBOURNE COMMUNITY REINVESTMENT AREA PROJECT AREA PLAN TO MAKE AN ADJUSTMENT REQUESTED BY SALT LAKE COUNTY.,https://www.wvc-ut.gov/Archive.aspx?ADID=3660,2026-07-06,text,pdf-pdftotext,raw/Ord-26-01-ADID3660.pdf,0,,,,none,
26-02,2026-01-27,2026-01-27,AN ORDINANCE AMENDING SECTION 1-2-107 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE CERTAIN PARKS AND RECREATION FEES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3661,2026-07-06,text,pdf-pdftotext,raw/Ord-26-02-ADID3661.pdf,0,,,,none,
26-03,2026-02-10,2026-02-10,AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 5750 WEST 2300 SOUTH FROM FROM LI (LIGHT INDUSTRIAL) TO M (MANUFACTURING).,https://www.wvc-ut.gov/Archive.aspx?ADID=3665,2026-07-06,text,pdf-pdftotext,raw/Ord-26-03-ADID3665.pdf,1,,2026-02-10,3,high,Z-8-2025
26-04,2026-02-10,2026-02-10,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 5459, 5477, AND 5491 WEST 4100 SOUTH FROM A (AGRICULTURE) TO C-2 (GENERAL COMMERCIAL).",https://www.wvc-ut.gov/Archive.aspx?ADID=3666,2026-07-06,text,pdf-pdftotext,raw/Ord-26-04-ADID3666.pdf,1,,2026-02-10,4,high,Z-9-2025
26-05,2026-02-10,2026-02-10,AN ORDINANCE AMENDING SECTION 1-2-107 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE CERTAIN PARKS AND RECREATION FEES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3667,2026-07-06,text,pdf-pdftotext,raw/Ord-26-05-ADID3667.pdf,0,,2026-02-10,7,high,
26-06,2026-03-10,2026-03-10,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 7020 WEST 3100 SOUTH FROM A (AGRICULTURE, MINIMUM LOT SIZE ½ ACRE) TO R-1-20 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 20,000 SQUARE FEET)",https://www.wvc-ut.gov/Archive.aspx?ADID=3672,2026-07-06,text,pdf-pdftotext,raw/Ord-26-06-ADID3672.pdf,1,,2026-03-10,2,high,Z-10-2025
26-07,2026-03-10,2026-03-10,"ACCEPT PUBLIC COMMENT REGARDING APPLICATION GPZ-1-2026, FILED BY CHRIS TORONTO, REQUESTING A GENERAL PLAN CHANGE FROM MEDIUM DENSITY RESIDENTIAL (7 TO 12 UNITS/ACRE) TO HIGH DENSITY RESIDENTIAL (12 TO 20 UNITS/ACRE) AND A ZONE CHANGE FROM R-1-8 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 8,0",west_valley_city_council/meeting_minutes/minutes/2026/2026-03-09/2026-03-10_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2026-03-10,4,within_source,GPZ-1-2026
26-08,2026-03-10,2026-03-10,"ACCEPT PUBLIC COMMENT REGARDING APPLICATION GPZ-1-2026, FILED BY CHRIS TORONTO, REQUESTING A GENERAL PLAN CHANGE FROM MEDIUM DENSITY RESIDENTIAL (7 TO 12 UNITS/ACRE) TO HIGH DENSITY RESIDENTIAL (12 TO 20 UNITS/ACRE) AND A ZONE CHANGE FROM R-1-8 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 8,0",west_valley_city_council/meeting_minutes/minutes/2026/2026-03-09/2026-03-10_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2026-03-10,5,within_source,GPZ-1-2026
26-09,2026-03-10,2026-03-10,AN ORDINANCE AMENDING SECTION 7-6-301 AND PART 7-14-200P OF THE ZONING ORDINANCE TO UPDATE THE JORDAN RIVER OVERLAY ZONE TO BE CONSISTENT WITH THE REST OF THE ZONING ORDINANCE.,https://www.wvc-ut.gov/Archive.aspx?ADID=3673,2026-07-06,text,pdf-pdftotext,raw/Ord-26-09-ADID3673.pdf,1,,2026-03-10,7,high,
26-10,2026-03-24,2026-03-24,AN ORDINANCE AMENDING SECTION 7-6-202 OF THE ZONING ORDINANCE TO UPDATE RE ZONE STANDARDS FOR ACCESSORY BUILDINGS TO BE CONSISTENT WITH OTHER RESIDENTIAL ZONES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3682,2026-07-06,text,pdf-pdftotext,raw/Ord-26-10-ADID3682.pdf,1,,2026-03-24,2,high,
26-11,2026-04-14,2026-04-14,"AN ORDINANCE AMENDING THE BUDGET OF WEST VALLEY CITY FOR THE FISCAL YEAR BEGINNING JULY 1, 2025 AND ENDING JUNE 30, 2026 TO REFLECT CHANGES IN THE BUDGET AND AUTHORIZE THE DISBURSEMENT OF FUNDS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3684,2026-07-06,text,pdf-pdftotext,raw/Ord-26-11-ADID3684.pdf,0,,2026-04-14,2,high,
26-12,2026-04-14,2026-04-14,AN ORDINANCE AMENDING SECTION 17-1-107 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE REQUIREMENTS TO SERVE ON THE LICENSE HEARING BOARD.,https://www.wvc-ut.gov/Archive.aspx?ADID=3685,2026-07-06,text,pdf-pdftotext,raw/Ord-26-12-ADID3685.pdf,0,,2026-04-14,3,high,
26-13,2026-04-28,2026-04-28,"AN ORDINANCE APPROVING THE VACATING OF LOTS 1-9, A PORTION OF 5750 WEST STREET & A PORTION OF 3575 SOUTH STREET OF JONESDALE SUBDIVISION, VACATING LOT 210 & A PORTION OF 5750 WEST STREET OF JONESDALE SUBDIVISION NO. 2, VACATING LOTS 301-303, A PORTION OF 5750 WEST STREET & A PORTION OF DARLE AVENUE (3610 SOUTH) OF JONESDALE SUBDIVISION NO. 3, VACATING LOTS 10-14, A PORTION OF 5750 WEST STREET & A ",https://www.wvc-ut.gov/Archive.aspx?ADID=3686,2026-07-06,text,pdf-pdftotext,raw/Ord-26-13-ADID3686.pdf,1,,2026-04-28,3,high,
26-14,2026-04-28,2026-04-28,AN ORDINANCE APPROVING THE AMENDING OF LOTS 302 & 309 AND VACATING LOT 301 OF WEST RIDGE COMMERCE PARK PHASE 3 SUBDIVISION AND VACATING A PORTION OF DOUBLE EAGLE CIRCLE AND A PORTION OF WESTRIDGE BOULEVARD.,https://www.wvc-ut.gov/Archive.aspx?ADID=3687,2026-07-06,text,pdf-pdftotext,raw/Ord-26-14-ADID3687.pdf,1,,2026-04-28,4,high,
26-15,2026-04-28,2026-04-28,AN ORDINANCE AMENDING SECTION 1-2-113 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE CERTAIN ANIMAL SERVICES FEES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3688,2026-07-06,text,pdf-pdftotext,raw/Ord-26-15-ADID3688.pdf,0,,2026-04-28,5,high,
26-16,2026-05-12,2026-05-12,AN ORDINANCE APPROVING THE VACATION FOR A PORTION OF SECOND STREET (2300 SOUTH) LOCATED BETWEEN LESTER STREET (5700 WEST) AND THE MOUNTAIN VIEW CORRIDOR RIGHT-OF-WAY IN WEST VALLEY CITY UTAH.,https://www.wvc-ut.gov/Archive.aspx?ADID=3695,2026-07-06,text,pdf-pdftotext,raw/Ord-26-16-ADID3695.pdf,1,,2026-05-12,2,high,Z-8-2025
26-17,2026-05-26,2026-05-26,AN ORDINANCE APPROVING THE VACATING OF A PORTION OF CONSTITUTION BOULEVARD IN CONJUNCTION WITH THE WASATCH WEST VALLEY SUBDIVISION.,https://www.wvc-ut.gov/Archive.aspx?ADID=3697,2026-07-06,text,pdf-pdftotext,raw/Ord-26-17-ADID3697.pdf,1,,2026-05-26,5,high,
26-18,2026-05-26,2026-05-26,"AN ORDINANCE AMENDING SECTIONS 1-2-113, 10-1-110, 10-2-502, 10-2-503, 10-2-504, 10-2-506, 10-2-507, 10-2-508, 10-2- 510, 10-2-511, 10-2-601, 10-3-204, 10-3-501, AND 10-3-701 OF THE WEST VALLEY CITY MUNICIPAL CODE TO AMEND CERTAIN REQUIREMENTS CONCERNING ADMINISTRATIVE CODE ENFORCEMENT.",https://www.wvc-ut.gov/Archive.aspx?ADID=3698,2026-07-06,text,pdf-pdftotext,raw/Ord-26-18-ADID3698.pdf,0,,2026-05-26,6,high,
26-19,2026-05-26,2026-05-26,AN ORDINANCE REPEALING AND REENACTING TITLE 3 OF THE WEST VALLEY CITY MUNICIPAL CODE.,https://www.wvc-ut.gov/Archive.aspx?ADID=3699,2026-07-06,text,pdf-pdftotext,raw/Ord-26-19-ADID3699.pdf,0,,2026-05-26,7,high,
26-20,2026-05-26,2026-05-26,"ACCEPT PUBLIC INPUT REGARDING APPLICATION SV-3-2026, FILED BY WEST VALLEY LAND HOLDINGS, LLC, REQUESTING APPROVAL OF A FIVE- LOT SUBDIVISION WITH A STREET VACATION",https://www.wvc-ut.gov/Archive.aspx?ADID=3700,2026-07-06,text,pdf-pdftotext,raw/Ord-26-20-ADID3700.pdf,1,,2026-05-26,8,high,
26-21,2026-05-26,2026-05-26,AN ORDINANCE ADOPTING AN AMENDMENT TO THE CITY CENTER REDEVELOPMENT AREA PROJECT AREA PLAN TO REMOVE A PARCEL.,https://www.wvc-ut.gov/Archive.aspx?ADID=3701,2026-07-06,text,pdf-pdftotext,raw/Ord-26-21-ADID3701.pdf,0,,2026-05-26,11,high,
26-22,2026-06-09,2026-06-09,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FROM A-2 (AGRICULTURAL, MINIMUM LOT SIZE 2 ACRES) TO R-1-10 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 10,000 SQ. FT.) FOR PROPERTY LOCATED AT 5901 WEST PARKWAY BLVD. ON 0.29 ACRES.",https://www.wvc-ut.gov/Archive.aspx?ADID=3706,2026-07-06,text,pdf-pdftotext,raw/Ord-26-22-ADID3706.pdf,1,,,,none,Z-1-2026
26-23,2026-06-09,2026-06-09,"AN ORDINANCE AMENDING THE BUDGET OF WEST VALLEY CITY FOR THE FISCAL YEAR BEGINNING JULY 1, 2025 AND ENDING JUNE 30, 2026 TO REFLECT CHANGES IN THE BUDGET AND AUTHORIZE THE DISBURSEMENT OF FUNDS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3707,2026-07-06,text,pdf-pdftotext,raw/Ord-26-23-ADID3707.pdf,0,,,,none,
26-24,2026-06-09,2026-06-09,AN ORDINANCE AMENDING CHAPTER 5-3 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE CERTAIN PROCUREMENT REQUIREMENTS.,https://www.wvc-ut.gov/Archive.aspx?ADID=3708,2026-07-06,text,pdf-pdftotext,raw/Ord-26-24-ADID3708.pdf,0,,,,none,
26-25,2026-06-09,2026-06-09,AN ORDINANCE AMENDING SECTION 1-2-107 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE CERTAIN PARKS AND RECREATION FEES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3709,2026-07-06,text,pdf-pdftotext,raw/Ord-26-25-ADID3709.pdf,0,,,,none,
26-26,2026-06-23,2026-06-23,AMEND THE GENERAL PLAN TO SHOW A CHANGE OF LAND USE FROM LARGE LOT RESIDENTIAL (2 TO 3 UNITS/ACRE) TO LIGHT MANUFACTURING FOR PROPERTY LOCATED AT 6290 WEST PARKWAY BLVD.,west_valley_city_council/meeting_minutes/minutes/2026/2026-06-22/2026-06-23_council-regular-meeting.md,2026-07-19,na,minutes-derived,,1,,2026-06-23,2,within_source,GPZ-2-2026
26-27,2026-06-23,2026-06-23,"AMEND THE ZONING MAP TO SHOW A CHANGE OF ZONE FROM A (AGRICULTURAL, MINIMUM LOT SIZE 1/2 ACRE) AND A-1 (AGRICULTURAL, MINIMUM LOT SIZE 1 ACRE) TO M (MANUFACTURING) AND C-3 (TRANSITIONAL COMMERCIAL) FOR PROPERTY LOCATED AT 6290 WEST PARKWAY BLVD.",west_valley_city_council/meeting_minutes/minutes/2026/2026-06-22/2026-06-23_council-regular-meeting.md,2026-07-19,na,minutes-derived,,1,,2026-06-23,3,within_source,GPZ-2-2026
26-28,2026-06-23,2026-06-23,"AN ORDINANCE AMENDING SECTIONS 7-1-103, 7-2-128, 7-3-106, 7-5-101, 7-6-201, 7-7-115.5, AND 7-12-105 AND ENACTING SECTION 7-7-107.5 OF THE WEST VALLEY CITY MUNICIPAL CODE TO MAKE UPDATES REQUIRED BY STATE LAW.",https://www.wvc-ut.gov/Archive.aspx?ADID=3731,2026-07-19,text,pdf-pdftotext,raw/Ord-26-28-ADID3731.pdf,1,,2026-06-23,5,high,ZT-1-2026
26-29,2026-06-23,2026-06-23,AN ORDINANCE APPROVING THE VACATION OF CERTAIN PUBLIC UTILITY EASEMENTS.,https://www.wvc-ut.gov/Archive.aspx?ADID=3732,2026-07-19,text,pdf-pdftotext,raw/Ord-26-29-ADID3732.pdf,1,,2026-06-23,6,high,SA-4-2026
26-30,2026-06-23,2026-06-23,"AN ORDINANCE AMENDING SECTIONS 16-1-101, 16-2-101, 16-4-101, 16-6-101, 16-12-101, 16-13-101, 16-14-101, 16-15-101 AND 16-16-101 OF THE WEST VALLEY CITY MUNICIPAL CODE TO ADOPT CERTAIN INTERNATIONAL BUILDING CODES.",https://www.wvc-ut.gov/Archive.aspx?ADID=3733,2026-07-19,text,pdf-pdftotext,raw/Ord-26-30-ADID3733.pdf,0,,,,none,
