ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,n_motion_events,independent_source,minutes_source,linkage_note
2022-13,2022-04-05,2022-04-05,"An ordinance of Ogden City, Utah, amending Section 3-11-6 of the Ogden Municipal Code to extend the sunset provision for the Christmas Village Committee to April 1, 2025; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-04-04/2022-04-05_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2022-04-05,3,within_source,1,,meeting_minutes/minutes/2022/2022-04-04/2022-04-05_city-council-meeting.md,
2022-14,2022-05-17,2022-05-17,"An ordinance of Ogden City, Utah vacating a portion of 1*' Street between Washington Boulevard and Adams Avenue; retaining ownership of the property within the vacated portion of said street; reserving a right-of-way for all utilities that may now exist in said portion of such street; authorizing the Mayor to hold the vacated portion for sale; directing the City Recorder to record this ordinance in the office of the County Recorder; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-05-16/2022-05-17_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,5-0 Pass,2022-05-17,6,within_source,1,,meeting_minutes/minutes/2022/2022-05-16/2022-05-17_city-council-meeting.md,
2022-15,2022-04-19,2022-04-19,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2021 to June 30, 2022 by increasing the anticipated revenues for a gross increase of $367,800 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $367,800 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-04-18/2022-04-19_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2022-04-19,3,within_source,1,,meeting_minutes/minutes/2022/2022-04-18/2022-04-19_city-council-meeting.md,
2022-16,2022-04-19,2022-04-19,"An ordinance of Ogden City, Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Regional Commercial zone (C-3) property heretofore classified as Manufacturing and Industrial zone (M-2) and as Regional Commercial zone (CP-3), generally located on the northeast portion of the property at 149 West 3175 South; to reclassify as Manufacturing and Industrial zone (M-2) property heretofore classified as Regional Commercial zone (CP-3) generally located on the southwestern portion of the property at 149 West 3175 South; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-04-18/2022-04-19_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2022-04-19,7,within_source,1,,meeting_minutes/minutes/2022/2022-04-18/2022-04-19_city-council-meeting.md,
2022-17,2022-04-19,2022-04-19,"An ordinance of Ogden City, Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Community Commercial zone with Conditional Overlay (C-2/CO) property heretofore classified as Single-family Residential zone (R-1-5) and Open Space zone (O-1), property generally located at 1845 Jackson Avenue, and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-04-18/2022-04-19_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2022-04-19,8,within_source,1,,meeting_minutes/minutes/2022/2022-04-18/2022-04-19_city-council-meeting.md,
2022-18,2022-05-17,2022-05-17,"An ordinance of Ogden City, Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as regional commercial zone (C-3) property heretofore classified as single-family residential zone (R-1-6), generally located at the rear of 101 Adams Avenue and 131 Adams Avenue, and a portion of the unopened |",meeting_minutes/minutes/2022/2022-05-16/2022-05-17_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,6-0 Pass,2022-05-17,7,within_source,1,,meeting_minutes/minutes/2022/2022-05-16/2022-05-17_city-council-meeting.md,
2022-19,2022-05-03,2022-05-03,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Subsection 9-1-6.A to amend water rates; amending Subsection 9-1-10.F to restrict allowed watering times; amending Sections 9-8-2, 9-8-3, 9-8-4, and 9-8-7 to revise provisions to the Water Shortage Management Plan; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-05-02/2022-05-03_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2022-05-03,4,within_source,1,,meeting_minutes/minutes/2022/2022-05-02/2022-05-03_city-council-meeting.md,
2022-21,2022-05-17,2022-05-17,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Subsection 15-21-1.F and Section 15-2 1-2 to allow food product manufacturing for human consumption within the BEI Zone; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-05-16/2022-05-17_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,6-0 Pass,2022-05-17,8,within_source,1,,meeting_minutes/minutes/2022/2022-05-16/2022-05-17_city-council-meeting.md,
2022-22,2022-06-07,2022-06-07,"An ordinance of Ogden City, Utah, adopting the proposed tentative budget of Ogden City for Fiscal Year 2022-2023.",meeting_minutes/minutes/2022/2022-06-06/2022-06-07_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,5-0 Pass,2022-06-07,9,within_source,1,,meeting_minutes/minutes/2022/2022-06-06/2022-06-07_city-council-meeting.md,
2022-23,2022-06-21,2022-06-21,"An ordinance of Ogden City, Utah, approving the Capital Improvement Plan (CIP) for Ogden City for the Fiscal Years 2023 to 2027, and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2022-06-21,17,within_source,1,,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,
2022-24,2022-08-02,2022-08-02,"An ordinance of Ogden City, Utah, adopting salary schedules for the employees of the City; and providing that this ordinance will be effective on July 23, 2022.",meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2022-08-02,3,within_source,1,,meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-meeting.md,
2022-25,2022-08-02,2022-08-02,"An ordinance of Ogden City, Utah, adopting salary schedules for the Ogden City Mayor and the Ogden City Council; and providing that this ordinance will be effective on August 2, 2022.",meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-1 Pass,2022-08-02,4,within_source,1,,meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-meeting.md,
2022-27,2022-06-14,2022-06-14,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2021 to June 30, 2022 by increasing the anticipated revenues for a gross increase of $2,082,350 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $2,082,350 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-special-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-0 Pass,2022-06-14,2,within_source,1,,meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-special-meeting.md,
2022-28,2022-06-14,2022-06-14,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2021, to June 30, 2022, by increasing the anticipated revenues for a gross increase of $229,000 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $229,000 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-special-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,5-0 Pass,2022-06-14,4,within_source,1,,meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-special-meeting.md,
2022-29,2022-06-14,2022-06-14,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2021, to June 30, 2022, by increasing the anticipated revenues for a gross increase of $4,000,000 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $4,000,000 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-special-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-0 Pass,2022-06-14,6,within_source,1,,meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-special-meeting.md,
2022-30,2022-06-21,2022-06-21,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2021 to June 30, 2022 by increasing the anticipated revenues for a gross increase of $1,652,925 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $1,652,925 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2022-06-21,5,within_source,1,,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,
2022-31,2022-06-21,2022-06-21,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2021 to June 30, 2022 by increasing the anticipated revenues for a gross increase of $200,000 from sources as detailed in the body of this ordinance; and increasing the appropriations for a grows increase of $200,000 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2022-06-21,10,within_source,1,,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,
2022-32,2022-06-21,2022-06-21,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2021 to June 30, 2022 by increasing the anticipated revenues for a gross increase of $2,500,000 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $2,500,000 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2022-06-21,11,within_source,1,,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,
2022-33,2022-06-21,2022-06-21,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2021 to June 30, 2022 by increasing the anticipated revenues for a gross increase of $3,676,250 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $3,676,250 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage .",meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2022-06-21,12,within_source,1,,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,
