year,election_type,office,district,contest,precinct,candidate,votes,suppressed,note
2021,municipal general,Mayor,,Sandy City Mayor,SAN074,RONALD T. JONES,33,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN074,BROOKE CHRISTENSEN,15,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN074,MARCI HOUSEMAN,14,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN075,"MONICA ""MONICA Z"" ZOLTANSKI",88,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN075,JIM BENNETT,41,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN075,KRIS NICHOLL,63,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN075,MIKE APPLEGARTH,17,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN075,LINDA SAVILLE,25,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN075,RONALD T. JONES,18,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN075,BROOKE CHRISTENSEN,36,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN075,MARCI HOUSEMAN,12,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN076,"MONICA ""MONICA Z"" ZOLTANSKI",33,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN076,JIM BENNETT,19,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN076,KRIS NICHOLL,24,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN076,MIKE APPLEGARTH,14,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN076,LINDA SAVILLE,9,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN076,RONALD T. JONES,15,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN076,BROOKE CHRISTENSEN,21,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN076,MARCI HOUSEMAN,11,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN077,"MONICA ""MONICA Z"" ZOLTANSKI",103,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN077,JIM BENNETT,28,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN077,KRIS NICHOLL,73,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN077,MIKE APPLEGARTH,14,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN077,LINDA SAVILLE,13,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN077,RONALD T. JONES,34,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN077,BROOKE CHRISTENSEN,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN077,MARCI HOUSEMAN,1,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN078,"MONICA ""MONICA Z"" ZOLTANSKI",65,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN078,JIM BENNETT,50,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN078,KRIS NICHOLL,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN078,MIKE APPLEGARTH,23,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN078,LINDA SAVILLE,30,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN078,RONALD T. JONES,33,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN078,BROOKE CHRISTENSEN,15,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN078,MARCI HOUSEMAN,20,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN079,"MONICA ""MONICA Z"" ZOLTANSKI",75,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN079,JIM BENNETT,63,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN079,KRIS NICHOLL,42,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN079,MIKE APPLEGARTH,26,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN079,LINDA SAVILLE,32,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN079,RONALD T. JONES,40,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN079,BROOKE CHRISTENSEN,35,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN079,MARCI HOUSEMAN,26,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN080,"MONICA ""MONICA Z"" ZOLTANSKI",87,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN080,JIM BENNETT,41,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN080,KRIS NICHOLL,18,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN080,MIKE APPLEGARTH,6,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN080,LINDA SAVILLE,3,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN080,RONALD T. JONES,14,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN080,BROOKE CHRISTENSEN,9,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN080,MARCI HOUSEMAN,2,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN081,"MONICA ""MONICA Z"" ZOLTANSKI",79,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN081,JIM BENNETT,80,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN081,KRIS NICHOLL,50,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN081,MIKE APPLEGARTH,32,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN081,LINDA SAVILLE,39,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN081,RONALD T. JONES,35,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN081,BROOKE CHRISTENSEN,39,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN081,MARCI HOUSEMAN,22,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN082,"MONICA ""MONICA Z"" ZOLTANSKI",110,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN082,JIM BENNETT,78,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN082,KRIS NICHOLL,40,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN082,MIKE APPLEGARTH,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN082,LINDA SAVILLE,25,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN082,RONALD T. JONES,28,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN082,BROOKE CHRISTENSEN,74,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN082,MARCI HOUSEMAN,35,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN084,"MONICA ""MONICA Z"" ZOLTANSKI",94,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN084,JIM BENNETT,52,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN084,KRIS NICHOLL,53,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN084,MIKE APPLEGARTH,34,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN084,LINDA SAVILLE,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN084,RONALD T. JONES,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN084,BROOKE CHRISTENSEN,38,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN084,MARCI HOUSEMAN,46,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN086,"MONICA ""MONICA Z"" ZOLTANSKI",86,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN086,JIM BENNETT,75,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN086,KRIS NICHOLL,72,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN086,MIKE APPLEGARTH,40,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN086,LINDA SAVILLE,45,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN086,RONALD T. JONES,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN086,BROOKE CHRISTENSEN,58,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN086,MARCI HOUSEMAN,44,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN087,"MONICA ""MONICA Z"" ZOLTANSKI",89,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN087,JIM BENNETT,67,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN087,KRIS NICHOLL,42,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN087,MIKE APPLEGARTH,26,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN087,LINDA SAVILLE,39,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN087,RONALD T. JONES,34,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN087,BROOKE CHRISTENSEN,32,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN087,MARCI HOUSEMAN,51,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,KRISTEN WRAY,39,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,AARON DEKEYZER,68,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,BROOKE D'SOUSA,54,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,REBECCA COLLEY,21,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,STEVEN CALBERT,32,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,EVAN TOBIN,15,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,KRISTEN WRAY,8,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,AARON DEKEYZER,19,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,BROOKE D'SOUSA,20,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,REBECCA COLLEY,9,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,STEVEN CALBERT,7,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,EVAN TOBIN,7,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,KRISTEN WRAY,6,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,AARON DEKEYZER,24,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,BROOKE D'SOUSA,16,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,REBECCA COLLEY,4,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,STEVEN CALBERT,7,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,EVAN TOBIN,2,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,KRISTEN WRAY,29,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,AARON DEKEYZER,51,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,BROOKE D'SOUSA,60,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,REBECCA COLLEY,20,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,STEVEN CALBERT,19,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,EVAN TOBIN,12,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,KRISTEN WRAY,99,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,AARON DEKEYZER,94,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,BROOKE D'SOUSA,103,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,REBECCA COLLEY,21,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,STEVEN CALBERT,29,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,EVAN TOBIN,25,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,KRISTEN WRAY,15,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,AARON DEKEYZER,11,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,BROOKE D'SOUSA,37,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,REBECCA COLLEY,9,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,STEVEN CALBERT,11,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,EVAN TOBIN,4,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,KRISTEN WRAY,12,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,AARON DEKEYZER,21,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,BROOKE D'SOUSA,31,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,REBECCA COLLEY,4,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,STEVEN CALBERT,5,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,EVAN TOBIN,7,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,KRISTEN WRAY,66,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,AARON DEKEYZER,115,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,BROOKE D'SOUSA,125,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,REBECCA COLLEY,46,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,STEVEN CALBERT,50,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,EVAN TOBIN,17,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,KRISTEN WRAY,6,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,AARON DEKEYZER,35,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,BROOKE D'SOUSA,21,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,REBECCA COLLEY,3,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,STEVEN CALBERT,8,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,EVAN TOBIN,4,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,KRISTEN WRAY,39,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,AARON DEKEYZER,90,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,BROOKE D'SOUSA,118,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,REBECCA COLLEY,30,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,STEVEN CALBERT,24,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,EVAN TOBIN,16,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,KRISTEN WRAY,54,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,AARON DEKEYZER,71,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,BROOKE D'SOUSA,69,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,REBECCA COLLEY,22,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,STEVEN CALBERT,20,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,EVAN TOBIN,15,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,KRISTEN WRAY,14,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,AARON DEKEYZER,73,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,BROOKE D'SOUSA,57,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,REBECCA COLLEY,25,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,STEVEN CALBERT,12,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,EVAN TOBIN,13,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,KRISTEN WRAY,23,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,AARON DEKEYZER,67,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,BROOKE D'SOUSA,74,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,REBECCA COLLEY,24,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,STEVEN CALBERT,13,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,EVAN TOBIN,5,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN015,KRISTEN WRAY,24,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN015,AARON DEKEYZER,69,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN015,BROOKE D'SOUSA,86,False,first-choice (round 1)
