date,candidate,office,seat,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,source,document_id,sha256,filer_type,has_text,has_itemized
2011-01-01,Ross Romero,Mayor,,2010,statement,Amendment to 2011 Summary Report,Ross Romero (Mayor) — Amendment to 2011 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2011YearEnd/RRomero_11_YearEnd_Amend_Mayor_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/RRomero_11_YearEnd_Amend_Mayor_Redacted.pdf,clerk_legacy,,37bd3d82fdbfb457651d7699c735b3c59311e2026ef11f5a1f69a76266c83864,,no,no
2011-01-01,Ross Romero,Mayor,,2010,statement,2011 Summary Report,Ross Romero (Mayor) — 2011 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2011YearEnd/RRomero_11_YearEnd_Mayor_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/RRomero_11_YearEnd_Mayor_Redacted.pdf,clerk_legacy,,b5c1c4a8aa280f1882c09df4b57229f4d24baa179891c8bffc6bd3a6c54a5847,,no,no
2010-01-01,Sim Gill,District Attorney,,2010,statement,2010 Interim Reports / September,Sim Gill (District Attorney) — September,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/Gill_S_10_Sept_DA_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,clerk_legacy,,55a9e3eb59cc9c4af2a363334544d90c5d4d5240af110d3b87f1f1cd479ac39c,,no,no
2011-01-01,Sim Gill,District Attorney,,2010,statement,2010 Interim Reports / 2011 Summary Report,Sim Gill (District Attorney) — 2011 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2011YearEnd/SGill_11_YearEnd_DistAttny_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/SGill_11_YearEnd_DistAttny_Redacted.pdf,clerk_legacy,,61db03fcaa9a835132c6be8fac51a07e95b40f4f0acf51bdb390e1e145b0785e,,no,no
2010-01-01,Sim Gill,District Attorney,,2010,statement,2010 Interim Reports / April,Sim Gill (District Attorney) — April,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/sgill_10_Apr_Interim.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sgill_10_Apr_Interim.pdf,clerk_legacy,,da72fd2f81e4d6addc425f0cde48ea81d8eb8ab24a24da2257be8413f6d7caaf,,no,no
2010-01-01,Sim Gill,District Attorney,,2010,statement,2010 Interim Reports / October,Sim Gill (District Attorney) — October,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/October_2010/sgill_10_OctoberInterim.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sgill_10_OctoberInterim.pdf,clerk_legacy,,cbc471f449e90f3293faea20816314a97e9da619150ff44fa2f7c523009a9047,,no,no
2010-01-01,Sim Gill,District Attorney,,2010,statement,2010 Interim Reports / June,Sim Gill (District Attorney) — June,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/sgill_10_PrimaryInterim.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sgill_10_PrimaryInterim.pdf,clerk_legacy,,540c6add5ad99f267ec29b46516144a7952f1e3ef3c9bb5cefca5a6074f03653,,no,no
2010-01-01,Sim Gill,District Attorney,,2010,statement,2010 Interim Reports / 2010 Summary Report,Sim Gill (District Attorney) — 2010 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2010_Year_end/sgill_10_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sgill_10_YearEnd.pdf,clerk_legacy,,57f73a49a67970748c4869440d719a2e6255be9ee911ea419a877af29bed6589,,no,no
2010-01-01,Steve Harmsen,County Council,District 1,2010,statement,2010 Interim Reports / April,Steve Harmsen (Council #1) — April,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/sharmsen_10_Apr_Interim.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sharmsen_10_Apr_Interim.pdf,clerk_legacy,,bf87953ccb77c2bd7c7b8021c115e57a56a36e687a31235b7bdf53bd3aae575f,,no,no
2010-01-01,Steve Harmsen,County Council,District 1,2010,statement,2010 Interim Reports / Dissolution,Steve Harmsen (Council #1) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2010_Year_end/sharmsen_10_FinalDis_CntyCncl1.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sharmsen_10_FinalDis_CntyCncl1.pdf,clerk_legacy,,50ec2e7b4cb39fe8de5cb2292aea1384b56e5d44ad437cd45164efef0d7554ce,,no,no
2010-01-01,Steve Harmsen,County Council,District 1,2010,statement,2010 Interim Reports / October,Steve Harmsen (Council #1) — October,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/October_2010/sharmsen_10_OctoberInterim_CntyCncl1.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sharmsen_10_OctoberInterim_CntyCncl1.pdf,clerk_legacy,,31eab9449fda1cd3d4f21cff169fa5a17b3cc9b3000dc11782a8d6c5de735216,,no,no
2010-01-01,Steve Harmsen,County Council,District 1,2010,statement,2010 Interim Reports / June,Steve Harmsen (Council #1) — June,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/sharmsen_10_PrimaryInterim_CntyCncl1.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sharmsen_10_PrimaryInterim_CntyCncl1.pdf,clerk_legacy,,663843d8cf32107436a1b5ef01c98eaef6eb5d7ae6bd0fc3f1f38880adf1bf93,,no,no
2010-01-01,Steve Harmsen,County Council,District 1,2010,statement,2010 Interim Reports / September,Steve Harmsen (Council #1) — September,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/sharmsen_10_Sept_Interim_CntyCncl1.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sharmsen_10_Sept_Interim_CntyCncl1.pdf,clerk_legacy,,01918ca0ad966ebd567bf83becb276f42c53603783aaaa0e1772d2e4af7faaf5,,no,no
2011-01-01,Steven L. DeBry,County Council,District 5,2010,statement,2010 Interim Reports / Amendment to 2011 Summary Report,Steven L. DeBry (Council #5) — Amendment to 2011 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2011YearEnd/SDeBry_11_YearEnd_Amend_CntyCncl5_Redacted1.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/SDeBry_11_YearEnd_Amend_CntyCncl5_Redacted1.pdf,clerk_legacy,,b00b775d80203079792047f1aacb16897c8d7f1ab71b0b76be7abceea6d65180,,no,no
2011-01-01,Steven L. DeBry,County Council,District 5,2010,statement,2010 Interim Reports / 2011 Summary Report,Steven L. DeBry (Council #5) — 2011 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2011YearEnd/SDeBry_11_YearEnd_CntyCncl5_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/SDeBry_11_YearEnd_CntyCncl5_Redacted.pdf,clerk_legacy,,408d3544101c01034d662754f037f18f485e329d0033f5a168ff8305a62707e7,,no,no
2010-01-01,Steven L. DeBry,County Council,District 5,2010,statement,2010 Interim Reports / April,Steven L. DeBry (Council #5) — April,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/sdebry_10_Apr_Interim.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sdebry_10_Apr_Interim.pdf,clerk_legacy,,d25ee8cb69633dc004c169a0715f036f44c060f43b1ada0401bd75b57348890c,,no,no
2010-01-01,Steven L. DeBry,County Council,District 5,2010,statement,2010 Interim Reports / October,Steven L. DeBry (Council #5) — October,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/October_2010/sdebry_10_OctoberInterim_CntyCncl5.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sdebry_10_OctoberInterim_CntyCncl5.pdf,clerk_legacy,,ec7f0515ee6b89b147e6503d3c4acfed1b55af78dbad5712ff943887f5c0a7eb,,no,no
2010-01-01,Steven L. DeBry,County Council,District 5,2010,statement,2010 Interim Reports / June,Steven L. DeBry (Council #5) — June,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/sdebry_10_PrimaryInterim_CntyCncl5.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sdebry_10_PrimaryInterim_CntyCncl5.pdf,clerk_legacy,,33b000a5943f5e12d5ae12f5a3ff01f3206f183970e6d60192a7c7861373e591,,no,no
2010-01-01,Steven L. DeBry,County Council,District 5,2010,statement,2010 Interim Reports / September,Steven L. DeBry (Council #5) — September,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/sdebry_10_Sept_Interim.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sdebry_10_Sept_Interim.pdf,clerk_legacy,,0d99ae0c1a18d942b5229ebebce3a5a2e99c0898c4a78b90908d6f61c513497a,,no,no
2010-01-01,Steven L. DeBry,County Council,District 5,2010,statement,2010 Interim Reports / 2010 Summary Report,Steven L. DeBry (Council #5) — 2010 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2010_Year_end/sdebry_10_YearEnd_CntyCncl5.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sdebry_10_YearEnd_CntyCncl5.pdf,clerk_legacy,,a0299e005049c7d520e19f9935ab4168be9f0305391f5d27c9aa584ea393585b,,no,no
2010-01-01,Tyler Andrus,County Council,District 5,2010,statement,2010 Interim Reports / Dissolution,Tyler Andrus (Council #5) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2010_Year_end/tandrus_10_Final_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/tandrus_10_Final_Dissolution.pdf,clerk_legacy,,1c9414ddf0d639c7c3576f31c00660810e628f7495ebd1b8731eb47ea79a63f7,,no,no
2010-01-01,Warren T. Rogers,County Council,At-Large B,2010,statement,2010 Interim Report / October,Warren T. Rogers (Council At-Large B) — October,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/October_2010/Rogers_W_10_General_CntyCncl_AtLrgB_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Rogers_W_10_General_CntyCncl_AtLrgB_Redacted.pdf,clerk_legacy,,4cf14166eab863d04a2c67e0444d0702dc84f1379898c260c179a09894b80c28,,no,no
2010-01-01,Warren T. Rogers,County Council,At-Large B,2010,statement,2010 Interim Report / 2010 Year End Summary,Warren T. Rogers (Council At-Large B) — 2010 Year End Summary,https://slco.org/clerk/financialDisclosurePDF/2010_Year_end/Rogers_W_10_YearEnd_CntyCncl_AtLrgB_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Rogers_W_10_YearEnd_CntyCncl_AtLrgB_Redacted.pdf,clerk_legacy,,99aea63762fca68ca599039495516767eedb643e7e37e89a179a9c64c2462d05,,no,no
2011-01-01,Warren T. Rogers,County Council,At-Large B,2010,statement,2010 Interim Report / 2011 Year End Summary,Warren T. Rogers (Council At-Large B) — 2011 Year End Summary,https://slco.org/clerk/financialDisclosurePDF/2011YearEnd/Rogers_W_11_YearEnd_AtLrgB_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Rogers_W_11_YearEnd_AtLrgB_Redacted.pdf,clerk_legacy,,b493ae53cd429c18ea5bacd03f5bbcba030fd6333bee469e48908eb8c4b4502a,,no,no
2010-01-01,Warren T. Rogers,County Council,At-Large B,2010,statement,Small Budget,Warren T. Rogers (Council At-Large B) — Small Budget,https://slco.org/clerk/financialDisclosurePDF/2010Disclosures/wrogers_10_Small_Budget.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/wrogers_10_Small_Budget.pdf,clerk_legacy,,1db03802872acb47e2bbf743c8e667587eb662b3322d2c10ed1305858eefe67b,,no,no
2012-01-01,Ben McAdams,Mayor,,2012,statement,2012 Interim Reports / Amendment to April,Ben McAdams (Mayor) — Amendment to April,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/McAdams_B_12_April_Interim_Amend_Mayor_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/McAdams_B_12_April_Interim_Amend_Mayor_Redacted.pdf,clerk_legacy,,6fdf24e2c06b5a88fd867998791425f69ea03ec16944b43c3a27540936a27fdb,,no,no
2012-01-01,Ben McAdams,Mayor,,2012,statement,2012 Interim Reports / April,Ben McAdams (Mayor) — April,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/McAdams_B_12_April_Interim_Mayor_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/McAdams_B_12_April_Interim_Mayor_Redacted.pdf,clerk_legacy,,536c6b381959ae91092c5b0e9207bf448a3b468d39667012758b1dcc493c8e2a,,no,no
2012-01-01,Ben McAdams,Mayor,,2012,statement,2012 Interim Reports / Amendment to June,Ben McAdams (Mayor) — Amendment to June,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/June_2012/McAdams_B_12_June_Interim_Amend_Mayor_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/McAdams_B_12_June_Interim_Amend_Mayor_Redacted.pdf,clerk_legacy,,0f80bcb03c22abd07d21423e2916880de87dc194d870989138cdcd6324dc183a,,no,no
2012-01-01,Ben McAdams,Mayor,,2012,statement,2012 Interim Reports / June,Ben McAdams (Mayor) — June,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/June_2012/McAdams_B_12_June_Interim_Mayor_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/McAdams_B_12_June_Interim_Mayor_Redacted.pdf,clerk_legacy,,6904cdb8f5e2465bcade431d4c8db1c314136334d1235498e2c55987a19f77fa,,no,no
2012-01-01,Ben McAdams,Mayor,,2012,statement,2012 Interim Reports / 2012 Summary Report,Ben McAdams (Mayor) — 2012 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/YearEnd_Final/McAdams_B_12_Mayor_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/McAdams_B_12_Mayor_Redacted.pdf,clerk_legacy,,46f5ef6398be906a80d7bfcfb3b2afa7bb6380efd0b66e493c8a6bc3dd8f5649,,no,no
2012-01-01,Ben McAdams,Mayor,,2012,statement,2012 Interim Reports / October,Ben McAdams (Mayor) — October,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/October/McAdams_B_12_Oct_Mayor_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/McAdams_B_12_Oct_Mayor_Redacted.pdf,clerk_legacy,,e2a39773b0ec17eb9044d974442534aacdd7d9e277db1ca347f17bc74885926a,,no,no
2012-01-01,Ben McAdams,Mayor,,2012,statement,2012 Interim Reports / September,Ben McAdams (Mayor) — September,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/August_September/McAdams_B_12_Sept_Interim_CntyMyr_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/McAdams_B_12_Sept_Interim_CntyMyr_Redacted.pdf,clerk_legacy,,4f82b3120bb9e2496948fcf8ca63039668e0ac3bdf95b6e05a2a8dcd279d5bb5,,no,no
2013-01-01,Ben McAdams,Mayor,,2012,statement,2012 Interim Reports / 2013 Summary Report,Ben McAdams (Mayor) — 2013 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2013_Disclosures/McAdams_B_Mayor_2013_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/McAdams_B_Mayor_2013_YearEnd.pdf,clerk_legacy,,a47eb7c1d251a4d7e6d7d95c285b2c70c3bba606ab9ef17f9afb06cb809fb6cf,,no,no
2012-01-01,Brent Goodfellow,County Council,District 2,2012,statement,2012 Interim Reports / April,Brent Goodfellow (Council #2) — April,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/Goodfellow_B_12_April_Interim_CntyCncl2_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Goodfellow_B_12_April_Interim_CntyCncl2_Redacted.pdf,clerk_legacy,,41d34de9310fd16e0d7bd494653a36125f3f7fc0bf3be7ee5c0e558fde6d2dc9,,no,no
2012-01-01,Brent Goodfellow,County Council,District 2,2012,statement,2012 Interim Reports / 2012 Summary Report,Brent Goodfellow (Council #2) — 2012 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/YearEnd_Final/Goodfellow_B_12_Final_Council2_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Goodfellow_B_12_Final_Council2_Redacted.pdf,clerk_legacy,,1b28ab79a4a85efd782118c95ba981f594e975d7ccddd2f969af95da8ea31e67,,no,no
2012-01-01,Brent Goodfellow,County Council,District 2,2012,statement,2012 Interim Reports / Amendment to June,Brent Goodfellow (Council #2) — Amendment to June,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/June_2012/Goodfellow_B_12_June_Interim_Amend_CntyCncl2_Redac.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Goodfellow_B_12_June_Interim_Amend_CntyCncl2_Redac.pdf,clerk_legacy,,29feb38c02682e572fd909dbc4ef661a0e982f7380ecadfa92082dc96323e31a,,no,no
2012-01-01,Brent Goodfellow,County Council,District 2,2012,statement,2012 Interim Reports / Amendment to October,Brent Goodfellow (Council #2) — Amendment to October,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/October/Goodfellow_B_12_Oct_Council2_Amended_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Goodfellow_B_12_Oct_Council2_Amended_Redacted.pdf,clerk_legacy,,0e88120c5202ddefcd08165e60fd07a95dc43c4c966c900be2afea453d4e90da,,no,no
2012-01-01,Brent Goodfellow,County Council,District 2,2012,statement,2012 Interim Reports / October,Brent Goodfellow (Council #2) — October,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/October/Goodfellow_B_12_Oct_Council2_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Goodfellow_B_12_Oct_Council2_Redacted.pdf,clerk_legacy,,5ed761ba5ccd8421dd90bc88db651b9c9989726ccb361f33fe89a21b42fb6a91,,no,no
2012-01-01,Brent Goodfellow,County Council,District 2,2012,statement,2012 Interim Reports / June,Brent Goodfellow (Council #2) — June,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/June_2012/Goodfellow_B_12_Primary_CntyCncl2_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Goodfellow_B_12_Primary_CntyCncl2_Redacted.pdf,clerk_legacy,,056f90c07858f8c7ad6d058e535d91a8dd030a13be606bd7dca4dcc81a664769,,no,no
2012-01-01,Brent Goodfellow,County Council,District 2,2012,statement,2012 Interim Reports / September,Brent Goodfellow (Council #2) — September,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/August_September/Goodfellow_B_12_Sept_Interim_CntyCncl2_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Goodfellow_B_12_Sept_Interim_CntyCncl2_Redacted.pdf,clerk_legacy,,86a869799785f7273af898492d9caf6fece97b86d52bce640ec0db92057ffce4,,no,no
2013-01-01,Brent Goodfellow,County Council,District 2,2012,statement,2012 Interim Reports / 2013 Summary Report,Brent Goodfellow (Council #2) — 2013 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2013_Disclosures/Goodfellow_B_Council2_2013_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Goodfellow_B_Council2_2013_YearEnd.pdf,clerk_legacy,,39a9398d827ff516479691660f7f49f24efdb3b64185cb284f42742fddd5cd6c,,no,no
2013-01-01,Casey Jackson,County Council,District 3,2012,statement,2013 Year End/Dissolution,Casey Jackson (Council #3) — 2013 Year End/Dissolution,https://slco.org/clerk/financialDisclosurePDF/2013_Disclosures/Jackson_C_Council3_2013_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Jackson_C_Council3_2013_Dissolution.pdf,clerk_legacy,,d509bad72ae63eefb5d0bf6689b9016cdfc9e295d26be690b98a14b09b257f8c,,no,no
2012-01-01,Craig Ward,County #4,,2012,statement,2012 Interim Reports / Amendment to April,Craig Ward (County #4) — Amendment to April,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/Ward_C_12_April_Interim_Amend_CntyCncl4_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Ward_C_12_April_Interim_Amend_CntyCncl4_Redacted.pdf,clerk_legacy,,91ca4eed7f510383ba6efa88b197712c16c8237e7d008550fcef61d57c67258d,,no,no
2012-01-01,Craig Ward,County #4,,2012,statement,2012 Interim Reports / April,Craig Ward (County #4) — April,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/Ward_C_12_April_Interim_CntyCncl4_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Ward_C_12_April_Interim_CntyCncl4_Redacted.pdf,clerk_legacy,,72e14d31a0254f7a1250ca98161982569a9fa601c7e94f20e66035c1c908a495,,no,no
2012-01-01,Craig Ward,County #4,,2012,statement,2012 Interim Reports / 2012 Summary Report,Craig Ward (County #4) — 2012 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/YearEnd_Final/Ward_C_12_Final_Council4_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Ward_C_12_Final_Council4_Redacted.pdf,clerk_legacy,,676bfc639bdf2df3cfbe1ee0ea04f5f6d80926377fef882aafa15f85c02c7906,,no,no
2012-01-01,Craig Ward,County #4,,2012,statement,2012 Interim Reports / Dissolution,Craig Ward (County #4) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/YearEnd_Final/Ward_C_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Ward_C_Dissolution.pdf,clerk_legacy,,84ef3c9ee7fb116b0171dfc4e8b74070e4f9cd0f2e63ff9cf6b807f687635c9e,,no,no
2013-01-01,David Wilde,County Council,District 3,2012,statement,2010 Interim Reports / 2013 Summary Report/Dissolution,David Wilde (Council #3) — 2013 Summary Report/Dissolution,https://slco.org/clerk/financialDisclosurePDF/2013_Disclosures/Wilde_D_Council3_2013_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Wilde_D_Council3_2013_YearEnd.pdf,clerk_legacy,,de9e4716d6205dd409e16e98e18d8a2cc6a1852db6666d95cf57674dd1411dd7,,no,no
2012-01-01,Deborah Henry,County Council,District 4,2012,statement,2012 Interim Reports / April,Deborah Henry (Council #4) — April,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/Henry_D_12_April_Interim_CntyCncl4_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Henry_D_12_April_Interim_CntyCncl4_Redacted.pdf,clerk_legacy,,ab655d4f1535148e8a89a376a38641ee9e06bd55d109ad52a3e4da3afbecc0e6,,no,no
