date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2025-08-13,2025,"2025, Bluffdale City Council Meeting Agenda 08-13-2025",Council,1,"Council Member Aston moved to APPROVE the City Council Meeting Minutes and Meeting Agenda, as presented. Council Member Lord seconded the motion",Procedural/Administrative,The motion passed with the unanimous consent of the Council,Aston,,,,minutes/2025/2025-08-11/council_2025-08-13_1664.md
2025-08-13,2025,"2025, Bluffdale City Council Meeting Agenda 08-13-2025",Council,2,"Council Member Wilding moved to APPROVE the Consent Agenda, as presented. Council Member Aston seconded the motion",Procedural/Administrative,The motion passed with the unanimous consent of the Council,Wilding,,,,minutes/2025/2025-08-11/council_2025-08-13_1664.md
2025-08-13,2025,"2025, Bluffdale City Council Meeting Agenda 08-13-2025",Council,3,"Council Member Aston moved to APPROVE Resolution 2025-74 —Approving the relocation of a Building (Single-Family Dwelling) from 2523 West Spencer Crest Drive to 14424 South 2200 West pursuant to City Code 11.280. Council Member Wilding seconded the 6 BLUFFDALE CITY COUNCIL AND REDEVELOPMENT AGENCY BOARD MEETING MINUTES Wednesday, August 13, 2025 motion. Vote on the Motion: Council Member Aston-Yes, Council Member Wilding-Yes, Council Member Crockett-Yes, Council Member Lord-Yes",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,Aston,,,,minutes/2025/2025-08-11/council_2025-08-13_1664.md
2025-08-13,2025,"2025, Bluffdale City Council Meeting Agenda 08-13-2025",Council,4,"Council Member Aston moved to APPROVE Ordinance 2025-19 — Amending Section 3.60 of the Bluffdale City Code Alcoholic Beverage License Provisions to Create a Definition for and allow for Licensing of On-Premise Beer Recreational Facilities as allowed by State Code. Council Member Lord seconded the motion. Vote on the Motion: Council Member Wilding-Yes, Council Member Crockett-Yes, Council Member Lord-Yes, Council Member Aston-Yes",Ordinance,The motion passed with the unanimous consent of the Council,Aston,,,,minutes/2025/2025-08-11/council_2025-08-13_1664.md
2025-08-13,2025,"2025, Bluffdale City Council Meeting Agenda 08-13-2025",Council,5,"Council Member Lord moved to APPROVE Resolution 2025-72 — Approving Local Consent for Sandbar South, LLC for an On-Premise Beer Retailer (Beer Recreation) Alcohol License at 920 West 14600 South, Suite 300. Council Member Aston seconded the motion. Vote on the Motion: Council Member Crockett-Yes, Council Member Lord-Yes, Council Member 8 BLUFFDALE CITY COUNCIL AND REDEVELOPMENT AGENCY BOARD MEETING MINUTES Wednesday, August 13, 2025 Aston-Yes, Council Member Wilding-Yes",Land-Use/Zoning,The motion passed with the unanimous consent of the Council,Lord,,,,minutes/2025/2025-08-11/council_2025-08-13_1664.md
2025-08-26,2025,"2025, Bluffdale City Council Board of Canvassers Meeting Agenda 08-26-2025",Council,1,"Council Member Austin moved to APPROVE Resolution 2025-75, certifying the Canvass of the Official Election Results for the 2025 City of Bluffdale Municipal Primary Election. Council Member Wilding seconded the motion",Appointment,The motion passed with the unanimous consent of the Council,Austin,,Wendy Aston,Aye,minutes/2025/2025-08-25/council_2025-08-26_1675.md
2025-08-26,2025,"2025, Bluffdale City Council Board of Canvassers Meeting Agenda 08-26-2025",Council,1,"Council Member Austin moved to APPROVE Resolution 2025-75, certifying the Canvass of the Official Election Results for the 2025 City of Bluffdale Municipal Primary Election. Council Member Wilding seconded the motion",Appointment,The motion passed with the unanimous consent of the Council,Austin,,Steve Austin,Aye,minutes/2025/2025-08-25/council_2025-08-26_1675.md
2025-08-26,2025,"2025, Bluffdale City Council Board of Canvassers Meeting Agenda 08-26-2025",Council,1,"Council Member Austin moved to APPROVE Resolution 2025-75, certifying the Canvass of the Official Election Results for the 2025 City of Bluffdale Municipal Primary Election. Council Member Wilding seconded the motion",Appointment,The motion passed with the unanimous consent of the Council,Austin,,Traci Crockett,Aye,minutes/2025/2025-08-25/council_2025-08-26_1675.md
2025-08-26,2025,"2025, Bluffdale City Council Board of Canvassers Meeting Agenda 08-26-2025",Council,1,"Council Member Austin moved to APPROVE Resolution 2025-75, certifying the Canvass of the Official Election Results for the 2025 City of Bluffdale Municipal Primary Election. Council Member Wilding seconded the motion",Appointment,The motion passed with the unanimous consent of the Council,Austin,,Greg Wilding,Aye,minutes/2025/2025-08-25/council_2025-08-26_1675.md
2025-08-26,2025,"2025, Bluffdale City Council Board of Canvassers Meeting Agenda 08-26-2025",Council,2,Council Member Aston moved to ADJOURN. Council Member Wilding seconded the motion,Procedural/Administrative,The motion passed with the unanimous consent of the Council,Aston,,,,minutes/2025/2025-08-25/council_2025-08-26_1675.md
2025-09-10,2025,"2025, Bluffdale City Council & RDA Meeting Agenda 09-10-2025",Council,1,"Council Member Aston moved to APPROVE the City Council Meeting Minutes, Board of Canvassers Meeting Minutes, and Meeting Agenda, as presented. Council Member Wilding seconded the motion",Procedural/Administrative,The motion passed with the unanimous consent of the Council,Aston,,,,minutes/2025/2025-09-08/council_2025-09-10_1685.md
