EventItemId,EventItemEventId,EventBodyId,EventItemAgendaSequence,EventItemMinutesSequence,EventItemAgendaNumber,EventItemTitle,EventItemMatterId,EventItemMatterFile,EventItemMatterType,EventItemMatterStatus,EventItemActionName,EventItemMover,EventItemSeconder,EventItemPassedFlag,EventItemPassedFlagName,EventItemRollCallFlag,EventItemConsent
28140,1433,138,,17,3.,"KLM Endeavors - Heavy Commercial Use in RD Zone
Amend Title 21, Chapter 8  - Land Uses in the Commercial, Office, Industrial, Office, Industrial, Mixed Use, Transit Corridor, and Research and Development District of the Sandy Municipal Code",4054,CODE-07-20-5879_CC,Planning Item,Agenda Ready,adopted,Cyndi Sharkey,Kris Nicholl,1,Pass,0,0
28141,1433,138,,20,5.,Discussion and direction on Council legal services contract.,4053,20-296,Resolution,Agenda Ready,continued,Kris Nicholl,Cyndi Sharkey,1,Pass,0,0
28142,1433,138,,2,,Roll Call,,,,,,,,,,1,0
28143,1433,138,,3,,,,,,,,,,,,0,0
28144,1434,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
28145,1434,138,2,,,"The September 8, 2020 Sandy City Council Meeting will be conducted via Zoom Webinar. Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail the Council Office Executive Director, at mapplegarth@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_mzdEiDZLS126DnsTl6KgMg

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 253 215 8782 or +1 346 248 7799 or +1 669 900 6833 or +1 301 715 8592 or +1 312 626 6799 or +1 929 436 2866

Webinar ID: 859 6629 4527
Passcode: 959628",,,,,,,,,,0,0
28147,1434,138,3,1,5:15,Council Meeting,,,,,,,,,,0,0
28149,1434,138,4,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
28150,1434,138,5,5,,Non-voting Items,,,,,,,,,,0,0
28151,1434,138,6,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
28152,1434,138,7,7,,Council Member Business,,,,,,,,,,0,0
28153,1434,138,8,8,,Mayor's Report,,,,,,,,,,0,0
28154,1434,138,9,9,,CAO Report,,,,,,,,,,0,0
28157,1434,138,21,24,,Citizen Comments,,,,,,,,,,0,0
28158,1434,138,10,10,,Information Items,,,,,,,,,,0,0
28159,1434,138,13,13,,Voting Items,,,,,,,,,,0,0
28160,1434,138,14,15,,Consent Calendar,,,,,,,,,,0,0
28161,1434,138,15,16,3.,"Approval of the August 25, 2020 Minutes",4057,20-300,Minutes,Consent Agenda,approved,,,1,Pass,0,1
28162,1434,138,16,17,4.,"Approval of the September 1, 2020 City Council Minutes",4058,20-301,Minutes,Consent Agenda,approved,,,1,Pass,0,1
28163,1434,138,17,18,,Council Items,,,,,,,,,,0,0
28166,1434,138,20,23,6:00,Time Certain Items and Public Hearings,,,,,,,,,,0,0
28170,1434,138,19,21,6.,Meeting of the Redevelopment Agency of Sandy City.,4048,20-291,Resolution,Agenda Ready,,,,,,0,0
28171,1434,138,11,11,1.,Public Works Department providing the Council with a presentation on Dimple Dell Road,4056,20-299,Informational Report,Agenda Ready,,,,,,0,0
28172,1434,138,12,12,2.,Budget Discussion Week 1,4059,20-302,Informational Report,Agenda Ready,,,,,,0,0
28173,1434,138,18,19,5.,Discussion and direction on Council legal services contract.,4060,20-303,Resolution,Agenda Ready,adopted,,,1,Pass,0,0
28174,1434,138,22,25,,Adjournment,,,,,,,,,,0,0
28233,1434,138,,20,5.,Discussion and direction on Council legal services contract.,4060,20-303,Resolution,Agenda Ready,,,,,,0,0
28234,1434,138,,22,6.,Meeting of the Redevelopment Agency of Sandy City.,4048,20-291,Resolution,Agenda Ready,adopted,,,1,Pass,0,0
28237,1434,138,,14,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,,,1,Pass,0,1
28239,1434,138,,2,,Roll Call,,,,,,,,,,0,0
28240,1434,138,,3,,,,,,,,,,,,0,0
28286,1435,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
28287,1435,138,2,,,"The September 15, 2020 Sandy City Council Meeting will be conducted via Zoom Webinar. Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail the Council Office Executive Director, at mapplegarth@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_QQcwwnEiRDiNUK0NBjdjEQ

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 346 248 7799 or +1 669 900 6833 or +1 253 215 8782 or +1 312 626 6799 or +1 929 436 2866 or +1 301 715 8592

Webinar ID: 883 9620 5339
Passcode: 663873",,,,,,,,,,0,0
28289,1435,138,3,1,5:15,Council Meeting,,,,,,,,,,0,0
28291,1435,138,4,,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
28292,1435,138,5,5,,Non-voting Items,,,,,,,,,,0,0
28293,1435,138,6,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
28294,1435,138,7,7,,Council Member Business,,,,,,,,,,0,0
28295,1435,138,8,8,,Mayor's Report,,,,,,,,,,0,0
28296,1435,138,9,9,,CAO Report,,,,,,,,,,0,0
28299,1435,138,19,20,,Citizen Comments,,,,,,,,,,0,0
28300,1435,138,10,10,,Information Items,,,,,,,,,,0,0
28301,1435,138,13,13,,Voting Items,,,,,,,,,,0,0
28302,1435,138,14,15,,Consent Calendar,,,,,,,,,,0,0
28303,1435,138,15,16,3.,"Approval of the September 8, 2020 Minutes",4077,20-321,Minutes,Consent Agenda,approved,,,1,Pass,0,1
28304,1435,138,16,17,,Council Items,,,,,,,,,,0,0
28305,1435,138,18,19,6:00,Time Certain Items and Public Hearings,,,,,,,,,,0,0
28308,1435,138,20,21,,Time Certain Items,,,,,,,,,,0,0
28309,1435,138,11,11,1.,Council Member Houseman requesting that the Council discuss priority based budgeting,4066,20-309,Informational Report,Agenda Ready,,,,,,0,0
28310,1435,138,17,18,4.,"Possible Closed Session to discuss the purchase, exchange or lease of real property.",4071,20-314,Informational Report,Agenda Ready,adopted,,,1,Pass,0,0
28311,1435,138,21,22,5.,Sandy City Storm Water Program and Storm Water Regulations,4074,20-318,Informational Report,Agenda Ready,,,,,,0,0
28312,1435,138,12,12,2.,City Attorney's Office providing a briefing on development agreements.,4076,20-320,Informational Report,Agenda Ready,,,,,,0,0
28313,1435,138,22,,,Adjournment,,,,,,,,,,0,0
28373,1435,138,,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
28374,1435,138,,23,,Adjournment,,,,,,,,,,0,0
28375,1435,138,,14,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,,,1,Pass,0,1
28377,1435,138,,2,,Roll Call,,,,,,,,,,1,0
28378,1435,138,,3,,,,,,,,,,,,0,0
28341,1436,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
28342,1436,138,2,,,"The September 22, 2020 Sandy City Council Meeting will be conducted via Zoom Webinar. Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail the Council Office Executive Director, at mapplegarth@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_VATB0txyS3WIvwiHcCIjqw

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 346 248 7799 or +1 669 900 6833 or +1 253 215 8782 or +1 312 626 6799 or +1 929 436 2866 or +1 301 715 8592

Webinar ID: 863 9596 4129
Passcode: 608393",,,,,,,,,,0,0
28344,1436,138,3,1,5:15,Council Meeting,,,,,,,,,,0,0
28346,1436,138,4,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
28347,1436,138,5,5,,Non-voting Items,,,,,,,,,,0,0
28348,1436,138,6,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
28349,1436,138,7,7,,Council Member Business,,,,,,,,,,0,0
28350,1436,138,8,8,,Mayor's Report,,,,,,,,,,0,0
28351,1436,138,9,9,,CAO Report,,,,,,,,,,0,0
28354,1436,138,20,21,,Citizen Comments,,,,,,,,,,0,0
28355,1436,138,10,10,,Information Items,,,,,,,,,,0,0
28356,1436,138,13,13,,Voting Items,,,,,,,,,,0,0
28357,1436,138,14,15,,Consent Calendar,,,,,,,,,,0,0
28358,1436,138,15,16,3.,"The Community Development Department is recommending the City Council adopt Resolution #20-37c indicating the intent to annex an unincorporated area located at approximately 2411-2533 E. Robidoux Road and 8252-8337 S. Escalante Drive, setting a public hearing to consider such annexation, and directing publication of a hearing notice.",4079,ANEX-09-20-5912,Planning Item,Consent Agenda,approved,Brooke Christensen,Marci Houseman,1,Pass,0,1
28359,1436,138,16,17,4.,"The Community Development Department is recommending the City Council adopt Resolution #20-38c indicating the intent to annex an unincorporated area located at approximately 8360-8391 Sublette Circle, 2311-2356 Sublette Place, 8432-8504 Treasure Mountain Drive and 2330-2343 E. Germania Circle, setting a public hearing to consider such annexation, and directing publication of a hearing notice.",4080,ANEX-09-20-5913,Planning Item,Consent Agenda,approved,Brooke Christensen,Marci Houseman,1,Pass,0,1
28360,1436,138,17,18,,Council Items,,,,,,,,,,0,0
28361,1436,138,24,25,8.,2020 Justice Assistance Grant (JAG) Public Hearing,4084,20-328,Resolution,Agenda Ready,,,,,,0,0
28362,1436,138,19,20,6:00,Time Certain Items and Public Hearings,,,,,,,,,,0,0
28364,1436,138,21,22,,Public Hearing(s),,,,,,,,,,0,0
28366,1436,138,18,19,5.,"Community Development Department presenting a rezone application (File #ZONE-07-20-5877, Copper Creek Rezone) on behalf of Utah Development Group, requesting that 1.02 acres located at 1368 E. Copper Creek Road be rezoned from the CN and R-1-8 Zone to the RM(12) Zone.",4070,ZONE-07-20-5877(CC),Ordinance,Agenda Ready,adopted,Alison Stroud,Brooke Christensen,1,Pass,0,0
28367,1436,138,22,23,6.,"Escalante/Barcelona Annexation (R-1-10 Zone)
8340-8511 South Escalante Drive and 2412-2566 East Barcelona Drive
[Community #18]",4064,ANEX-08-20-5890(CC),Planning Item,Agenda Ready,adopted,Cyndi Sharkey,Kris Nicholl,1,Pass,0,0
28368,1436,138,23,24,7.,"Rossett Green Lane Annexation (R-1-40 and R-1-15 Zones)
2072, 2100 and 2140 East Creek Road and 8215-8265 South Rossett Green Lane
[Community #18]",4065,ANEX-08-20-5891(CC),Planning Item,Agenda Ready,adopted,Cyndi Sharkey,Kris Nicholl,1,Pass,0,0
28369,1436,138,12,12,2.,Budget Discussion Week 2 and Monthly Sales Tax Update,4082,20-326,Informational Report,Agenda Ready,,,,,,0,0
28370,1436,138,11,11,1.,Council Member Stroud introducing the new Superintendent of Canyons School District,4083,20-327,Informational Report,Agenda Ready,,,,,,0,0
28372,1436,138,25,26,,Adjournment,,,,,,,,,,0,0
28442,1436,138,,14,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,Brooke Christensen,Marci Houseman,1,Pass,0,1
28443,1436,138,,2,,Roll Call,,,,,,,,,,1,0
28444,1436,138,,3,,,,,,,,,,,,0,0
28379,1496,138,1,1,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
28380,1496,138,2,2,,"The Sandy City Council has adopted Rules of Procedure which are available at the rear of the Council Chambers and online at: https://sandy.utah.gov/government/city-council/procedure-guidelines. Public comment will be taken on all voting items. Each speaker is allowed three minutes per voting item. The Citizen Comment sections of the meeting are for issues not listed on the agenda. Each speaker is allowed three minutes to address the Council during Citizen Comments. If a citizen is unable to attend a meeting in person, he or she may provide written comments to the City Council Executive Director by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

In compliance with the Americans with Disabilities Act, reasonable accommodations for individuals with disabilities will be provided upon request. For assistance, please call (801) 568-7141.",,,,,,,,,,0,0
28382,1496,138,3,3,5:15,Council Meeting,,,,,,,,,,0,0
28384,1496,138,4,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
28385,1496,138,5,5,,Non-voting Items,,,,,,,,,,0,0
28386,1496,138,6,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
28387,1496,138,7,7,,Council Member Business,,,,,,,,,,0,0
28388,1496,138,8,8,,Mayor's Report,,,,,,,,,,0,0
28389,1496,138,9,9,,CAO Report,,,,,,,,,,0,0
28392,1496,138,16,16,,Citizen Comments,,,,,,,,,,0,0
28393,1496,138,10,10,,Information Items,,,,,,,,,,0,0
28394,1496,138,12,12,,Voting Items,,,,,,,,,,0,0
28395,1496,138,13,13,,Council Items,,,,,,,,,,0,0
28398,1496,138,15,15,6:00,Time Certain Items and Public Hearings,,,,,,,,,,0,0
28400,1496,138,17,17,,Public Hearing(s),,,,,,,,,,0,0
28402,1496,138,11,11,1.,This is a test item explaining how to participate in eComment,4086,20-330,Informational Report,Agenda Ready,,,,,,0,0
28403,1496,138,14,14,2.,Public Works Department recommending that the City Council adopt an inter local agreement with Salt Lake County.,4087,20-331,Resolution,Agenda Ready,,,,,,0,0
28404,1496,138,18,18,3.,Public hearing to consider an amendment to the Sandy City FY 2021 budget,4088,20-332,Resolution,Agenda Ready,,,,,,0,0
28405,1496,138,19,19,,Adjournment,,,,,,,,,,0,0
28445,1438,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
28446,1438,138,4,,,"Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail the Council Office Executive Director, at mapplegarth@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.",,,,,,,,,,0,0
28448,1438,138,7,1,5:15,Council Meeting,,,,,,,,,,0,0
28450,1438,138,8,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
28451,1438,138,9,5,,Non-voting Items,,,,,,,,,,0,0
28452,1438,138,10,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
28453,1438,138,11,7,,Council Member Business,,,,,,,,,,0,0
28454,1438,138,12,8,,Mayor's Report,,,,,,,,,,0,0
28455,1438,138,13,9,,CAO Report,,,,,,,,,,0,0
28458,1438,138,24,21,,Citizen Comments,,,,,,,,,,0,0
28459,1438,138,14,10,,Information Items,,,,,,,,,,0,0
28460,1438,138,19,15,,Voting Items,,,,,,,,,,0,0
28461,1438,138,20,,,Consent Calendar,,,,,,,,,,0,0
28462,1438,138,21,18,5.,"Approval of the September 15, 2020 Minutes",4095,20-339,Minutes,Consent Agenda,approved,Brooke Christensen,Kris Nicholl,1,Pass,0,1
28463,1438,138,22,19,6.,"Approval of the September 22, 2020 Minutes",4100,20-344,Minutes,Consent Agenda,approved,Brooke Christensen,Kris Nicholl,1,Pass,0,1
28465,1438,138,23,20,6:00,Time Certain Items and Public Hearings,,,,,,,,,,0,0
28469,1438,138,16,12,2.,City Council receiving a presentation and update on the Point of the Mountain,4096,22,Informational Report,Agenda Ready,,,,,,0,0
28470,1438,138,15,11,1.,Council Member Zoltanski requesting that the Council receive a presentation on a recent Eagle Scout Project,4097,20-341,Informational Report,Agenda Ready,,,,,,0,0
28471,1438,138,17,13,3.,Administration recommending the Council receive a presentation from Rocky Mountain Power (RMP) on the Wattsmart Communities Program.,4099,20-343,Informational Report,Agenda Ready,,,,,,0,0
28472,1438,138,18,14,4.,Budget Discussion Week 3,4101,20-345,Informational Report,Agenda Ready,,,,,,0,0
28473,1438,138,25,22,,Adjournment,,,,,,,,,,0,0
28475,1438,138,5,,,Citizen's may also use eComment to send their comment directly to the City Council Members. eComment will close one hour prior to the beginning of the meeting.,,,,,,,,,,0,0
28476,1438,138,6,,,"Submit an eComment:
https://sandyutah.granicusideas.com/meetings/315-city-council-on-2020-10-06-5-15-pm/agenda_items",,,,,,,,,,0,0
28477,1438,138,3,,,"Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_xeYSVJvNQHu49Sl2Pa7sjQ

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 253 215 8782 or +1 346 248 7799 or +1 669 900 6833 or +1 301 715 8592 or +1 312 626 6799 or +1 929 436 2866

Webinar ID: 842 9908 1796
Passcode: 940288",,,,,,,,,,0,0
