year,election_type,office,contest,precinct_code,precinct_name,candidate,votes
2021,municipal primary,Council,St George City Council,0039,SG14,TORI BUSH,9
2021,municipal primary,Council,St George City Council,0039,SG14,VARDELL H CURTIS,70
2021,municipal primary,Council,St George City Council,0040,SG15,BRYAN S SMETHURST,48
2021,municipal primary,Council,St George City Council,0040,SG15,CAROLYN MCDONALD,43
2021,municipal primary,Council,St George City Council,0040,SG15,GREG ALDRED,60
2021,municipal primary,Council,St George City Council,0040,SG15,KATHERYNE NOVICK,18
2021,municipal primary,Council,St George City Council,0040,SG15,KENT L. WINDER,40
2021,municipal primary,Council,St George City Council,0040,SG15,M. RICK ERICKSON,57
2021,municipal primary,Council,St George City Council,0040,SG15,MICHELLE TANNER,82
2021,municipal primary,Council,St George City Council,0040,SG15,NATALIE LARSEN,51
2021,municipal primary,Council,St George City Council,0040,SG15,RONALD WOODBURY,34
2021,municipal primary,Council,St George City Council,0040,SG15,TORI BUSH,15
2021,municipal primary,Council,St George City Council,0040,SG15,VARDELL H CURTIS,59
2021,municipal primary,Council,St George City Council,0041,SG16,BRYAN S SMETHURST,44
2021,municipal primary,Council,St George City Council,0041,SG16,CAROLYN MCDONALD,25
2021,municipal primary,Council,St George City Council,0041,SG16,GREG ALDRED,47
2021,municipal primary,Council,St George City Council,0041,SG16,KATHERYNE NOVICK,16
2021,municipal primary,Council,St George City Council,0041,SG16,KENT L. WINDER,40
2021,municipal primary,Council,St George City Council,0041,SG16,M. RICK ERICKSON,62
2021,municipal primary,Council,St George City Council,0041,SG16,MICHELLE TANNER,61
2021,municipal primary,Council,St George City Council,0041,SG16,NATALIE LARSEN,39
2021,municipal primary,Council,St George City Council,0041,SG16,RONALD WOODBURY,38
2021,municipal primary,Council,St George City Council,0041,SG16,TORI BUSH,7
2021,municipal primary,Council,St George City Council,0041,SG16,VARDELL H CURTIS,55
2021,municipal primary,Council,St George City Council,0042,SG17,BRYAN S SMETHURST,63
2021,municipal primary,Council,St George City Council,0042,SG17,CAROLYN MCDONALD,83
2021,municipal primary,Council,St George City Council,0042,SG17,GREG ALDRED,105
2021,municipal primary,Council,St George City Council,0042,SG17,KATHERYNE NOVICK,23
2021,municipal primary,Council,St George City Council,0042,SG17,KENT L. WINDER,98
2021,municipal primary,Council,St George City Council,0042,SG17,M. RICK ERICKSON,94
2021,municipal primary,Council,St George City Council,0042,SG17,MICHELLE TANNER,116
2021,municipal primary,Council,St George City Council,0042,SG17,NATALIE LARSEN,87
2021,municipal primary,Council,St George City Council,0042,SG17,RONALD WOODBURY,78
2021,municipal primary,Council,St George City Council,0042,SG17,TORI BUSH,19
2021,municipal primary,Council,St George City Council,0042,SG17,VARDELL H CURTIS,147
2021,municipal primary,Council,St George City Council,0043,SG18,BRYAN S SMETHURST,68
2021,municipal primary,Council,St George City Council,0043,SG18,CAROLYN MCDONALD,56
2021,municipal primary,Council,St George City Council,0043,SG18,GREG ALDRED,60
2021,municipal primary,Council,St George City Council,0043,SG18,KATHERYNE NOVICK,24
2021,municipal primary,Council,St George City Council,0043,SG18,KENT L. WINDER,29
2021,municipal primary,Council,St George City Council,0043,SG18,M. RICK ERICKSON,63
2021,municipal primary,Council,St George City Council,0043,SG18,MICHELLE TANNER,63
2021,municipal primary,Council,St George City Council,0043,SG18,NATALIE LARSEN,56
2021,municipal primary,Council,St George City Council,0043,SG18,RONALD WOODBURY,40
2021,municipal primary,Council,St George City Council,0043,SG18,TORI BUSH,11
2021,municipal primary,Council,St George City Council,0043,SG18,VARDELL H CURTIS,72
2021,municipal primary,Council,St George City Council,0044,SG19,BRYAN S SMETHURST,29
2021,municipal primary,Council,St George City Council,0044,SG19,CAROLYN MCDONALD,70
2021,municipal primary,Council,St George City Council,0044,SG19,GREG ALDRED,77
2021,municipal primary,Council,St George City Council,0044,SG19,KATHERYNE NOVICK,13
2021,municipal primary,Council,St George City Council,0044,SG19,KENT L. WINDER,41
2021,municipal primary,Council,St George City Council,0044,SG19,M. RICK ERICKSON,55
2021,municipal primary,Council,St George City Council,0044,SG19,MICHELLE TANNER,92
2021,municipal primary,Council,St George City Council,0044,SG19,NATALIE LARSEN,52
2021,municipal primary,Council,St George City Council,0044,SG19,RONALD WOODBURY,38
2021,municipal primary,Council,St George City Council,0044,SG19,TORI BUSH,14
2021,municipal primary,Council,St George City Council,0044,SG19,VARDELL H CURTIS,76
2021,municipal primary,Council,St George City Council,0045,SG20,BRYAN S SMETHURST,45
2021,municipal primary,Council,St George City Council,0045,SG20,CAROLYN MCDONALD,66
2021,municipal primary,Council,St George City Council,0045,SG20,GREG ALDRED,70
2021,municipal primary,Council,St George City Council,0045,SG20,KATHERYNE NOVICK,22
2021,municipal primary,Council,St George City Council,0045,SG20,KENT L. WINDER,53
2021,municipal primary,Council,St George City Council,0045,SG20,M. RICK ERICKSON,65
2021,municipal primary,Council,St George City Council,0045,SG20,MICHELLE TANNER,78
2021,municipal primary,Council,St George City Council,0045,SG20,NATALIE LARSEN,73
2021,municipal primary,Council,St George City Council,0045,SG20,RONALD WOODBURY,36
2021,municipal primary,Council,St George City Council,0045,SG20,TORI BUSH,10
2021,municipal primary,Council,St George City Council,0045,SG20,VARDELL H CURTIS,58
2021,municipal primary,Council,St George City Council,0046,SG21,BRYAN S SMETHURST,48
2021,municipal primary,Council,St George City Council,0046,SG21,CAROLYN MCDONALD,144
2021,municipal primary,Council,St George City Council,0046,SG21,GREG ALDRED,84
2021,municipal primary,Council,St George City Council,0046,SG21,KATHERYNE NOVICK,23
2021,municipal primary,Council,St George City Council,0046,SG21,KENT L. WINDER,80
2021,municipal primary,Council,St George City Council,0046,SG21,M. RICK ERICKSON,103
2021,municipal primary,Council,St George City Council,0046,SG21,MICHELLE TANNER,110
2021,municipal primary,Council,St George City Council,0046,SG21,NATALIE LARSEN,67
2021,municipal primary,Council,St George City Council,0046,SG21,RONALD WOODBURY,72
2021,municipal primary,Council,St George City Council,0046,SG21,TORI BUSH,18
2021,municipal primary,Council,St George City Council,0046,SG21,VARDELL H CURTIS,115
2021,municipal primary,Council,St George City Council,0047,SG22,BRYAN S SMETHURST,44
2021,municipal primary,Council,St George City Council,0047,SG22,CAROLYN MCDONALD,35
2021,municipal primary,Council,St George City Council,0047,SG22,GREG ALDRED,82
2021,municipal primary,Council,St George City Council,0047,SG22,KATHERYNE NOVICK,14
2021,municipal primary,Council,St George City Council,0047,SG22,KENT L. WINDER,42
2021,municipal primary,Council,St George City Council,0047,SG22,M. RICK ERICKSON,48
2021,municipal primary,Council,St George City Council,0047,SG22,MICHELLE TANNER,89
2021,municipal primary,Council,St George City Council,0047,SG22,NATALIE LARSEN,54
2021,municipal primary,Council,St George City Council,0047,SG22,RONALD WOODBURY,37
2021,municipal primary,Council,St George City Council,0047,SG22,TORI BUSH,16
2021,municipal primary,Council,St George City Council,0047,SG22,VARDELL H CURTIS,67
2021,municipal primary,Council,St George City Council,0048,SG23,BRYAN S SMETHURST,71
2021,municipal primary,Council,St George City Council,0048,SG23,CAROLYN MCDONALD,56
2021,municipal primary,Council,St George City Council,0048,SG23,GREG ALDRED,85
2021,municipal primary,Council,St George City Council,0048,SG23,KATHERYNE NOVICK,19
2021,municipal primary,Council,St George City Council,0048,SG23,KENT L. WINDER,55
2021,municipal primary,Council,St George City Council,0048,SG23,M. RICK ERICKSON,75
2021,municipal primary,Council,St George City Council,0048,SG23,MICHELLE TANNER,101
2021,municipal primary,Council,St George City Council,0048,SG23,NATALIE LARSEN,45
2021,municipal primary,Council,St George City Council,0048,SG23,RONALD WOODBURY,53
2021,municipal primary,Council,St George City Council,0048,SG23,TORI BUSH,13
2021,municipal primary,Council,St George City Council,0048,SG23,VARDELL H CURTIS,99
2021,municipal primary,Council,St George City Council,0049,SG24,BRYAN S SMETHURST,26
2021,municipal primary,Council,St George City Council,0049,SG24,CAROLYN MCDONALD,30
2021,municipal primary,Council,St George City Council,0049,SG24,GREG ALDRED,59
2021,municipal primary,Council,St George City Council,0049,SG24,KATHERYNE NOVICK,19
2021,municipal primary,Council,St George City Council,0049,SG24,KENT L. WINDER,17
2021,municipal primary,Council,St George City Council,0049,SG24,M. RICK ERICKSON,43
2021,municipal primary,Council,St George City Council,0049,SG24,MICHELLE TANNER,76
2021,municipal primary,Council,St George City Council,0049,SG24,NATALIE LARSEN,40
2021,municipal primary,Council,St George City Council,0049,SG24,RONALD WOODBURY,22
2021,municipal primary,Council,St George City Council,0049,SG24,TORI BUSH,4
2021,municipal primary,Council,St George City Council,0049,SG24,VARDELL H CURTIS,48
2021,municipal primary,Council,St George City Council,0050,SG25,BRYAN S SMETHURST,66
2021,municipal primary,Council,St George City Council,0050,SG25,CAROLYN MCDONALD,31
2021,municipal primary,Council,St George City Council,0050,SG25,GREG ALDRED,39
2021,municipal primary,Council,St George City Council,0050,SG25,KATHERYNE NOVICK,7
2021,municipal primary,Council,St George City Council,0050,SG25,KENT L. WINDER,17
2021,municipal primary,Council,St George City Council,0050,SG25,M. RICK ERICKSON,38
2021,municipal primary,Council,St George City Council,0050,SG25,MICHELLE TANNER,46
2021,municipal primary,Council,St George City Council,0050,SG25,NATALIE LARSEN,39
2021,municipal primary,Council,St George City Council,0050,SG25,RONALD WOODBURY,21
2021,municipal primary,Council,St George City Council,0050,SG25,TORI BUSH,9
2021,municipal primary,Council,St George City Council,0050,SG25,VARDELL H CURTIS,82
2021,municipal primary,Council,St George City Council,0051,SG26,BRYAN S SMETHURST,53
2021,municipal primary,Council,St George City Council,0051,SG26,CAROLYN MCDONALD,36
2021,municipal primary,Council,St George City Council,0051,SG26,GREG ALDRED,51
2021,municipal primary,Council,St George City Council,0051,SG26,KATHERYNE NOVICK,10
2021,municipal primary,Council,St George City Council,0051,SG26,KENT L. WINDER,29
2021,municipal primary,Council,St George City Council,0051,SG26,M. RICK ERICKSON,63
2021,municipal primary,Council,St George City Council,0051,SG26,MICHELLE TANNER,55
2021,municipal primary,Council,St George City Council,0051,SG26,NATALIE LARSEN,68
2021,municipal primary,Council,St George City Council,0051,SG26,RONALD WOODBURY,21
2021,municipal primary,Council,St George City Council,0051,SG26,TORI BUSH,7
2021,municipal primary,Council,St George City Council,0051,SG26,VARDELL H CURTIS,67
2021,municipal primary,Council,St George City Council,0052,SG27,BRYAN S SMETHURST,57
2021,municipal primary,Council,St George City Council,0052,SG27,CAROLYN MCDONALD,30
2021,municipal primary,Council,St George City Council,0052,SG27,GREG ALDRED,78
2021,municipal primary,Council,St George City Council,0052,SG27,KATHERYNE NOVICK,18
2021,municipal primary,Council,St George City Council,0052,SG27,KENT L. WINDER,44
2021,municipal primary,Council,St George City Council,0052,SG27,M. RICK ERICKSON,56
2021,municipal primary,Council,St George City Council,0052,SG27,MICHELLE TANNER,122
2021,municipal primary,Council,St George City Council,0052,SG27,NATALIE LARSEN,36
2021,municipal primary,Council,St George City Council,0052,SG27,RONALD WOODBURY,41
2021,municipal primary,Council,St George City Council,0052,SG27,TORI BUSH,14
2021,municipal primary,Council,St George City Council,0052,SG27,VARDELL H CURTIS,82
2021,municipal primary,Council,St George City Council,0053,SG28,BRYAN S SMETHURST,85
2021,municipal primary,Council,St George City Council,0053,SG28,CAROLYN MCDONALD,44
2021,municipal primary,Council,St George City Council,0053,SG28,GREG ALDRED,90
2021,municipal primary,Council,St George City Council,0053,SG28,KATHERYNE NOVICK,17
2021,municipal primary,Council,St George City Council,0053,SG28,KENT L. WINDER,38
2021,municipal primary,Council,St George City Council,0053,SG28,M. RICK ERICKSON,74
2021,municipal primary,Council,St George City Council,0053,SG28,MICHELLE TANNER,139
2021,municipal primary,Council,St George City Council,0053,SG28,NATALIE LARSEN,70
2021,municipal primary,Council,St George City Council,0053,SG28,RONALD WOODBURY,39
2021,municipal primary,Council,St George City Council,0053,SG28,TORI BUSH,17
2021,municipal primary,Council,St George City Council,0053,SG28,VARDELL H CURTIS,124
2021,municipal primary,Council,St George City Council,0054,SG29,BRYAN S SMETHURST,78
2021,municipal primary,Council,St George City Council,0054,SG29,CAROLYN MCDONALD,48
2021,municipal primary,Council,St George City Council,0054,SG29,GREG ALDRED,60
2021,municipal primary,Council,St George City Council,0054,SG29,KATHERYNE NOVICK,23
2021,municipal primary,Council,St George City Council,0054,SG29,KENT L. WINDER,40
2021,municipal primary,Council,St George City Council,0054,SG29,M. RICK ERICKSON,65
2021,municipal primary,Council,St George City Council,0054,SG29,MICHELLE TANNER,86
2021,municipal primary,Council,St George City Council,0054,SG29,NATALIE LARSEN,75
2021,municipal primary,Council,St George City Council,0054,SG29,RONALD WOODBURY,45
2021,municipal primary,Council,St George City Council,0054,SG29,TORI BUSH,19
2021,municipal primary,Council,St George City Council,0054,SG29,VARDELL H CURTIS,125
2021,municipal primary,Council,St George City Council,0055,SG30,BRYAN S SMETHURST,73
2021,municipal primary,Council,St George City Council,0055,SG30,CAROLYN MCDONALD,60
2021,municipal primary,Council,St George City Council,0055,SG30,GREG ALDRED,75
2021,municipal primary,Council,St George City Council,0055,SG30,KATHERYNE NOVICK,22
2021,municipal primary,Council,St George City Council,0055,SG30,KENT L. WINDER,56
2021,municipal primary,Council,St George City Council,0055,SG30,M. RICK ERICKSON,79
2021,municipal primary,Council,St George City Council,0055,SG30,MICHELLE TANNER,114
2021,municipal primary,Council,St George City Council,0055,SG30,NATALIE LARSEN,93
2021,municipal primary,Council,St George City Council,0055,SG30,RONALD WOODBURY,51
2021,municipal primary,Council,St George City Council,0055,SG30,TORI BUSH,5
