session,bill_no,title,sponsor,relevance,bill_url
2016GS,SB0192,Study on Claims Exceeding Statutory Limit,"Sen. Iwamoto, J.",,https://le.utah.gov/~2016/bills/static/SB0192.html
2016GS,SB0193,Utah Communications Authority Act Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2016/bills/static/SB0193.html
2016GS,SB0194,Vehicle Registration and Insurance Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2016/bills/static/SB0194.html
2016GS,SB0195,Highway Bridge Designation Amendments,"Sen. Hinkins, D.",,https://le.utah.gov/~2016/bills/static/SB0195.html
2016GS,SB0196,Retail Bag Impact Reduction Program,"Sen. Iwamoto, J.",,https://le.utah.gov/~2016/bills/static/SB0196.html
2016GS,SB0197,Resale of Procurement Item Amendments,"Sen. Mayne, K.",,https://le.utah.gov/~2016/bills/static/SB0197.html
2016GS,SB0198,Amendments Related to Deferred Deposit Lending,"Sen. Dabakis, J.",,https://le.utah.gov/~2016/bills/static/SB0198.html
2016GS,SB0199,Skilled Nursing Facility Amendments,"Sen. Shiozawa, B.",,https://le.utah.gov/~2016/bills/static/SB0199.html
2016GS,SB0200,Compensatory Mitigation Program for Sage Grouse,"Sen. Van Tassell, K.",,https://le.utah.gov/~2016/bills/static/SB0200.html
2016GS,SB0201,Transportation Network Company Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2016/bills/static/SB0201.html
2016GS,SB0202,Pre-trial Release Amendments,"Sen. Hillyard, L.",,https://le.utah.gov/~2016/bills/static/SB0202.html
2016GS,SB0203,Immunity Amendments,"Sen. Adams, J. S.",,https://le.utah.gov/~2016/bills/static/SB0203.html
2016GS,SB0204,Free Market Protection and Privatization Board Act Amendments,"Sen. Stephenson, H.",,https://le.utah.gov/~2016/bills/static/SB0204.html
2016GS,SB0205,Ethics Revisions,"Sen. Okerlund, R.",,https://le.utah.gov/~2016/bills/static/SB0205.html
2016GS,SB0206,Cohabitant Abuse Procedures Act Revisions,"Sen. Hillyard, L.",,https://le.utah.gov/~2016/bills/static/SB0206.html
2016GS,SB0207,Government Ethics - Post-employment Restrictions,"Sen. Dabakis, J.",,https://le.utah.gov/~2016/bills/static/SB0207.html
2016GS,SB0208,Retirement Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2016/bills/static/SB0208.html
2016GS,SB0209,Fifth District Court Judge,"Sen. Urquhart, S.",,https://le.utah.gov/~2016/bills/static/SB0209.html
2016GS,SB0210,Unmanned Vehicle Revisions,"Sen. Harper, W.",,https://le.utah.gov/~2016/bills/static/SB0210.html
2016GS,SB0211,Private Use of Drones,"Sen. Stephenson, H.",,https://le.utah.gov/~2016/bills/static/SB0211.html
2016GS,SB0212,Wildland Fire Suppression Fund,"Sen. Vickers, E.",,https://le.utah.gov/~2016/bills/static/SB0212.html
2016GS,SB0213,Small Claims Court Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2016/bills/static/SB0213.html
2016GS,SB0214,Workplace Abusive Conduct Amendments,"Sen. Jackson, A.",,https://le.utah.gov/~2016/bills/static/SB0214.html
2016GS,SB0215,Motor Vehicle Insurance Amendments,"Sen. Urquhart, S.",,https://le.utah.gov/~2016/bills/static/SB0215.html
2016GS,SB0216,Workers' Compensation Related Amendments,"Sen. Mayne, K.",,https://le.utah.gov/~2016/bills/static/SB0216.html
2016GS,SB0217,Alcoholic Beverage Control Act Licensing Amendments,"Sen. Stevenson, J.",,https://le.utah.gov/~2016/bills/static/SB0217.html
2016GS,SB0218,Department of Corrections Amendments,"Sen. Fillmore, L.",,https://le.utah.gov/~2016/bills/static/SB0218.html
2016GS,SB0219,Fair Housing Act Amendments,"Sen. Weiler, T.",housing,https://le.utah.gov/~2016/bills/static/SB0219.html
2016GS,SB0220,Non-judicial Foreclosure Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2016/bills/static/SB0220.html
2016GS,SB0221,Capitol Protocol Amendments,"Sen. Madsen, M.",,https://le.utah.gov/~2016/bills/static/SB0221.html
2016GS,SB0222,Professional Licensing Amendments,"Sen. Adams, J. S.",,https://le.utah.gov/~2016/bills/static/SB0222.html
2016GS,SB0223,Adoption Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2016/bills/static/SB0223.html
2016GS,SB0224,Student Assessments,"Sen. Stephenson, H.",,https://le.utah.gov/~2016/bills/static/SB0224.html
2016GS,SB0225,Notice of Pendency of Action Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2016/bills/static/SB0225.html
2016GS,SB0226,Civil Actions Involving Law Enforcement Officers or Emergency Vehicle Operators,"Sen. Madsen, M.",,https://le.utah.gov/~2016/bills/static/SB0226.html
2016GS,SB0227,Private Security Licensing Board Amendments,"Sen. Dayton, M.",,https://le.utah.gov/~2016/bills/static/SB0227.html
2016GS,SB0228,Multicounty Assessing and Collecting Levy Amendments,"Sen. Stephenson, H.",,https://le.utah.gov/~2016/bills/static/SB0228.html
2016GS,SB0229,Unlawful Detainer Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2016/bills/static/SB0229.html
2016GS,SB0230,Civil Stalking Offense Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2016/bills/static/SB0230.html
2016GS,SB0231,Waste Management Amendments,"Sen. Adams, J. S.",,https://le.utah.gov/~2016/bills/static/SB0231.html
2016GS,SB0232,Rescue Medication in Schools,"Sen. Urquhart, S.",,https://le.utah.gov/~2016/bills/static/SB0232.html
2016GS,SB0233,Collection Process Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2016/bills/static/SB0233.html
2016GS,SB0234,Protecting Unborn Children Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2016/bills/static/SB0234.html
2016GS,SB0235,Local District Tax Revisions,"Sen. Fillmore, L.",,https://le.utah.gov/~2016/bills/static/SB0235.html
2016GS,SB0236,Utah Communications Authority Governance Amendments,"Sen. Van Tassell, K.",,https://le.utah.gov/~2016/bills/static/SB0236.html
2016GS,SB0237,Immigration and Alien Related Amendments,"Sen. Stephenson, H.",,https://le.utah.gov/~2016/bills/static/SB0237.html
2016GS,SB0238,Safety Net Initiative Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2016/bills/static/SB0238.html
2016GS,SB0239,School Governance Amendments,"Sen. Stephenson, H.",,https://le.utah.gov/~2016/bills/static/SB0239.html
2016GS,SB0240,Public Accommodations Amendments,"Sen. Dabakis, J.",,https://le.utah.gov/~2016/bills/static/SB0240.html
2016GS,SB0241,Public Accommodation Fairness Act,"Sen. Dabakis, J.",,https://le.utah.gov/~2016/bills/static/SB0241.html
2016GS,SB0242,Special Education Intensive Needs Fund Amendments,"Sen. Fillmore, L.",,https://le.utah.gov/~2016/bills/static/SB0242.html
2016GS,SB0243,Indigent Counsel in Private Parental Termination Cases,"Sen. Weiler, T.",,https://le.utah.gov/~2016/bills/static/SB0243.html
2016GS,SB0244,School Funding Provisions,"Sen. Fillmore, L.",,https://le.utah.gov/~2016/bills/static/SB0244.html
2016GS,SB0245,Personal Property Amendments,"Sen. Henderson, D.",,https://le.utah.gov/~2016/bills/static/SB0245.html
2016GS,SB0246,Funding for Infrastructure Revisions,"Sen. Adams, J. S.",,https://le.utah.gov/~2016/bills/static/SB0246.html
2016GS,SB0247,Sale of State Land Act,"Sen. Davis, G.",,https://le.utah.gov/~2016/bills/static/SB0247.html
2016GS,SB0248,Public Notice of Unclaimed Property,"Sen. Bramble, C.",,https://le.utah.gov/~2016/bills/static/SB0248.html
2016GS,SB0249,Utah Small Business Jobs Act Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2016/bills/static/SB0249.html
2016GS,SB0250,Alcoholic Beverage Policy Amendments,"Sen. Stevenson, J.",,https://le.utah.gov/~2016/bills/static/SB0250.html
2016GS,SB0251,Water Infrastructure Funding Amendments,"Sen. Adams, J. S.",,https://le.utah.gov/~2016/bills/static/SB0251.html
2016GS,SB0252,Joint Tenancy Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2016/bills/static/SB0252.html
2016GS,SB0253,Animal Shelter Revisions,"Sen. Davis, G.",,https://le.utah.gov/~2016/bills/static/SB0253.html
2016GS,SB0254,Administrative Subpoena Amendments,"Sen. Madsen, M.",,https://le.utah.gov/~2016/bills/static/SB0254.html
2016GS,SB0255,Building Inspector Licensing Amendments,"Sen. Vickers, E.",,https://le.utah.gov/~2016/bills/static/SB0255.html
2016GS,SB0256,Judgment Interest Rate Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2016/bills/static/SB0256.html
2016GS,SB0257,Public-private Partnership Amendments,"Sen. Okerlund, R.",,https://le.utah.gov/~2016/bills/static/SB0257.html
2016GS,SB0258,Distribution of Local Sales Tax Revenue,"Sen. Okerlund, R.",,https://le.utah.gov/~2016/bills/static/SB0258.html
2016GS,SB0259,Amendments Related to Alcoholic Beverages,"Sen. Stevenson, J.",,https://le.utah.gov/~2016/bills/static/SB0259.html
2017GS,HB0001,Higher Education Base Budget,"Rep. Grover, K.",,https://le.utah.gov/~2017/bills/static/HB0001.html
2017GS,HB0002,Public Education Budget Amendments,"Rep. McCay, D.",,https://le.utah.gov/~2017/bills/static/HB0002.html
2017GS,HB0003,Current Fiscal Year Supplemental Appropriations,"Rep. Sanpei, D.",,https://le.utah.gov/~2017/bills/static/HB0003.html
2017GS,HB0004,"Business, Economic Development, and Labor Base Budget","Rep. Webb, R. C.",,https://le.utah.gov/~2017/bills/static/HB0004.html
2017GS,HB0005,Retirement and Independent Entities Base Budget,"Rep. Christensen, L.",,https://le.utah.gov/~2017/bills/static/HB0005.html
2017GS,HB0006,Infrastructure and General Government Base Budget,"Rep. Froerer, G.",,https://le.utah.gov/~2017/bills/static/HB0006.html
2017GS,HB0007,"National Guard, Veterans' Affairs, and Legislature Base Budget","Rep. Sanpei, D.",,https://le.utah.gov/~2017/bills/static/HB0007.html
2017GS,HB0008,State Agency and Higher Education Compensation Appropriations,"Rep. Last, B.",,https://le.utah.gov/~2017/bills/static/HB0008.html
2017GS,HB0011,State Boards and Commissions Amendments,"Rep. Thurston, N.",,https://le.utah.gov/~2017/bills/static/HB0011.html
2017GS,HB0012,Disposition of Ballots Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2017/bills/static/HB0012.html
2017GS,HB0013,Uniform Fiduciary Access to Digital Assets Act,"Rep. Snow, V. L.",,https://le.utah.gov/~2017/bills/static/HB0013.html
2017GS,HB0014,Uniform Real Property Transfer on Death Act,"Rep. Snow, V. L.",,https://le.utah.gov/~2017/bills/static/HB0014.html
2017GS,HB0015,Alimony Amendments,"Rep. Stratton, K.",,https://le.utah.gov/~2017/bills/static/HB0015.html
2017GS,HB0016,Voting Revisions,"Rep. Daw, B.",,https://le.utah.gov/~2017/bills/static/HB0016.html
2017GS,HB0017,Offenses Against the Person Amendments,"Rep. Snow, V. L.",,https://le.utah.gov/~2017/bills/static/HB0017.html
2017GS,HB0018,Motor Vehicle Business Licensing Amendments,"Rep. Coleman, K.",,https://le.utah.gov/~2017/bills/static/HB0018.html
2017GS,HB0019,Civil Asset Forfeiture Reform Amendments,"Rep. Greene, B.",,https://le.utah.gov/~2017/bills/static/HB0019.html
2017GS,HB0020,Political Activities of Public Entities Amendments,"Rep. Daw, B.",,https://le.utah.gov/~2017/bills/static/HB0020.html
2017GS,HB0021,Uniform Powers of Appointment Act,"Rep. Snow, V. L.",,https://le.utah.gov/~2017/bills/static/HB0021.html
2017GS,HB0022,Nomination Petition Amendments,"Rep. Greene, B.",,https://le.utah.gov/~2017/bills/static/HB0022.html
2017GS,HB0023,Income Tax Credit Modifications,"Rep. Peterson, J.",,https://le.utah.gov/~2017/bills/static/HB0023.html
2017GS,HB0024,Student Prosperity Savings Program - Tax Amendments,"Rep. Peterson, J.",,https://le.utah.gov/~2017/bills/static/HB0024.html
2017GS,HB0025,Tax Incentive Review Amendments,"Rep. McCay, D.",,https://le.utah.gov/~2017/bills/static/HB0025.html
2017GS,HB0026,Revenue and Taxation Modifications,"Rep. McCay, D.",,https://le.utah.gov/~2017/bills/static/HB0026.html
2017GS,HB0027,Interstate Compact on Military Children Amendments,"Rep. Winder, M.",,https://le.utah.gov/~2017/bills/static/HB0027.html
2017GS,HB0028,Public Employees Long-term Disability Act Amendments,"Rep. Duckworth, S.",,https://le.utah.gov/~2017/bills/static/HB0028.html
2017GS,HB0029,Energy Efficient Vehicle Tax Credit Amendments,"Rep. Handy, S.",,https://le.utah.gov/~2017/bills/static/HB0029.html
2017GS,HB0030,Historic Preservation Amendments,"Rep. Webb, R. C.",,https://le.utah.gov/~2017/bills/static/HB0030.html
2017GS,HB0031,Utah Health Care Workforce Financial Assistance Program Reauthorization,"Rep. Redd, E.",,https://le.utah.gov/~2017/bills/static/HB0031.html
2017GS,HB0032,Assessment Area Act Amendments,"Rep. Webb, R. C.",,https://le.utah.gov/~2017/bills/static/HB0032.html
2017GS,HB0033,Mercury Switch Removal Act Reauthorization,"Rep. Perry, L.",,https://le.utah.gov/~2017/bills/static/HB0033.html
2017GS,HB0034,Employment Security Act Sunset Extension,"Rep. Edwards, R.",,https://le.utah.gov/~2017/bills/static/HB0034.html
2017GS,HB0035,Minimum School Program Amendments,"Rep. Cutler, B. R.",,https://le.utah.gov/~2017/bills/static/HB0035.html
2017GS,HB0036,Affordable Housing Amendments,"Rep. Edwards, R.",housing,https://le.utah.gov/~2017/bills/static/HB0036.html
2017GS,HB0037,State Construction Code Amendments,"Rep. Schultz, M.",building,https://le.utah.gov/~2017/bills/static/HB0037.html
2017GS,HB0038,Statutory Required Reports Amendments,"Rep. Peterson, V.",,https://le.utah.gov/~2017/bills/static/HB0038.html
2017GS,HB0039,Local Officer Amendments,"Rep. Webb, R. C.",,https://le.utah.gov/~2017/bills/static/HB0039.html
2017GS,HB0040,Check Cashing and Deferred Deposit Lending Amendments,"Rep. Daw, B.",,https://le.utah.gov/~2017/bills/static/HB0040.html
2017GS,HB0041,Utah Revised Business Corporation Act Modifications,"Rep. Peterson, V.",,https://le.utah.gov/~2017/bills/static/HB0041.html
2017GS,HB0042,Insurance Related Modifications,"Rep. Dunnigan, J.",,https://le.utah.gov/~2017/bills/static/HB0042.html
2017GS,HB0043,American Indian and Alaskan Native Education Amendments,"Rep. Noel, M.",,https://le.utah.gov/~2017/bills/static/HB0043.html
2017GS,HB0044,Department of Financial Institutions Related Amendments,"Rep. Peterson, V.",,https://le.utah.gov/~2017/bills/static/HB0044.html
2017GS,HB0045,Property Tax Assessment Changes,"Rep. McCay, D.",,https://le.utah.gov/~2017/bills/static/HB0045.html
2017GS,HB0046,Pass-through Entity Tax Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2017/bills/static/HB0046.html
2017GS,HB0047,Property Tax Assessment Appeal Amendments,"Rep. Briscoe, J.",,https://le.utah.gov/~2017/bills/static/HB0047.html
2017GS,HB0048,Wildlife Species Introduction Amendments,"Rep. Albrecht, C.",,https://le.utah.gov/~2017/bills/static/HB0048.html
2017GS,HB0049,Social Security Tax Credit,"Rep. Westwood, J.",,https://le.utah.gov/~2017/bills/static/HB0049.html
2017GS,HB0050,Opioid Prescribing Regulations,"Rep. Ward, R.",,https://le.utah.gov/~2017/bills/static/HB0050.html
2017GS,HB0051,Off-highway Vehicle Amendments,"Rep. Owens, D.",,https://le.utah.gov/~2017/bills/static/HB0051.html
2017GS,HB0052,Political Contribution Reporting Amendments,"Rep. Daw, B.",,https://le.utah.gov/~2017/bills/static/HB0052.html
2017GS,HB0053,Missing and Exploited Children's Day,"Rep. Handy, S.",,https://le.utah.gov/~2017/bills/static/HB0053.html
2017GS,HB0054,Campus Free Speech Amendments,"Rep. Coleman, K.",,https://le.utah.gov/~2017/bills/static/HB0054.html
2017GS,HB0055,Governmental Nonprofit Entity Compliance Amendments,"Rep. Coleman, K.",,https://le.utah.gov/~2017/bills/static/HB0055.html
2017GS,HB0056,Accessible Parking Amendments,"Rep. Stratton, K.",,https://le.utah.gov/~2017/bills/static/HB0056.html
2017GS,HB0057,Reproductive Health and Medicaid Amendments,"Rep. King, Brian S.",,https://le.utah.gov/~2017/bills/static/HB0057.html
2017GS,HB0058,Direct Food Sales Amendments,"Rep. Sandall, S.",,https://le.utah.gov/~2017/bills/static/HB0058.html
2017GS,HB0059,Public Service Commission Amendments,"Rep. Christofferson, K.",,https://le.utah.gov/~2017/bills/static/HB0059.html
2017GS,HB0060,Deaf and Hard of Hearing Amendments,"Rep. Thurston, N.",,https://le.utah.gov/~2017/bills/static/HB0060.html
2017GS,HB0061,Pharmacy Service for Discharged Hospital Patients,"Rep. Redd, E.",,https://le.utah.gov/~2017/bills/static/HB0061.html
2017GS,HB0062,Educator Rights Amendments,"Rep. Stratton, K.",,https://le.utah.gov/~2017/bills/static/HB0062.html
2017GS,HB0063,Hole in the Rock State Park,"Rep. Stratton, K.",,https://le.utah.gov/~2017/bills/static/HB0063.html
2017GS,HB0064,Property Tax Relief Amendments,"Rep. Peterson, J.",,https://le.utah.gov/~2017/bills/static/HB0064.html
2017GS,HB0065,Air Conservation Act Amendments,"Rep. Schultz, M.",,https://le.utah.gov/~2017/bills/static/HB0065.html
2017GS,HB0066,Opiate Overdose Response Act Amendments,"Rep. Moss, C.",,https://le.utah.gov/~2017/bills/static/HB0066.html
2017GS,HB0067,Wildlife Amendments,"Rep. McKell, M.",,https://le.utah.gov/~2017/bills/static/HB0067.html
2017GS,HB0068,Crime Victims Reparation Board Sunset Extension,"Rep. Christensen, L.",,https://le.utah.gov/~2017/bills/static/HB0068.html
2017GS,HB0069,Capital Facilities Revisions,"Rep. Edwards, R.",,https://le.utah.gov/~2017/bills/static/HB0069.html
2017GS,HB0070,Common Area Assessment Amendments,"Rep. Froerer, G.",,https://le.utah.gov/~2017/bills/static/HB0070.html
2017GS,HB0071,Hygiene Tax Act,"Rep. Duckworth, S.",,https://le.utah.gov/~2017/bills/static/HB0071.html
2017GS,HB0072,Child Welfare Proceedings Amendments,"Rep. Kennedy, M.",,https://le.utah.gov/~2017/bills/static/HB0072.html
2017GS,HB0073,Child Placement Amendments,"Rep. Peterson, J.",,https://le.utah.gov/~2017/bills/static/HB0073.html
2017GS,HB0074,School Day Care Classes Amendments,"Rep. Ward, R.",,https://le.utah.gov/~2017/bills/static/HB0074.html
2017GS,HB0075,Common Ownership Amendments,"Rep. Froerer, G.",,https://le.utah.gov/~2017/bills/static/HB0075.html
2017GS,HB0076,End of Life Options Act,"Rep. Chavez-Houck, R.",,https://le.utah.gov/~2017/bills/static/HB0076.html
2017GS,HB0077,Fifth District Court Judge,"Rep. Snow, V. L.",,https://le.utah.gov/~2017/bills/static/HB0077.html
2017GS,HB0078,Nonbinding Opinion Questions,"Rep. Thurston, N.",,https://le.utah.gov/~2017/bills/static/HB0078.html
2017GS,HB0079,Private Attorney General Doctrine,"Rep. Greene, B.",,https://le.utah.gov/~2017/bills/static/HB0079.html
2017GS,HB0080,State Technology Governance Amendments,"Rep. Cutler, B. R.",,https://le.utah.gov/~2017/bills/static/HB0080.html
2017GS,HB0081,Post-employment Restrictive Covenant Amendments,"Rep. Greene, B.",,https://le.utah.gov/~2017/bills/static/HB0081.html
2017GS,HB0082,Street-legal All-terrain Vehicle Amendments,"Rep. Noel, M.",,https://le.utah.gov/~2017/bills/static/HB0082.html
2017GS,HB0083,Rental Application Disclosure Amendments,"Rep. Cutler, B. R.",,https://le.utah.gov/~2017/bills/static/HB0083.html
