ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,land_use_category,n_motion_events,linkage_note,minutes_source
2025-46,2025-08-26,2025-08-26,"approving the Colledge Farms Plat F zone change, changing the zoning from TH-5 (transitional holding) to R-1-22 (residential/agriculture) on 5.2-acres at approximately 2850 West 1500 North.",meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-08-26,11,high,zone_change,1,,meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md
2025-47,2025-08-26,2025-08-26,"approving a Development Code Amendment to Chapter 26, Accessory Uses, changing requirements for Detached Accessory Dwelling Units.",meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-08-26,15,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md
2025-51,2025-08-26,2025-08-26,"approving a Development Code amendment to Chapter 12, to add requirements for retaining walls.",meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-08-26,14,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md
2025-52,2025-08-26,2025-08-26,"approving an amendment to the Lehi City Municipal Code Title 7 Chapter 1, eliminating the no parking restriction during the winter.",meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2025-08-26,7,high,other,1,,meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md
2025-53,2025-08-26,2025-08-26,"adopting the Skye View Community Reinvestment Project Area Plan, as approved by the Redevelopment Agency of Lehi.",meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-08-26,17,high,area_plan_amendment,1,,meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md
2025-55,2025-08-26,2025-08-26,Terminating and Dissolving the SR-92 Digital Drive Community Reinvestment Project Area.,meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2025-08-26,20,high,cra_rda_project_area,1,,meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md
2025-48,2025-09-09,2025-09-09,"approving a Development Code amendment to Table 37.080, Off-Street Parking Table, to allow tandem parking.",meeting_minutes/minutes/2025/2025-09-08/2025-09-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-09-09,8,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-09-08/2025-09-09_city-council-meeting.md
2025-49,2025-09-09,2025-09-09,"approving a Development Code amendment to Table 05.040-A, Residential Bulk and Intensity, reducing the setback for remodels and additions in the RA-1 and R-1-15 zones.",meeting_minutes/minutes/2025/2025-09-08/2025-09-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-09-09,6,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-09-08/2025-09-09_city-council-meeting.md
2025-50,2025-09-09,2025-09-09,"approving a Development Code amendment to Chapter 19, Renewable Energy System Regulations, to remove references and requirements for being a conditional use.",meeting_minutes/minutes/2025/2025-09-08/2025-09-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-09-09,7,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-09-08/2025-09-09_city-council-meeting.md
2025-56,2025-09-09,2025-09-09,"approving the Maverik Zone Change located at 520 West Main Street, changing the zoning on 0.72 acres from Mixed Use to Commercial.",meeting_minutes/minutes/2025/2025-09-08/2025-09-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-09-09,11,high,zone_change,1,,meeting_minutes/minutes/2025/2025-09-08/2025-09-09_city-council-meeting.md
2025-57,2025-09-09,2025-09-09,"adopting Title 6 Chapter 5 Section 8, establishing Bridge Safety in Lehi City.",meeting_minutes/minutes/2025/2025-09-08/2025-09-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2025-09-09,4,high,other,1,,meeting_minutes/minutes/2025/2025-09-08/2025-09-09_city-council-meeting.md
2025-58,2025-09-23,2025-09-23,"Water’s Edge General Plan Amendment on approximately 13.02 acres located at approximately 1300 East 175 South, changing the land use designation from Transit Oriented Development to Mixed-Use.",meeting_minutes/minutes/2025/2025-09-22/2025-09-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-09-23,11,high,general_plan_amendment,1,,meeting_minutes/minutes/2025/2025-09-22/2025-09-23_city-council-meeting.md
2025-54,2025-10-14,2025-10-14,"terminating and dissolving the Thanksgiving Park Economic Development Project; and Re-Approve Ordinance #55-2025, terminating and dissolving the SR-92 Digital Drive Community Reinvestment Project Area.",meeting_minutes/minutes/2025/2025-10-13/2025-10-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2025-10-14,1,medium,cra_rda_project_area,2,"ordinance number appears in motions on multiple dates (2025-08-26,2025-10-14); chose last passing as adoption",meeting_minutes/minutes/2025/2025-10-13/2025-10-14_city-council-meeting.md
2025-59,2025-10-14,2025-10-14,"approving a Development Code Amendment to Chapter 37, Connectivity Standards.",meeting_minutes/minutes/2025/2025-10-13/2025-10-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-10-14,2,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-10-13/2025-10-14_city-council-meeting.md
2025-60,2025-10-14,2025-10-14,approving the Bull River Road General Plan Amendment on 1.48 acres located at approximately 400 West Bull River Road changing the land use designation from Low Density Residential (LDR) to High Density Residential (HDR).,meeting_minutes/minutes/2025/2025-10-13/2025-10-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-10-14,6,high,general_plan_amendment,1,,meeting_minutes/minutes/2025/2025-10-13/2025-10-14_city-council-meeting.md
2025-61,2025-10-14,2025-10-14,approving the Starter Home Attainable Residential (SHAR) ordinance creating an opportunity for the development of small single -family homes.,meeting_minutes/minutes/2025/2025-10-13/2025-10-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-10-14,7,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-10-13/2025-10-14_city-council-meeting.md
2025-62,2025-10-14,2025-10-14,"approving the Lee General Plan amendment on 0.50-acres located at 1035 West Main Street, changing the land use designation from MDR to Commercial.",meeting_minutes/minutes/2025/2025-10-13/2025-10-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-10-14,5,high,general_plan_amendment,1,,meeting_minutes/minutes/2025/2025-10-13/2025-10-14_city-council-meeting.md
2025-64,2025-10-28,2025-10-28,"Public Hearing and Consideration of Ordinance #64-2025 adopting an Impact Fee Facilities Plan, and impact Fee Analysis, and Amending Impact Fees for Power .",meeting_minutes/minutes/2025/2025-10-27/2025-10-28_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2025-10-28,5,high,impact_fee,1,,meeting_minutes/minutes/2025/2025-10-27/2025-10-28_city-council-meeting.md
2025-65,2025-11-18,2025-11-18,"approval of the Smith Zone Change on 0.40 acres located at 235 West State Street, changing the zoning from R-2 (Medium Density Residential) to Neighborhood Commercial.",meeting_minutes/minutes/2025/2025-11-17/2025-11-18_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-11-18,8,high,zone_change,1,,meeting_minutes/minutes/2025/2025-11-17/2025-11-18_city-council-meeting.md
2025-66,2025-11-18,2025-11-18,"approval of the Skye Area Plan Amendment, creating some design changes to the General Nonresidential Design Requirements in the Mixed-Use areas.",meeting_minutes/minutes/2025/2025-11-17/2025-11-18_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-11-18,9,high,area_plan_amendment,1,,meeting_minutes/minutes/2025/2025-11-17/2025-11-18_city-council-meeting.md
2025-67,2025-12-16,2025-12-16,"approving the Downtown Revitalization Plan and State Street Station Area Plan including parts of Main Street and State Street. The City’s consultant from Landmark Design presented the plan noting the time, effort and public outreach that went into the project. The Downtown Revitalization Plan and St",meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-12-16,6,high,area_plan_amendment,1,,meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md
2025-68,2025-12-16,2025-12-16,"approving the Gurney Property Zone Change on 8.62 acres located at approximately 1200 West 800 North, changing the zoning from TH- 5 (transitional holding) to R-1-22 (residential/agriculture). Russ Wilson from Symphony Homes was representing the applicant.",meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-12-16,8,high,zone_change,1,,meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md
2025-69,2025-12-16,2025-12-16,"approving the Lee Zone Change on .50-acres located at 1035 West Main Street, changing the zoning from RA-1 (residential/agriculture) to Commercial. Jordan Lee was representing the applicant. He said they intended use will be office space.",meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-12-16,9,high,zone_change,1,,meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md
2025-70,2025-12-16,2025-12-16,"approving the Hammond Zone Change on 0.83 acres, located at approximately 600 West State Street, changing the zoning from Mixed Use to Heavy Commercial (tabled from the 8/26/25 City Council meeting). Kim Struthers stated that because the development agreement was approved, the Council can",meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-12-16,11,high,zone_change,1,,meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md
2025-71,2025-12-16,2025-12-16,"approving the Water Use and Preservation Element of the General Plan. Kim Struthers explained the need for a water conservation element in the general plan, as required by state law. The plan analyzes the city's water resources, identifies current usage,",meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-12-16,7,high,master_plan_element,1,,meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md
2025-72,2025-12-16,2025-12-16,"approving the Water’s Edge General Plan Amendment on approximately 13.02 acres located at approximately 1300 East 175 South, changing the land use designation from Transit Oriented Development to Mixed-Use (tabled from the 9/23/25 City Council meeting).",meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-12-16,13,high,general_plan_amendment,1,,meeting_minutes/minutes/2025/2025-12-15/2025-12-16_city-council-meeting.md
2026-01,2026-01-27,2026-01-27,approving the Cold Spring Ranch Area Plan Amendment to allow Short-Term Rentals.,https://www.lehi-ut.gov/media/0gppghd1/012826-ordinance-notice.pdf,2026-07-02,text,pdftotext -layout (born-digital city Notice of Ordinance Adoption PDF),raw/012826-ordinance-notice.pdf,yes,Pass,2026-01-27,6,high,area_plan_amendment,1,cross-validated against official Recorder Notice of Ordinance Adoption,meeting_minutes/minutes/2026/2026-01-26/2026-01-27_city-council-meeting_clip947.md
2026-02,2026-01-27,2026-01-27,"approving a Development Code Amendment to Chapter 20, Home Occupations, adding Adult Daycare.",https://www.lehi-ut.gov/media/0gppghd1/012826-ordinance-notice.pdf,2026-07-02,text,pdftotext -layout (born-digital city Notice of Ordinance Adoption PDF),raw/012826-ordinance-notice.pdf,yes,Pass,2026-01-27,8,high,development_code_amendment,1,cross-validated against official Recorder Notice of Ordinance Adoption,meeting_minutes/minutes/2026/2026-01-26/2026-01-27_city-council-meeting_clip947.md
2026-03,2026-01-27,2026-01-27,"adopting an Impact Fee Facilities Plan, Impact Fee Analysis, and Amended Impact Fees for Transportation",https://www.lehi-ut.gov/media/0gppghd1/012826-ordinance-notice.pdf,2026-07-02,text,pdftotext -layout (born-digital city Notice of Ordinance Adoption PDF),raw/012826-ordinance-notice.pdf,no,Pass,2026-01-27,3,medium,impact_fee,0,"notice-only; motion ""Transportation Impact Fees"" (2026-01-27 motion_no 3, Pass) matches by subject+date but does not cite the ordinance number",meeting_minutes/minutes/2026/2026-01-26/2026-01-27_city-council-meeting_clip947.md
2026-04,2026-02-10,2026-02-10,Amending Lehi City Code Title 5 Chapter 3 (Noise Control),https://www.lehi-ut.gov/media/jzsdhp2s/021026-ordinance-notice.pdf,2026-07-02,text,pdftotext -layout (born-digital city Notice of Ordinance Adoption PDF),raw/021026-ordinance-notice.pdf,no,Pass,,,none,other_code,0,notice-only; adopted 2026-02-10 which is beyond all_votes.csv coverage (no 2026-02-10 rows) — no motion match,
