ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,motion_type,doc_type
2026-038,2026-05-07,2026-05-07,amending the City Zoning Map by changing the zone from ASBP (Airport Supporting Business Park) to C-2 (Commercial) on approximately 0.23 acres generally located south of Flowers Way and North of the Southern Parkway,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-07,15,high,Land-Use/Zoning,ordinance
2026-039,2026-05-07,2026-05-07,"amending the City Zoning Map by changing the zone from A-1 (Agricultural, 40,000 square foot minimum lot size) to RE-37.5 (Residential Estates, 37,500 square foot minimum lot size) on approximately 2.87 acres generally located on 3430 East at approximately 2300 South",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-07,16,high,Land-Use/Zoning,ordinance
2026-040,2026-05-28,2026-05-28,vacating a portion of a municipal utility easement located along the O easterly lot line of Lot 1 of Desert Color Commercial Phase 1,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.28%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.28  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-28,2,high,Land-Use/Zoning,ordinance
2026-041,2026-05-28,2026-05-28,vacating of a municipal utility easement located within the O common and limited common area of South Desert Planned Development Phase 1 Subdivision,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.28%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.28  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-28,3,high,Land-Use/Zoning,ordinance
2026-042,2026-05-28,2026-05-28,amending the City's General Plan by changing the general plan O from LDR (Low Density Residential) to COM (Commercial) on approximately 2.2 acres generally located west of the Tuscan Hills and Tuscan Heights development,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.28%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2026.05.28  Ordinances Approved and Adopted by the City Council.pdf,,,2026-05-28,,medium,,ordinance
2026-043,2026-05-28,2026-05-28,amending the Atkinville Interchange Area Zone Planned Development Commercial zone on approximately 3.04 acres generally located east of Pioneer Road and north of Sun River Parkway,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.28%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.28  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-28,8,high,Land-Use/Zoning,ordinance
2026-044,2026-05-28,2026-05-28,amending the Desert Color Planned Development Commercial zone O on approximately 0.75 acres located east of Desert Color Pkwy and between Southern Parkway and Black Mountain Drive,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.28%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2026.05.28  Ordinances Approved and Adopted by the City Council.pdf,,,2026-05-28,,medium,,ordinance
2026-045,2026-05-28,2026-05-28,"amending the City Zoning Map by changing the zone from PD-R (Planned Development Residential) and R-1-7 (Residential Single-Family 7,000 sq ft lot minimum) to R-1 (Single-Family) on approximately 101.61 acres generally located north of South Desert Townhomes and the current end of Hamilton Drive",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.28%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.28  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-28,10,high,Land-Use/Zoning,ordinance
2026-046,2026-06-04,2026-06-04,"vacating a portion of a municipal utility easement located five feet O inside the northerly lot line and within the adjacent common area of Lot 406, Desert Color Resort Phase 4B and Phase 6",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.06.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.06.04  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-06-04,2,high,Land-Use/Zoning,ordinance
2026-047,2026-06-04,2026-06-04,to amend the Hillside Ridge Line Map at 785 West Sir Monte Drive,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.06.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.06.04  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-06-04,3,high,Ordinance,ordinance
2026-048,2026-06-18,2026-06-18,vacating a portion of a utilities easement and drainage easement located along the rear lot line of Lot 76 of the Bloomington Country Club No. 6 Subdivision,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.06.18%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no matching council meeting in all_votes.csv,raw/2026.06.18  Ordinances Approved and Adopted by the City Council.pdf,,,,,none,,ordinance
2026-049,2026-06-18,2026-06-18,"vacating all easements on Lots 3, 4, and former Sac Street, City of St. George Industrial Park, except for the Pole Line Easement crossing Lot 3",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.06.18%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no matching council meeting in all_votes.csv,raw/2026.06.18  Ordinances Approved and Adopted by the City Council.pdf,,,,,none,,ordinance
2026-050,2026-06-18,2026-06-18,"amending the City Zoning Map by changing the zone from R-1-10 (Residential, 10,000 ft² minimum lot size) to PD-R (Planned Development Residential) on approximately 42.86 acres located generally southwest of the Gap Canyon Parkway and 1790 West intersection",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.06.18%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no matching council meeting in all_votes.csv,raw/2026.06.18  Ordinances Approved and Adopted by the City Council.pdf,,,,,none,,ordinance
2026-051,2026-07-02,2026-07-02,amending the White Dome Commercial PD-C (Planned Development Commercial) zone on approximately 3.29 acres generally located east of River Road on White Dome Drive.,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.07.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-19,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.07.02  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-07-02,6,high,Land-Use/Zoning,ordinance
2026-052,2026-07-02,2026-07-02,amending the Riverfront Medical Center Planned Development Commercial zone on approximately 1.28 acres located at 585 East Riverside Drive.,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.07.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-19,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.07.02  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-07-02,7,high,Land-Use/Zoning,ordinance
2026-053,2026-07-02,2026-07-02,amending the Sun River PD-R (Planned Development Residential) zone on approximately 3.24 acres generally located south of Angel Arch Drive and west of Pearl Vista Drive to expand the religious building located on the parcel.,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.07.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-19,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.07.02  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-07-02,8,high,Land-Use/Zoning,ordinance
2026-054,2026-07-02,2026-07-02,"amending the City Zoning Map by changing the zone from A-1 (Agricultural, 40,000 ft² minimum lot size) to RE-20 (Residential Estates, 20,000 ft² minimum lot size) on approximately 3.48 acres located on the northwest corner of 2450 South and 3210 East.",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.07.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-19,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.07.02  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-07-02,9,high,Land-Use/Zoning,ordinance
2026-055,2026-07-02,2026-07-02,"amending the City Zoning Map by changing the zone from A-20 (Agricultural 20-acre lot minimum) to R-1 (Single-Family no minimum square footage, 40-foot minimum lot width/frontage) on approximately 55.03 acres generally located south of the Fort Pierce Wash, along the Utah-Arizona border in the far southeastern corner of the City of St. George.",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.07.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-19,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.07.02  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-07-02,10,high,Land-Use/Zoning,ordinance
2026-056,2026-07-02,2026-07-02,"amending the City Zoning Map by changing the zone from RE-20 (Residential Estates 20,000 SF min lot size) to PD-R (Planned Development Residential) on approximately 1 acre generally located north of 1800 North and West of 2100 West.",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.07.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-19,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.07.02  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-07-02,11,high,Land-Use/Zoning,ordinance
(codified Title 10),2026-07-02,2026-07-02,Codified Title 10 Zoning Regulations — full consolidated current text (reference; NOT a single dated ordinance). Retrieved snapshot.,https://www.utah.gov/pmn/files/532983.pdf,2026-07-02,text,pdftotext -layout (PMN-hosted codified Title 10),raw/PMN_Title10_Zoning_Regulations_full.pdf,,,,,none,,code
