legistar_matter_id,matter_file,name,title,matter_type,status,intro_body,intro_date,agenda_date,passed_date,enactment_number,application_id
4228,21-006,,"Approval of the December 15, 2020 Minutes",Minutes,Consent Agenda,City Council,2021-01-07,2021-01-12,,,
4229,21-007,,Public Works Department recommending the City Council receive a financial overview of the Hazardous Concrete Program,Informational Report,Agenda Ready - Work Session,City Council,2021-01-08,2021-01-12,,,
4230,21-008,,Council Member Nicholl recommending adoption of proclamation on Radon Action Month in Sandy City.,Resolution,Consent Agenda,City Council,2021-01-08,2021-01-12,,,
4231,21-009,,Police Department recommending the City Council receive a report on property crimes for 2020,Informational Report,Agenda Ready - Work Session,City Council,2021-01-08,2021-01-12,,,
4232,21-010,,"Council Member Nicholl recommending adoption of the Utah Compact on Racial Equity, Diversity, and Inclusion.",Resolution,Agenda Ready,City Council,2021-01-08,2021-01-12,,,
4233,21-011,,City Council Office reporting on further development of the Community Connectors program,Resolution,Agenda Ready,City Council,2021-01-08,2021-01-12,,,
4234,21-012,,City Council Office presenting information on campaign contribution caps.,Informational Report,Agenda Ready,City Council,2021-01-08,2021-01-12,,,
4235,ANEX-11-20-5952(PC),,Fayeway Annexation Approximately 1170 E. 8600 S. [High Point - Community #6],Planning Item,Reported to Council,Planning Commission,2021-01-11,2021-01-21,,,4235
4236,ANEX-11-20-5953(PC),,Kasteler Annexation (R-1-20) Zone 10118 South Alta Villa Drive [Falcon Hill - Community #21],Planning Item,Reported to Council,Planning Commission,2021-01-11,2021-01-21,,,4236
4237,ANEX-11-20-5954(PC),,Monte Cristo Annexation (R-1-40) Zone 9565 S. Wasatch Boulevard [Granite - Community #30],Planning Item,Reported to Council,Planning Commission,2021-01-11,2021-01-21,,,4237
4238,21-016,,Field Trip for 1-21-21,Informational Report,Agenda Ready,Planning Commission,2021-01-11,2021-01-21,,,
4239,21-017,,Draft minutes from 12.17.2020,Minutes,Passed,Planning Commission,2021-01-11,2021-01-21,2021-01-21,,
4240,GPA-12-20-5972(PC),,Transportation Master Plan - General Plan Amendment,Ordinance,Reported to Council,Planning Commission,2021-01-12,2021-01-21,,,4240
4241,21-019,,"Approval of the January 5, 2021 Minutes",Minutes,Consent Agenda,City Council,2021-01-12,2021-01-19,,,
4242,CUP-12-20-5971,,Adle Accessory Apartment (Conditional Use Permit) 11588 S. Woodhampton Dr. [Community 27 - Lone Peak],Planning Item,Passed,Planning Commission,2021-01-13,2021-01-21,2021-01-21,,4242
4243,21-021,,Public Utilities Department recommending that the Council Appoint Pat Casaday as an alternate member of the Public Utilities Advisory Board,Resolution,Passed,City Council,2021-01-14,2021-01-19,2021-01-19,,
4244,21-022,,Council Member Zoltanski proposing adoption of a Resolution against violence in the United States Capitol.,Resolution,Consent Agenda,City Council,2021-01-14,2021-01-19,,,
4245,21-023,,Administrative Services recommending that the Council receive a briefing on the most recent employee satisfaction survey,Informational Report,Agenda Ready - Work Session,City Council,2021-01-14,2021-01-19,,,
4246,21-024,,Administrative Services Department providing the Council with quarterly budget and sales tax revenue updates,Informational Report,Agenda Ready - Work Session,City Council,2021-01-14,2021-01-19,,,
4247,21-025,,Council Member Nicholl proposing changes to Sandy City Land Development Fencing Codes,Resolution,Agenda Ready,City Council,2021-01-15,2021-01-19,,,
4248,21-026,,Council Member Houseman recommending participation in the Utah Well Being Survey.,Informational Report,Agenda Ready,City Council,2021-01-15,2021-01-19,,,
4253,21-031,,Council Member Houseman recommending adoption of Resolution 21-07C authorizing participation in the Utah Well Being Survey.,Informational Report,Agenda Ready,City Council,2021-01-21,2021-01-26,,,
4254,21-032,,Public Works Department recommending adoption of Resolution 21-05C authorizing the execution of an interlocal cooperation agreement between Trans Jordan Landfill and Sandy City for the waste transfer station.,Resolution,Agenda Ready,City Council,2021-01-21,2021-01-26,,,
4255,21-033,,"Approval of the January 12, 2021 Minutes",Minutes,Consent Agenda,City Council,2021-01-21,2021-01-26,,,
4256,21-034,,City Attorney presenting draft ordinance establishing campaign contributions limits as directed by the City Council.,Ordinance,Agenda Ready,City Council,2021-01-22,2021-01-26,,,4256
4257,21-035,,Council Member Zoltanski introducing a proposal to amend Sandy City's campaign contribution disclosure procedures to coincide with vote by mail elections.,Resolution,Agenda Ready,City Council,2021-01-22,2021-01-26,,,4257
4258,21-036,,General Citizen Comments,Informational Report,Agenda Ready,City Council,2021-01-22,2021-01-26,,,
4259,21-037,,Open and Public Meetings Training,Informational Report,Agenda Ready,Planning Commission,2021-01-26,2021-02-18,,,
4260,21-038,,Field trip map,Informational Report,Agenda Ready,Planning Commission,2021-01-26,2021-02-18,,,
4261,21-039,,"Draft minutes for January 21, 2021",Minutes,Agenda Ready,Planning Commission,2021-01-26,2021-02-18,,,
4262,21-040,,Administration requesting advice and consent from the Council for a reappointment to the Board of Adjustment,Resolution,Agenda Ready,City Council,2021-01-28,2021-02-16,,,
4263,21-041,,"Approval of the January 19, 2021 Minutes",Minutes,Consent Agenda,City Council,2021-01-28,2021-02-02,,,
4264,21-042,,Council Member Christensen recommending the Council initiate a land use code amendment to create the Historic Sandy Neighborhood Farmer’s Market zone.,Resolution,Agenda Ready,City Council,2021-01-29,2021-02-02,,,4264
4265,21-043,,Hale Centre Theatre providing annual update to the City Council.,Informational Report,Agenda Ready,City Council,2021-01-29,2021-02-02,,,
4266,21-044,,City Attorney presenting Ordinance 21-03 as requested by the City Council revising campaign contribution disclosure deadlines.,Ordinance,Agenda Ready,City Council,2021-01-29,2021-02-02,,,
4267,21-045,,City Council Chair requesting review of Council policies pertaining to Council Meetings.,Informational Report,Agenda Ready,City Council,2021-01-29,2021-02-02,,,
4268,21-046,,General Citizen Comments,Informational Report,Agenda Ready,City Council,2021-01-29,2021-02-02,,,
4269,ANEX-11-20-5952(CC),,Fayeway Annexation Approximately 1170 E. 8600 S. [High Point - Community #6],Planning Item,Agenda Ready,City Council,2021-02-02,2021-02-16,,,4269
4270,ANEX-11-20-5954(CC),,Monte Cristo Annexation (R-1-40) Zone 9565 S. Wasatch Boulevard [Granite - Community #30],Planning Item,Agenda Ready,City Council,2021-02-02,2021-02-16,,,4270
4271,BOA-01-21-5985,,Pearce Variance Request 3382 E. Deer Hollow Circle,Planning Item,Agenda Ready,Board of Adjustment,2021-02-03,2021-02-11,,,
4272,21-050,,Waste Management Request to Address Cost Increase of Curbside Recycling Collection,Resolution,Agenda Ready,City Council,2021-02-03,2021-02-09,,,
4273,ANEX-11-20-5953(R3),,"The Community Development Department is recommending the City Council adopt Resolution #21-10c indicating the intent to annex an unincorporated area located at approximately 2576 E., 2590 E. 10000 S. and 10118 S. Alta Villa Drive, setting a public hearing to consider such annexation, and directing publication of a hearing notice.",Planning Item,Agenda Ready,City Council,2021-02-03,2021-02-16,,,
4274,ANEX-11-20-5953(PC2),,"Kasteler Annexation R-1-20A Zone 2576 E., 2590 E. 10000 S. and 10118 S. Alta Villa Drive [Community #21 - Falcon Hill]",Planning Item,Reported to Council,Planning Commission,2021-02-03,2021-02-18,,,4274
4275,GPA-12-20-5972(CC),,Community Development Department presenting a general plan amendment (File #GPA-12-20-5972) to adopt an update to the Transportation Master Plan.,Ordinance,Agenda Ready,City Council,2021-02-03,2021-02-16,,,
4276,21-054,,Individual Field Trip for Board of Adjustment Members,Informational Report,Agenda Ready,Board of Adjustment,2021-02-04,2021-02-11,,,
4277,21-055,,Election of Chair and Vice Chair for 2021,Informational Report,Agenda Ready,Board of Adjustment,2021-02-04,2021-02-11,,,
4278,21-056,,"Approval of the Janaury 26, 2021 Minutes",Minutes,Consent Agenda,City Council,2021-02-04,2021-02-09,,,
4279,21-057,,Administrative Services recommending that the Council receive a presentation on the Comprehensive Financial Sustainability Plan,Informational Report,Agenda Ready - Work Session,City Council,2021-02-05,2021-02-09,,,
4280,21-058,,Human Resources is recommending that the Council receive a presentation on the Compensation Plan including the most recent Compensation Study,Informational Report,Agenda Ready - Work Session,City Council,2021-02-05,2021-02-09,,,
4281,21-059,,General Citizen Comments,Informational Report,Agenda Ready,City Council,2021-02-05,2021-02-09,,,
4282,21-060,,Council Member Robinson requesting discussion on Council meeting policy concepts.,Informational Report,Agenda Ready,City Council,2021-02-05,2021-02-09,,,
4283,ZONE-01-21-5975(PC),,Coppercreek Rezone 1368 E. Coppercreek Road from CN and R-1-8 to RM(10) [Community #16 - Falcon Park],Planning Item,Agenda Ready,Planning Commission,2021-02-09,2021-02-18,,,4283
4284,ZONE-01-21-5975(CC),,"Community Development Department presenting a rezone application (File #ZONE-01-21-5975, Coppercreek Rezone) submitted by Utah Development Group, requesting that 0.62 acres of a 1.02 acre parcel located at 1368 E. Coppercreek Road be rezoned to the RM(10) Zone.",Ordinance,Agenda Ready,City Council,2021-02-09,2021-03-09,,,4284
4285,SUB-01-21-5983,,Pepperwood 11E Subdivision (Final Review) 11140 South Bentwood Lane [Community #28 - Pepper Dell],Planning Item,Passed,Planning Commission,2021-02-10,2021-02-18,2021-02-18,,4285
4286,SUB-01-21-5984,,Pepperwood 11F Subdivision (Final Review) 11170 South Lone Hollow Road [Community #28 - Pepper Dell],Planning Item,Passed,Planning Commission,2021-02-10,2021-02-18,2021-02-18,,4286
4287,MISC-01-21-5982,,Modification and Piping of Rocky Mouth Creek 2 & 3 Cobblewood Cove [Community #28 - Pepper Dell],Planning Item,Passed,Planning Commission,2021-02-10,2021-02-18,2021-02-18,,4287
4288,CODE-02-21-5989_PC,,"Amendments Related to Storm Water and Floodplains Amend Title 21, Chapter 15 - Sensitive Area Overlay Zone; Chapter 16 - Floodplain Overlay Zone; Chapter 20 -Residential Development Standards; Chapter 22 - Manufactured Home Parks; Chapter 23 - Commercial, Office, Industrial, and Transit Corridor Development Standards; Chapter 24 - Parking, Access, and Circulation; Chapter 25 - Landscaping Standards; Chapter 27 - Grading and Excavation; Chapter 30 - Subdivision Review; Chapter 32 - Site Plan Review; and Chapter 37 - Definitions of the Sandy Municipal Code. Review and Adoption of Amendments to the Standard Specifications and Details for Municipal Construction",Planning Item,Reported to Council,Planning Commission,2021-02-10,2021-02-18,,,4288
4289,SUB-11-20-5940,,Wild Goose Estates Subdivision (Preliminary Review and Special Exception Requests) 2570 E. 10000 S. [Community #21 - Falcon HIll],Planning Item,Passed,Planning Commission,2021-02-10,2021-02-18,2021-02-18,,4289
4290,SPEX-02-21-5990,,Wild Goose Estates Subdivision (Special Exceptions) 2570 E. 10000 S. [Community #21 - Falcon Hill],Planning Item,Agenda Ready,Planning Commission,2021-02-10,2021-02-18,,,
4291,CUP-01-21-5977,,The Bridge Church (Conditional Use Permit) 9066 S. 300 W. [Community #2 - Civic Center],Planning Item,Passed,Planning Commission,2021-02-11,2021-02-18,2021-02-18,,4291
4292,21-070,,"Approval of the February 2, 2021 Minutes",Minutes,Consent Agenda,City Council,2021-02-11,2021-02-16,,,
4293,21-071,,Administration and City Council conducting a budget workshop for fiscal year 2022,Informational Report,Agenda Ready - Work Session,City Council,2021-02-12,2021-02-16,,,
4294,21-072,,Campaign Finance Disclosure Project Team recommending the Council authorize acquisition of digital disclosure software.,Resolution,Agenda Ready,City Council,2021-02-12,2021-02-16,,,
4295,21-073,,General Citizen Comments,Informational Report,Agenda Ready,City Council,2021-02-12,2021-02-16,,,
4296,21-074,,"Possible Closed Session: character, professional competence, or physical or mental health of an individual.",Resolution,Agenda Ready,City Council,2021-02-12,2021-02-16,,,
4297,21-075,,General Citizen Comments,Informational Report,Agenda Ready,City Council,2021-02-16,2021-02-23,,,
4298,21-076,,Administrative Services Department recommending the Council receive an update on sales tax revenue,Informational Report,Agenda Ready - Work Session,City Council,2021-02-18,2021-02-23,,,
4299,21-077,,"Approval of the February 9, 2021 Minutes",Minutes,Consent Agenda,City Council,2021-02-18,2021-02-23,,,
4300,21-078,,Discussion on Council budget priorities for fiscal year 2022,Informational Report,Agenda Ready - Work Session,City Council,2021-02-19,2021-02-23,,,
4301,21-079,,Update on the Sandy Curbside Glass Recycling Program,Informational Report,Agenda Ready - Work Session,City Council,2021-02-22,2021-03-02,,,
4302,CUP-07-18-5462(4),,"Planning Commission review of CUP#-07-18-5462, Conditional Use Permit for the 7-Eleven store, granting 7 day a week, 24 hour a day business operation within 250 feet of a residential zone 711 W. 9000 S. [Community #2 - Civic Center]",Planning Item,Passed,Planning Commission,2021-02-23,2021-03-04,2021-03-04,,4302
4303,21-081,,Planning Commission minutes 2-18-21 (Draft),Minutes,Passed,Planning Commission,2021-02-23,2021-03-04,2021-03-04,,
4304,21-082,,Field Trip for 3-4-2021,Informational Report,Agenda Ready,Planning Commission,2021-02-23,2021-03-04,,,
4305,MISC-02-21-5994,,Comcast Warehouse Use Determination 9602 S. 300 W. [Community #2 - Civic Center],Planning Item,Passed,Planning Commission,2021-02-24,2021-03-04,2021-03-04,,4305
4306,21-084,,Sandy City Fire and Police Departments presenting information regarding their Mental Health and Employee Wellness Programs.,Resolution,Agenda Ready - Work Session,City Council,2021-02-24,2021-03-02,,,
4307,21-085,,"*Item amended 3/1/2021* Possible Closed Session: character, professional competence, or physical or mental health of an individual(s)",Resolution,Agenda Ready,City Council,2021-02-25,2021-03-02,,,
