ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,kind,date_basis,lu_basis,n_motions,origin,audit_flag
24-16,2024-06-04,2024-06-04,"Resolution 24-16 — Revised Light and Power Residential, Commercial and Industrial Electrical Rate Schedules",https://www.loganutah.gov/departments/admin/council/24-16%20Revised%20Light%20and%20Power%20Residential%2C%20Commercial%20and%20Industrial%20Electrical%20Rate%20Schedules.pdf?t=2024060510482407,,na,recorder_listing,,no,5-0 Pass,2024-06-04,4,high,Resolution,council_motion,,5,archive,
24-17,2024-06-04,2024-06-04,Resolution 24-17 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-17%20Budget%20Adjustments.pdf?t=20240605104910846,,na,recorder_listing,,no,5-0 Pass,2024-06-04,6,high,Resolution,council_motion,,5,archive,
24-18,2024-06-04,2024-06-04,Resolution 24-18 — Designating a Closed Area to Ignition or Use of Fireworks,https://www.loganutah.gov/departments/admin/council/24-18%20Designating%20a%20Closed%20Area%20to%20Ignition%20or%20Use%20of%20Fireworks.pdf?t=20240605104952864,,na,recorder_listing,,no,5-0 Pass,2024-06-04,5,high,Resolution,council_motion,,5,archive,
24-19,2024-06-18,2024-06-18,Resolution 24-19 — URS Contributory Retirement Plan FY 2024-2025,https://www.loganutah.gov/departments/admin/council/24-19%20URS%20Contributory%20Retirement%20Plan%20FY%202024-2025.pdf?t=2024061912123611,,na,recorder_listing,,no,5-0 Pass,2024-06-18,4,high,Resolution,council_motion,,5,archive,
24-20,2024-06-18,2024-06-18,Resolution 24-20 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-20%20Budget%20Adjustments.pdf?t=20240619121320007,,na,recorder_listing,,no,5-0 Pass,2024-06-18,3,high,Resolution,council_motion,,5,archive,
24-21,2024-06-18,2024-06-18,Resolution 24-21 — TENTATIVE Property Tax Rate FY 2024-2025,https://www.loganutah.gov/departments/admin/council/24-21%20TENTATIVE%20Property%20Tax%20Rate%20FY%202024-2025.pdf?t=20240619121355962,,na,recorder_listing,,no,4-1 Pass,2024-06-18,6,high,Resolution,council_motion,,5,archive,
24-22,2024-06-18,2024-06-18,Resolution 24-22 — TENTATIVE Revenue and Expenditure Budget FY 2024-2025,https://www.loganutah.gov/departments/admin/council/24-22%20TENTATIVE%20Revenue%20and%20Expenditure%20Budget%20FY%202024-2025.pdf?t=20240619121431533,,na,recorder_listing,,no,5-0 Pass,2024-06-18,7,high,Resolution,council_motion,,5,archive,
24-23,2024-06-18,2024-06-18,Resolution 24-23 — RDA FINAL Budget FY 2024-2025,https://www.loganutah.gov/departments/admin/council/24-23%20RDA%20FINAL%20Budget%20FY%202024-2025.pdf?t=2024061912163527,,na,recorder_listing,,no,5-0 Pass,2024-06-18,1,high,Resolution,council_motion,,5,archive,
24-24,,2024-08-02,Resolution 24-24 — FINAL Property Tax Rate for 2024 and FY 2024-2025,https://www.loganutah.gov/departments/admin/council/24-24%20FINAL%20Property%20Tax%20Rate%20for%202024%20and%20FY%202024-2025.pdf?t=20240802103212412,2026-07-05,scanned,recorder_pdf,raw/res_24-24_FINAL_Property_Tax_Rate_for_2024_and_FY_2024-2025.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
24-25,,2024-08-02,Resolution 24-25 — FINAL Revenue and Expenditure Budgets for FY 2024-2025,https://www.loganutah.gov/departments/admin/council/24-25%20FINAL%20Revenue%20and%20Expenditure%20Budgets%20for%20FY%202024-2025.pdf?t=20240802103312685,2026-07-05,scanned,recorder_pdf,raw/res_24-25_FINAL_Revenue_and_Expenditure_Budgets_for_FY_2024-2025.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
24-26,2024-08-06,2024-08-06,Resolution 24-26 — Solid Waste Collection and Disposal Fees,https://www.loganutah.gov/departments/admin/council/24-26%20Solid%20Waste%20Collection%20and%20Disposal%20Fees.pdf?t=20240807103408662,,na,recorder_listing,,no,5-0 Pass,2024-08-06,5,high,Resolution,council_motion,,5,archive,
24-27,2024-08-06,2024-08-06,Resolution 24-27 — Boundary Adjustment Logan and Nibley City,https://www.loganutah.gov/departments/admin/council/24-27%20Boundary%20Adjustment%20Logan%20and%20Nibley%20City.pdf?t=2024080710344394,2026-07-05,scanned,recorder_pdf,raw/res_24-27_Boundary_Adjustment_Logan_and_Nibley_City.pdf,yes,5-0 Pass,2024-08-06,4,high,Resolution,council_motion,keyword,5,archive,
24-28,2024-07-16,2024-07-16,Resolution 24-28 — Endorsing Changes to the Logan Wastewater Pretreatment Ord,https://www.loganutah.gov/departments/admin/council/24-28%20Endorsing%20Changes%20to%20the%20Logan%20Wastewater%20Pretreatment%20Ord.pdf?t=20240717130655693,,na,recorder_listing,,no,5-0 Pass,2024-07-16,3,high,Resolution,council_motion,,5,archive,
24-29,2024-08-06,2024-08-06,Resolution 24-29 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-29%20Budget%20Adjustments.pdf?t=20240807103520761,,na,recorder_listing,,no,5-0 Pass,2024-08-06,3,high,Resolution,council_motion,,5,archive,
24-30,2024-08-20,2024-08-20,Resolution 24-30 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-30%20Budget%20Adjustments.pdf?t=20240821104025097,,na,recorder_listing,,no,5-0 Pass,2024-08-20,3,high,Resolution,council_motion,,5,archive,
24-31,2024-08-20,2024-08-20,"Resolution 24-31 — Amending Fire Rescue Services, Standby and EMS Billing Rates",https://www.loganutah.gov/departments/admin/council/24-31%20Amending%20Fire%20Rescue%20Services%2C%20Standby%20and%20EMS%20Billing%20Rates.pdf?t=20240821104105654,,na,recorder_listing,,no,5-0 Pass,2024-08-20,4,high,Resolution,council_motion,,5,archive,
24-32,2024-09-03,2024-09-03,Resolution 24-32 — Hillcrest Neighborhood Plan Update,https://www.loganutah.gov/departments/admin/council/24-32%20Hillcrest%20Neighborhood%20Plan%20Update.pdf?t=20240904111955623,2026-07-05,scanned,recorder_pdf,raw/res_24-32_Hillcrest_Neighborhood_Plan_Update.pdf,yes,4-0 Pass,2024-09-03,4,high,Resolution,council_motion,keyword,5,archive,
24-33,2024-09-03,2024-09-03,Resolution 24-33 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/24-33%20Budget%20Adjustment.pdf?t=20240904112054512,,na,recorder_listing,,no,4-0 Pass,2024-09-03,5,high,Resolution,council_motion,,5,archive,
24-34,2024-09-03,2024-09-03,Resolution 24-34 — Carry Forwards,https://www.loganutah.gov/departments/admin/council/24-34%20Carry%20Forwards.pdf?t=20240904112138531,,na,recorder_listing,,no,4-0 Pass,2024-09-03,6,high,Resolution,council_motion,,5,archive,
24-35,2024-09-03,2024-09-03,Resolution 24-35 — RDA Carry Forwards,https://www.loganutah.gov/departments/admin/council/24-35%20RDA%20Carry%20Forwards.pdf?t=20240904112225955,,na,recorder_listing,,no,4-0 Pass,2024-09-03,1,high,Resolution,council_motion,,5,archive,
24-36,2024-09-17,2024-09-17,Resolution 24-36 — Business License Fee Schedule Home Occupations,https://www.loganutah.gov/departments/admin/council/24-36%20Business%20License%20Fee%20Schedule%20Home%20Occupations.pdf?t=20240920134503375,2026-07-05,scanned,recorder_pdf,raw/res_24-36_Business_License_Fee_Schedule_Home_Occupations.pdf,yes,5-0 Pass,2024-09-17,6,high,Resolution,council_motion,keyword,5,archive,
24-37,2024-09-17,2024-09-17,Resolution 24-37 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-37%20Budget%20Adjustments.pdf?t=20240920134549584,,na,recorder_listing,,no,5-0 Pass,2024-09-17,7,high,Resolution,council_motion,,5,archive,
24-38,2024-10-01,2024-10-01,Resolution 24-38 — Boundary Adjustment Logan and Providence,https://www.loganutah.gov/departments/admin/council/24-38%20Boundary%20Adjustment%20Logan%20and%20Providence.pdf?t=20241002103144501,2026-07-05,scanned,recorder_pdf,raw/res_24-38_Boundary_Adjustment_Logan_and_Providence.pdf,yes,4-1 Pass,2024-10-01,4,high,Resolution,council_motion,keyword,5,archive,
24-39,2024-10-01,2024-10-01,Resolution 24-39 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/24-39%20Budget%20Adjustment.pdf?t=2024100210322787,,na,recorder_listing,,no,4-1 Pass,2024-10-01,5,high,Resolution,council_motion,,5,archive,
24-40,2024-10-15,2024-10-15,Resolution 24-40 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/24-40%20Budget%20Adjustment.pdf?t=2024101611084777,,na,recorder_listing,,no,5-0 Pass,2024-10-15,2,high,Resolution,council_motion,,5,archive,
24-41,2024-11-05,2024-11-05,Resolution 24-41 — Establishing a Credit Card Convenience Fee,https://www.loganutah.gov/departments/admin/council/24-41%20Establishing%20a%20Credit%20Card%20Convenience%20Fee.pdf?t=20241106122545758,,na,recorder_listing,,no,5-0 Pass,2024-11-05,5,high,Resolution,council_motion,,5,archive,
24-42,2024-11-05,2024-11-05,Resolution 24-42 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-42%20Budget%20Adjustments.pdf?t=20241106122634116,,na,recorder_listing,,no,5-0 Pass,2024-11-05,4,high,Resolution,council_motion,,5,archive,
24-43,2024-11-19,2024-11-19,Resolution 24-43 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/24-43%20Budget%20Adjustment.pdf?t=20241121120613956,,na,recorder_listing,,no,5-0 Pass,2024-11-19,3,high,Resolution,council_motion,,5,archive,
24-44,2024-12-03,2024-12-03,Resolution 24-44 — CAPER Program Year 2023 CDBG,https://www.loganutah.gov/departments/admin/council/24-44%20CAPER%20Program%20Year%202023%20CDBG.pdf?t=20241204130631949,,na,recorder_listing,,no,5-0 Pass,2024-12-03,6,high,Resolution,council_motion,,5,archive,
24-45,2024-12-03,2024-12-03,Resolution 24-45 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/24-45%20Budget%20Adjustment.pdf?t=20241204130712855,,na,recorder_listing,,no,5-0 Pass,2024-12-03,14,high,Resolution,council_motion,,5,archive,
24-46,2024-12-03,2024-12-03,Resolution 24-46 — Millard County Power Project Power Sales Contract UAMPS,https://www.loganutah.gov/departments/admin/council/24-46%20Millard%20County%20Power%20Project%20Power%20Sales%20Contract%20UAMPS.pdf?t=20241204130747318,,na,recorder_listing,,no,5-0 Pass,2024-12-03,11,high,Resolution,council_motion,,5,archive,
24-47,2025-01-07,2025-01-07,Resolution 24-47 — Power County Power Project Power Sales Contract UAMPS - DENIED,https://www.loganutah.gov/departments/admin/council/24-47%20Power%20County%20Power%20Project%20Power%20Sales%20Contract%20UAMPS%20-%20DENIED.pdf?t=20250109182030568,,na,recorder_listing,,no,4-1 Pass,2025-01-07,3,high,Resolution,council_motion,,11,archive,
24-48,2025-01-07,2025-01-07,Resolution 24-48 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-48%20Budget%20Adjustments.pdf?t=20250109182107456,,na,recorder_listing,,no,5-0 Pass,2025-01-07,4,high,Resolution,council_motion,,5,archive,
25-01,2025-01-07,2025-01-07,Resolution 25-01 — Water and Sewer Revenue Bonds,https://www.loganutah.gov/departments/admin/council/25-01%20Water%20and%20Sewer%20Revenue%20Bonds.pdf?t=20250121134507373,,na,recorder_listing,,no,5-0 Pass,2025-01-07,5,high,Resolution,council_motion,,5,archive,
25-02,2025-01-21,2025-01-21,Resolution 25-02 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-02%20Budget%20Adjustments.pdf?t=20250205104151505,,na,recorder_listing,,no,5-0 Pass,2025-01-21,4,high,Resolution,council_motion,,5,archive,
25-03,2025-02-04,2025-02-04,Resolution 25-03 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/25-03%20Budget%20Adjustment.pdf?t=20250205104109542,,na,recorder_listing,,no,5-0 Pass,2025-02-04,3,high,Resolution,council_motion,,5,archive,
25-04,2025-02-18,2025-02-18,Resolution 25-04 — Logan Millville Boundary Adjustment,https://www.loganutah.gov/departments/admin/council/25-04%20Logan%20Millville%20Boundary%20Adjustment.pdf?t=20250219125141259,2026-07-05,scanned,recorder_pdf,raw/res_25-04_Logan_Millville_Boundary_Adjustment.pdf,yes,4-0 Pass,2025-02-18,2,high,Resolution,council_motion,keyword,5,archive,
25-05,2025-02-18,2025-02-18,Resolution 25-05 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/25-05%20Budget%20Adjustment.pdf?t=20250219125223216,,na,recorder_listing,,no,4-0 Pass,2025-02-18,6,high,Resolution,council_motion,,5,archive,
25-06,2025-02-18,2025-02-18,Resolution 25-06 — Logan Nibley Boundary Adjustment,https://www.loganutah.gov/departments/admin/council/25-06%20Logan%20Nibley%20Boundary%20Adjustment.pdf?t=20250219125303387,2026-07-05,scanned,recorder_pdf,raw/res_25-06_Logan_Nibley_Boundary_Adjustment.pdf,yes,4-0 Pass,2025-02-18,3,high,Resolution,council_motion,keyword,5,archive,
25-07,2025-03-18,2025-03-18,Resolution 25-07 — Public Art Action Plan 2025,https://www.loganutah.gov/departments/admin/council/25-07%20Public%20Art%20Action%20Plan%202025.pdf?t=20250319114115483,,na,recorder_listing,,no,5-0 Pass,2025-03-18,5,high,Resolution,council_motion,,5,archive,
25-08,2025-03-18,2025-03-18,Resolution 25-08 — Fee Increases Logan River Golf Course,https://www.loganutah.gov/departments/admin/council/25-08%20Fee%20Increases%20Logan%20River%20Golf%20Course.pdf?t=20250319114203332,,na,recorder_listing,,no,5-0 Pass,2025-03-18,2,high,Resolution,council_motion,,5,archive,
25-09,2025-03-18,2025-03-18,Resolution 25-09 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-09%20Budget%20Adjustments.pdf?t=20250319114244688,,na,recorder_listing,,no,5-0 Pass,2025-03-18,3,high,Resolution,council_motion,,5,archive,
25-10,2025-03-18,2025-03-18,Resolution 25-10 — Budget Adjustment First Dam Water Tank and Lines Project,https://www.loganutah.gov/departments/admin/council/25-10%20Budget%20Adjustment%20First%20Dam%20Water%20Tank%20and%20Lines%20Project.pdf?t=2025031911433066,,na,recorder_listing,,no,4-0-1abs Pass,2025-03-18,4,high,Resolution,council_motion,,5,archive,
25-11,,2025-04-09,Resolution 25-11 — Amending the Dispatch Services Fee,https://www.loganutah.gov/departments/admin/council/25-11%20Amending%20the%20Dispatch%20Services%20Fee.pdf?t=20250409131021284,2026-07-05,scanned,recorder_pdf,raw/res_25-11_Amending_the_Dispatch_Services_Fee.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
25-12,,2025-04-09,Resolution 25-12 — Power County Power Project Power Sales UAMPS,https://www.loganutah.gov/departments/admin/council/25-12%20Power%20County%20Power%20Project%20Power%20Sales%20UAMPS.pdf?t=20250409131146077,2026-07-05,scanned,recorder_pdf,raw/res_25-12_Power_County_Power_Project_Power_Sales_UAMPS.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
25-13,,2025-04-09,Resolution 25-13 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-13%20Budget%20Adjustments.pdf?t=20250409131301162,2026-07-05,scanned,recorder_pdf,raw/res_25-13_Budget_Adjustments.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
25-14,2025-04-15,2025-04-15,Resolution 25-14 — Drinking Water Master Plan and Capital Improvement Plan,https://www.loganutah.gov/departments/admin/council/25-14%20Drinking%20Water%20Master%20Plan%20and%20Capital%20Improvement%20Plan.pdf?t=20250416165923246,2026-07-05,scanned,recorder_pdf,raw/res_25-14_Drinking_Water_Master_Plan_and_Capital_Improvement_Plan.pdf,yes,5-0 Pass,2025-04-15,5,high,Resolution,council_motion,keyword,10,archive,
25-15,,2025-04-16,Resolution 25-15 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-15%20Budget%20Adjustments.pdf?t=20250416165956859,2026-07-05,scanned,recorder_pdf,raw/res_25-15_Budget_Adjustments.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
25-17,2025-05-20,2025-05-20,Resolution 25-17 — CDBG Annual Action Plan,https://www.loganutah.gov/departments/admin/council/25-17%20CDBG%20Annual%20Action%20Plan.pdf?t=20250522115814642,,na,recorder_listing,,no,5-0 Pass,2025-05-20,3,high,Resolution,council_motion,,10,archive,
25-18,2025-05-06,2025-05-06,Resolution 25-18 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/25-18%20Budget%20Adjustment.pdf?t=20250507112418466,,na,recorder_listing,,no,5-0 Pass,2025-05-06,7,high,Resolution,council_motion,,5,archive,
25-19,2025-05-20,2025-05-20,Resolution 25-19 — Wilson Neighborhood Plan,https://www.loganutah.gov/departments/admin/council/25-19%20Wilson%20Neighborhood%20Plan.pdf?t=20250522115904208,2026-07-05,scanned,recorder_pdf,raw/res_25-19_Wilson_Neighborhood_Plan.pdf,yes,5-0 Pass,2025-05-20,5,high,Resolution,council_motion,keyword,5,archive,
25-20,2025-05-20,2025-05-20,Resolution 25-20 — Designating a Closed Area to Ignition or Use of Fireworks,https://www.loganutah.gov/departments/admin/council/25-20%20Designating%20a%20Closed%20Area%20to%20Ignition%20or%20Use%20of%20Fireworks.pdf?t=20250522115938807,,na,recorder_listing,,no,5-0 Pass,2025-05-20,6,high,Resolution,council_motion,,5,archive,
25-21,2025-05-20,2025-05-20,Resolution 25-21 — Budget Adjustments,https://www.loganutah.gov/departments/admin/25-21%20Budget%20Adjustments.pdf?t=20250522120012774,,na,recorder_listing,,no,5-0 Pass,2025-05-20,7,high,Resolution,council_motion,,5,archive,
25-22,2025-06-17,2025-06-17,Resolution 25-22 — Member Contributions Utah Retirement Systems FY 2025-2026,https://www.loganutah.gov/departments/admin/council/25-22%20Member%20Contributions%20Utah%20Retirement%20Systems%20FY%202025-2026.pdf?t=20250618105953661,,na,recorder_listing,,no,5-0 Pass,2025-06-17,5,high,Resolution,council_motion,,5,archive,
25-23,2025-06-03,2025-06-03,Resolution 25-23 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-23%20Budget%20Adjustments.pdf?t=2025060320461079,,na,recorder_listing,,no,5-0 Pass,2025-06-03,3,high,Resolution,council_motion,,5,archive,
25-24,2025-06-17,2025-06-17,Resolution 25-24 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-24%20Budget%20Adjustments.pdf?t=2025061811002824,,na,recorder_listing,,no,5-0 Pass,2025-06-17,4,high,Resolution,council_motion,,5,archive,
25-25,2025-07-15,2025-07-15,Resolution 25-25 — Library Fees,https://www.loganutah.gov/departments/admin/council/25-25%20Library%20Fees.pdf?t=20250716105559233,,na,recorder_listing,,no,5-0 Pass,2025-07-15,3,high,Resolution,council_motion,,5,archive,
25-26,2025-06-17,2025-06-17,Resolution 25-26 — Adopting the Tentative Revenue and Expenditure Budgets for FY 2025-2026,https://www.loganutah.gov/departments/admin/council/25-26%20Adopting%20the%20Tentative%20Revenue%20and%20Expenditure%20Budgets%20for%20FY%202025-2026.pdf?t=20250618110107888,,na,recorder_listing,,no,5-0 Pass,2025-06-17,8,high,Resolution,council_motion,,10,archive,
25-27,,2025-06-18,Resolution 25-27 — Adopting Tentative Property Tax Rate for 2025 and FY 2025-2026,https://www.loganutah.gov/departments/admin/council/25-27%20Adopting%20Tentative%20Property%20Tax%20Rate%20for%202025%20and%20FY%202025-2026.pdf?t=20250618110142843,2026-07-05,scanned,recorder_pdf,raw/res_25-27_Adopting_Tentative_Property_Tax_Rate_for_2025_and_FY_2025-2026.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
25-28,2025-06-17,2025-06-17,Resolution 25-28 — RDA Adopting the Final Redevelopment Area Budgets for FY 2025-2026,https://www.loganutah.gov/departments/admin/council/25-28%20RDA%20Adopting%20the%20Final%20Redevelopment%20Area%20Budgets%20for%20FY%202025-2026.pdf?t=20250618110219617,,na,recorder_listing,,no,4-0 Pass,2025-06-17,1,high,Resolution,council_motion,,4,archive,
25-29,2025-08-07,2025-08-07,Resolution 25-29 — Adopting a FINAL Property Tax rate for Year 2025 and FY 2025-2026,https://www.loganutah.gov/departments/admin/council/25-29%20Adopting%20a%20FINAL%20Property%20Tax%20rate%20for%20Year%202025%20and%20FY%202025-2026.pdf?t=20250808101851224,,na,recorder_listing,,no,Carried (no names),2025-08-07,1,high,Resolution,council_motion,,1,archive,
25-30,2025-08-07,2025-08-07,Resolution 25-30 — Adopting the FINAL Revenu and Expenditure Budgets for FY 2025-2026,https://www.loganutah.gov/departments/admin/council/25-30%20Adopting%20the%20FINAL%20Revenu%20and%20Expenditure%20Budgets%20for%20FY%202025-2026.pdf?t=20250808101929727,,na,recorder_listing,,no,Carried (no names),2025-08-07,2,high,Resolution,council_motion,,1,archive,
25-31,2025-08-05,2025-08-05,"Resolution 25-31 — Revised Logan Light and Power Residential, Commercial and Industrial Electrical Rate Schedule",https://www.loganutah.gov/departments/admin/council/25-31%20Revised%20Logan%20Light%20and%20Power%20Residential%2C%20Commercial%20and%20Industrial%20Electrical%20Rate%20Schedule.pdf?t=20250806103528909,,na,recorder_listing,,no,3-1 Pass,2025-08-05,2,high,Resolution,council_motion,,5,archive,
25-32,2025-08-05,2025-08-05,Resolution 25-32 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-32%20Budget%20Adjustments.pdf?t=20250806103616218,,na,recorder_listing,,no,4-0 Pass,2025-08-05,3,high,Resolution,council_motion,,5,archive,
25-33,2025-08-19,2025-08-19,Resolution 25-33 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-33%20Budget%20Adjustments.pdf?t=20250820125118353,,na,recorder_listing,,no,5-0 Pass,2025-08-19,4,high,Resolution,council_motion,,5,archive,
25-34,2025-09-02,2025-09-02,Resolution 25-34 — CAPER CDBG,https://www.loganutah.gov/departments/admin/council/25-34%20CAPER%20CDBG.pdf?t=20250903104213344,,na,recorder_listing,,no,5-0 Pass,2025-09-02,2,high,Resolution,council_motion,,5,archive,
25-35,2025-09-02,2025-09-02,Resolution 25-35 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-35%20Budget%20Adjustments.pdf?t=20250903104253768,,na,recorder_listing,,no,5-0 Pass,2025-09-02,4,high,Resolution,council_motion,,5,archive,
25-36,2025-09-02,2025-09-02,Resolution 25-36 — Carry Forwards,https://www.loganutah.gov/departments/admin/council/25-36%20Carry%20Forwards.pdf?t=20250903104335833,,na,recorder_listing,,no,5-0 Pass,2025-09-02,5,high,Resolution,council_motion,,5,archive,
25-37,2025-09-02,2025-09-02,Resolution 25-37 — RDA Carry Forwards,https://www.loganutah.gov/departments/admin/council/25-37%20RDA%20Carry%20Forwards.pdf?t=20250903104431962,,na,recorder_listing,,no,5-0 Pass,2025-09-02,1,high,Resolution,council_motion,,5,archive,
25-38,2025-09-16,2025-09-16,Resolution 25-38 — Updating the Commercial and Residential Incentive Program,https://www.loganutah.gov/departments/admin/council/25-38%20Updating%20the%20Commercial%20and%20Residential%20Incentive%20Program.pdf?t=20250917124930792,,na,recorder_listing,,no,5-0 Pass,2025-09-16,2,high,Resolution,council_motion,,5,archive,
25-39,2025-09-16,2025-09-16,Resolution 25-39 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-39%20Budget%20Adjustments.pdf?t=20250917125019079,,na,recorder_listing,,no,5-0 Pass,2025-09-16,6,high,Resolution,council_motion,,5,archive,
25-40,2025-09-16,2025-09-16,Resolution 25-40 — RDA Budget Adustment,https://www.loganutah.gov/departments/admin/council/25-40%20RDA%20Budget%20Adustment.pdf?t=20250917125110779,2026-07-05,scanned,recorder_pdf,raw/res_25-40_RDA_Budget_Adustment.pdf,yes,5-0 Pass,2025-09-16,1,high,Resolution,council_motion,keyword,5,archive,
25-41,2025-10-07,2025-10-07,Resolution 25-41 — Budget Adjusments,https://www.loganutah.gov/departments/admin/council/25-41%20Budget%20Adjusments.pdf?t=20251008140604581,,na,recorder_listing,,no,4-0 Pass,2025-10-07,5,high,Resolution,council_motion,,5,archive,
25-42,2025-10-21,2025-10-21,Resolution 25-42 — Fremont Solar Project with UAMPS,https://www.loganutah.gov/departments/admin/council/25-42%20Fremont%20Solar%20Project%20with%20UAMPS.pdf?t=20251117152921304,,na,recorder_listing,,no,5-0 Pass,2025-10-21,2,high,Resolution,council_motion,,5,archive,
25-43,2025-10-21,2025-10-21,Resolution 25-43 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-43%20Budget%20Adjustments.pdf?t=20251022135606376,,na,recorder_listing,,no,5-0 Pass,2025-10-21,8,high,Resolution,council_motion,,5,archive,
25-44,2025-11-04,2025-11-04,Resolution 25-44 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/25-44%20Budget%20Adjustment.pdf?t=20251106153838395,,na,recorder_listing,,no,5-0 Pass,2025-11-04,3,high,Resolution,council_motion,,5,archive,
25-45,2025-11-18,2025-11-18,Resolution 25-45 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-45%20Budget%20Adjustments.pdf?t=20251119111916831,,na,recorder_listing,,no,4-0 Pass,2025-11-18,3,high,Resolution,council_motion,,4,archive,
25-46,2025-12-16,2025-12-16,Resolution 25-46 — Withdrawal from the Logan Cache Airport Authority,https://www.loganutah.gov/departments/admin/council/25-46%20Withdrawal%20from%20the%20Logan%20Cache%20Airport%20Authority.pdf?t=20251217173807973,,na,recorder_listing,,no,4-0 Pass,2025-12-16,7,high,Resolution,council_motion,,4,archive,
25-47,2025-12-02,2025-12-02,Resolution 25-47 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-47%20Budget%20Adjustments.pdf?t=20251203165709998,,na,recorder_listing,,no,4-0 Pass,2025-12-02,5,high,Resolution,council_motion,,4,archive,
25-48,2025-12-16,2025-12-16,Resolution 25-48 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/25-48%20Budget%20Adjustments.pdf?t=20251217173905026,,na,recorder_listing,,no,4-0 Pass,2025-12-16,8,high,Resolution,council_motion,,4,archive,
25-49,2026-01-06,2026-01-06,Resolution 25-49 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/25-49%20Budget%20Adjustment.pdf?t=20260107110053919,,na,recorder_listing,,no,5-0 Pass,2026-01-06,2,high,Resolution,council_motion,,5,archive,
26-01,2026-01-20,2026-01-20,Resolution 26-01 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/26-01%20Budget%20Adjustment.pdf?t=20260121173417088,,na,recorder_listing,,no,5-0 Pass,2026-01-20,10,high,Resolution,council_motion,,5,archive,
26-02,2026-02-03,2026-02-03,"Resolution 26-02 — (from motion) continue Resolution 26-02 to August 18, 2026 without a publi",meeting_minutes/minutes/2026/2026-02-02/2026-02-03_city-council-meeting.md,,na,minutes_motion_text,,no,5-0 Pass,2026-02-03,2,within_source,Resolution,council_motion,,5,votes,no_archive_pdf
26-03,2026-02-03,2026-02-03,Resolution 26-03 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/26-03%20Budget%20Adjustments.pdf?t=20260204115452558,,na,recorder_listing,,no,5-0 Pass,2026-02-03,3,high,Resolution,council_motion,,5,archive,
26-04,2026-02-17,2026-02-17,Resolution 26-04 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/26-04%20Budget%20Adjustment.pdf?t=20260218110835298,,na,recorder_listing,,no,5-0 Pass,2026-02-17,4,high,Resolution,council_motion,,5,archive,
26-05,2026-02-17,2026-02-17,Resolution 26-05 — City Mission Statement,https://www.loganutah.gov/departments/admin/council/26-05%20City%20Mission%20Statement.pdf?t=20260218110923545,,na,recorder_listing,,no,5-0 Pass,2026-02-17,3,high,Resolution,council_motion,,5,archive,
